run_slot,triad_id,condition_slot,phase,method,budget,guard_ratio,arm,training_seed,rows,unique_samples,overlap_count,overlap_rate,jaccard,forced_overlap_count,effective_unique_contrast,max_abs_smd,fallback_L0,fallback_L1,fallback_L2,fallback_L3,fallback_L4_forced_overlap,fallback_counts_json,fold_total_variation,bucket_total_variation
RUN_029,TRIAD_010,A04,A,GapCritical-Global,3000,0.0,R1,1829910790,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_030,TRIAD_010,A04,A,GapCritical-Global,3000,0.0,R2,1829910790,3000,3000,2761.0,0.9203333333333332,0.8524235875270145,2761.0,0.0796666666666666,0.0993469808074245,227,12,0,0,2761,"{""L0"": 227, ""L1"": 12, ""L4_FORCED_OVERLAP"": 2761}",0.0096666666666666,0.02
RUN_031,TRIAD_011,A04,A,GapCritical-Global,3000,0.0,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_032,TRIAD_011,A04,A,GapCritical-Global,3000,0.0,R1,1385197443,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_033,TRIAD_011,A04,A,GapCritical-Global,3000,0.0,R2,1385197443,3000,3000,2777.0,0.9256666666666666,0.8616196090598821,2777.0,0.0743333333333333,0.0992524206220081,214,9,0,0,2777,"{""L0"": 214, ""L1"": 9, ""L4_FORCED_OVERLAP"": 2777}",0.0143333333333333,0.0183333333333333
RUN_034,TRIAD_012,A04,A,GapCritical-Global,3000,0.0,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_035,TRIAD_012,A04,A,GapCritical-Global,3000,0.0,R1,1343723075,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_036,TRIAD_012,A04,A,GapCritical-Global,3000,0.0,R2,1343723075,3000,3000,2756.0,0.9186666666666666,0.8495684340320592,2756.0,0.0813333333333333,0.0992997970012766,235,9,0,0,2756,"{""L0"": 235, ""L1"": 9, ""L4_FORCED_OVERLAP"": 2756}",0.0096666666666666,0.0193333333333333
RUN_037,TRIAD_013,A05,A,Confidence-Clean,600,0.0,T,1829910790,600,600,,,,,,,0,0,0,0,0,{},,
RUN_038,TRIAD_013,A05,A,Confidence-Clean,600,0.0,R1,1829910790,600,600,0.0,,,,,,0,0,0,0,0,{},,
RUN_039,TRIAD_013,A05,A,Confidence-Clean,600,0.0,R2,1829910790,600,600,556.0,0.9266666666666666,0.8633540372670807,556.0,0.0733333333333333,0.0982362710350896,42,2,0,0,556,"{""L0"": 42, ""L1"": 2, ""L4_FORCED_OVERLAP"": 556}",0.015,0.0066666666666666
RUN_040,TRIAD_014,A05,A,Confidence-Clean,600,0.0,T,1385197443,600,600,,,,,,,0,0,0,0,0,{},,
RUN_041,TRIAD_014,A05,A,Confidence-Clean,600,0.0,R1,1385197443,600,600,0.0,,,,,,0,0,0,0,0,{},,
RUN_042,TRIAD_014,A05,A,Confidence-Clean,600,0.0,R2,1385197443,600,600,554.0,0.9233333333333332,0.8575851393188855,554.0,0.0766666666666666,0.0973213698226285,44,2,0,0,554,"{""L0"": 44, ""L1"": 2, ""L4_FORCED_OVERLAP"": 554}",0.0183333333333333,0.005
RUN_043,TRIAD_015,A05,A,Confidence-Clean,600,0.0,T,1343723075,600,600,,,,,,,0,0,0,0,0,{},,
RUN_044,TRIAD_015,A05,A,Confidence-Clean,600,0.0,R1,1343723075,600,600,0.0,,,,,,0,0,0,0,0,{},,
RUN_045,TRIAD_015,A05,A,Confidence-Clean,600,0.0,R2,1343723075,600,600,561.0,0.935,0.8779342723004695,561.0,0.0649999999999999,0.0967021771112218,38,1,0,0,561,"{""L0"": 38, ""L1"": 1, ""L4_FORCED_OVERLAP"": 561}",0.0183333333333333,0.0
RUN_046,TRIAD_016,A06,A,Confidence-Clean,3000,0.0,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_047,TRIAD_016,A06,A,Confidence-Clean,3000,0.0,R1,1829910790,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_048,TRIAD_016,A06,A,Confidence-Clean,3000,0.0,R2,1829910790,3000,3000,2905.0,0.9683333333333334,0.938610662358643,2905.0,0.0316666666666666,0.0996473790595963,0,0,0,95,2905,"{""L3"": 95, ""L4_FORCED_OVERLAP"": 2905}",0.0046666666666666,0.0126666666666666
RUN_049,TRIAD_017,A06,A,Confidence-Clean,3000,0.0,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_050,TRIAD_017,A06,A,Confidence-Clean,3000,0.0,R1,1385197443,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_051,TRIAD_017,A06,A,Confidence-Clean,3000,0.0,R2,1385197443,3000,3000,2903.0,0.9676666666666668,0.9373587342589604,2903.0,0.0323333333333333,0.0998019268621292,0,0,0,97,2903,"{""L3"": 97, ""L4_FORCED_OVERLAP"": 2903}",0.0049999999999999,0.0126666666666666
RUN_052,TRIAD_018,A06,A,Confidence-Clean,3000,0.0,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_053,TRIAD_018,A06,A,Confidence-Clean,3000,0.0,R1,1343723075,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_054,TRIAD_018,A06,A,Confidence-Clean,3000,0.0,R2,1343723075,3000,3000,2907.0,0.969,0.9398642095053348,2907.0,0.031,0.0985316519278691,0,0,0,93,2907,"{""L3"": 93, ""L4_FORCED_OVERLAP"": 2907}",0.003,0.0129999999999999
RUN_055,TRIAD_019,A07,A,Boundary-0.5-Clean,600,0.0,T,1829910790,600,600,,,,,,,0,0,0,0,0,{},,
RUN_056,TRIAD_019,A07,A,Boundary-0.5-Clean,600,0.0,R1,1829910790,600,600,0.0,,,,,,0,0,0,0,0,{},,
RUN_057,TRIAD_019,A07,A,Boundary-0.5-Clean,600,0.0,R2,1829910790,600,600,64.0,0.1066666666666666,0.056338028169014,64.0,0.8933333333333333,0.0999728257366726,535,1,0,0,64,"{""L0"": 535, ""L1"": 1, ""L4_FORCED_OVERLAP"": 64}",0.0199999999999999,0.1116666666666666
RUN_058,TRIAD_020,A07,A,Boundary-0.5-Clean,600,0.0,T,1385197443,600,600,,,,,,,0,0,0,0,0,{},,
RUN_059,TRIAD_020,A07,A,Boundary-0.5-Clean,600,0.0,R1,1385197443,600,600,0.0,,,,,,0,0,0,0,0,{},,
RUN_060,TRIAD_020,A07,A,Boundary-0.5-Clean,600,0.0,R2,1385197443,600,600,87.0,0.145,0.0781671159029649,87.0,0.855,0.0988515381083276,512,1,0,0,87,"{""L0"": 512, ""L1"": 1, ""L4_FORCED_OVERLAP"": 87}",0.0216666666666666,0.1016666666666666
RUN_061,TRIAD_021,A07,A,Boundary-0.5-Clean,600,0.0,T,1343723075,600,600,,,,,,,0,0,0,0,0,{},,
RUN_062,TRIAD_021,A07,A,Boundary-0.5-Clean,600,0.0,R1,1343723075,600,600,0.0,,,,,,0,0,0,0,0,{},,
RUN_063,TRIAD_021,A07,A,Boundary-0.5-Clean,600,0.0,R2,1343723075,600,600,92.0,0.1533333333333333,0.0830324909747292,92.0,0.8466666666666667,0.0984917319404077,507,1,0,0,92,"{""L0"": 507, ""L1"": 1, ""L4_FORCED_OVERLAP"": 92}",0.0283333333333333,0.1149999999999999
RUN_064,TRIAD_022,A08,A,Boundary-0.5-Clean,3000,0.0,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_065,TRIAD_022,A08,A,Boundary-0.5-Clean,3000,0.0,R1,1829910790,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_066,TRIAD_022,A08,A,Boundary-0.5-Clean,3000,0.0,R2,1829910790,3000,3000,2623.0,0.8743333333333333,0.7767249037607343,2623.0,0.1256666666666667,0.0995847048925523,226,30,118,3,2623,"{""L0"": 226, ""L1"": 30, ""L2"": 118, ""L3"": 3, ""L4_FORCED_OVERLAP"": 2623}",0.0126666666666666,0.048
RUN_067,TRIAD_023,A08,A,Boundary-0.5-Clean,3000,0.0,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_068,TRIAD_023,A08,A,Boundary-0.5-Clean,3000,0.0,R1,1385197443,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_069,TRIAD_023,A08,A,Boundary-0.5-Clean,3000,0.0,R2,1385197443,3000,3000,2633.0,0.8776666666666667,0.782001782001782,2633.0,0.1223333333333333,0.0995766343588396,220,28,113,6,2633,"{""L0"": 220, ""L1"": 28, ""L2"": 113, ""L3"": 6, ""L4_FORCED_OVERLAP"": 2633}",0.0133333333333333,0.0433333333333333
RUN_070,TRIAD_024,A08,A,Boundary-0.5-Clean,3000,0.0,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_071,TRIAD_024,A08,A,Boundary-0.5-Clean,3000,0.0,R1,1343723075,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_072,TRIAD_024,A08,A,Boundary-0.5-Clean,3000,0.0,R2,1343723075,3000,3000,2640.0,0.88,0.7857142857142857,2640.0,0.12,0.0994123750064425,214,31,112,3,2640,"{""L0"": 214, ""L1"": 31, ""L2"": 112, ""L3"": 3, ""L4_FORCED_OVERLAP"": 2640}",0.015,0.0446666666666666
RUN_073,TRIAD_025,A09,A,Persistent-0.5-Clean,600,0.0,T,1829910790,600,600,,,,,,,0,0,0,0,0,{},,
RUN_074,TRIAD_025,A09,A,Persistent-0.5-Clean,600,0.0,R1,1829910790,600,600,0.0,,,,,,0,0,0,0,0,{},,
RUN_075,TRIAD_025,A09,A,Persistent-0.5-Clean,600,0.0,R2,1829910790,600,600,559.0,0.9316666666666666,0.8720748829953198,559.0,0.0683333333333333,0.098552323569831,39,2,0,0,559,"{""L0"": 39, ""L1"": 2, ""L4_FORCED_OVERLAP"": 559}",0.0233333333333333,0.0016666666666667
RUN_076,TRIAD_026,A09,A,Persistent-0.5-Clean,600,0.0,T,1385197443,600,600,,,,,,,0,0,0,0,0,{},,
RUN_077,TRIAD_026,A09,A,Persistent-0.5-Clean,600,0.0,R1,1385197443,600,600,0.0,,,,,,0,0,0,0,0,{},,
RUN_078,TRIAD_026,A09,A,Persistent-0.5-Clean,600,0.0,R2,1385197443,600,600,566.0,0.9433333333333334,0.8927444794952681,566.0,0.0566666666666666,0.0986702918852031,30,4,0,0,566,"{""L0"": 30, ""L1"": 4, ""L4_FORCED_OVERLAP"": 566}",0.025,0.0116666666666666
RUN_079,TRIAD_027,A09,A,Persistent-0.5-Clean,600,0.0,T,1343723075,600,600,,,,,,,0,0,0,0,0,{},,
RUN_080,TRIAD_027,A09,A,Persistent-0.5-Clean,600,0.0,R1,1343723075,600,600,0.0,,,,,,0,0,0,0,0,{},,
RUN_081,TRIAD_027,A09,A,Persistent-0.5-Clean,600,0.0,R2,1343723075,600,600,562.0,0.9366666666666666,0.8808777429467085,562.0,0.0633333333333333,0.0994614116020075,36,2,0,0,562,"{""L0"": 36, ""L1"": 2, ""L4_FORCED_OVERLAP"": 562}",0.015,0.0066666666666666
RUN_082,TRIAD_028,A10,A,Persistent-0.5-Clean,3000,0.0,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_083,TRIAD_028,A10,A,Persistent-0.5-Clean,3000,0.0,R1,1829910790,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_084,TRIAD_028,A10,A,Persistent-0.5-Clean,3000,0.0,R2,1829910790,3000,3000,2907.0,0.969,0.9398642095053348,2907.0,0.031,0.0995837613183874,0,0,71,22,2907,"{""L2"": 71, ""L3"": 22, ""L4_FORCED_OVERLAP"": 2907}",0.0063333333333333,0.011
RUN_085,TRIAD_029,A10,A,Persistent-0.5-Clean,3000,0.0,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_086,TRIAD_029,A10,A,Persistent-0.5-Clean,3000,0.0,R1,1385197443,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_087,TRIAD_029,A10,A,Persistent-0.5-Clean,3000,0.0,R2,1385197443,3000,3000,2907.0,0.969,0.9398642095053348,2907.0,0.031,0.0996842080667216,0,0,79,14,2907,"{""L2"": 79, ""L3"": 14, ""L4_FORCED_OVERLAP"": 2907}",0.0046666666666666,0.0133333333333333
RUN_088,TRIAD_030,A10,A,Persistent-0.5-Clean,3000,0.0,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_089,TRIAD_030,A10,A,Persistent-0.5-Clean,3000,0.0,R1,1343723075,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_090,TRIAD_030,A10,A,Persistent-0.5-Clean,3000,0.0,R2,1343723075,3000,3000,2907.0,0.969,0.9398642095053348,2907.0,0.031,0.0997515355925795,0,1,74,18,2907,"{""L1"": 1, ""L2"": 74, ""L3"": 18, ""L4_FORCED_OVERLAP"": 2907}",0.0079999999999999,0.0126666666666667
RUN_091,TRIAD_031,A11,A,EndpointTrend,600,0.0,T,1829910790,600,600,,,,,,,0,0,0,0,0,{},,
RUN_092,TRIAD_031,A11,A,EndpointTrend,600,0.0,R1,1829910790,600,600,0.0,,,,,,0,0,0,0,0,{},,
RUN_093,TRIAD_031,A11,A,EndpointTrend,600,0.0,R2,1829910790,600,600,0.0,0.0,0.0,0.0,1.0,0.0351789854328535,598,0,2,0,0,"{""L0"": 598, ""L2"": 2}",0.0,0.1066666666666666
RUN_094,TRIAD_032,A11,A,EndpointTrend,600,0.0,T,1385197443,600,600,,,,,,,0,0,0,0,0,{},,
RUN_095,TRIAD_032,A11,A,EndpointTrend,600,0.0,R1,1385197443,600,600,0.0,,,,,,0,0,0,0,0,{},,
RUN_096,TRIAD_032,A11,A,EndpointTrend,600,0.0,R2,1385197443,600,600,0.0,0.0,0.0,0.0,1.0,0.0355623027745761,598,0,2,0,0,"{""L0"": 598, ""L2"": 2}",0.0,0.1066666666666666
RUN_097,TRIAD_033,A11,A,EndpointTrend,600,0.0,T,1343723075,600,600,,,,,,,0,0,0,0,0,{},,
RUN_098,TRIAD_033,A11,A,EndpointTrend,600,0.0,R1,1343723075,600,600,0.0,,,,,,0,0,0,0,0,{},,
RUN_099,TRIAD_033,A11,A,EndpointTrend,600,0.0,R2,1343723075,600,600,0.0,0.0,0.0,0.0,1.0,0.0379848250464244,598,0,2,0,0,"{""L0"": 598, ""L2"": 2}",0.0,0.105
RUN_100,TRIAD_034,A12,A,EndpointTrend,3000,0.0,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_101,TRIAD_034,A12,A,EndpointTrend,3000,0.0,R1,1829910790,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_102,TRIAD_034,A12,A,EndpointTrend,3000,0.0,R2,1829910790,3000,3000,0.0,0.0,0.0,0.0,1.0,0.0744909926379403,2894,55,51,0,0,"{""L0"": 2894, ""L1"": 55, ""L2"": 51}",0.0,0.2239999999999999
RUN_103,TRIAD_035,A12,A,EndpointTrend,3000,0.0,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_104,TRIAD_035,A12,A,EndpointTrend,3000,0.0,R1,1385197443,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_105,TRIAD_035,A12,A,EndpointTrend,3000,0.0,R2,1385197443,3000,3000,0.0,0.0,0.0,0.0,1.0,0.0786019572792917,2894,55,51,0,0,"{""L0"": 2894, ""L1"": 55, ""L2"": 51}",0.0,0.2213333333333333
RUN_106,TRIAD_036,A12,A,EndpointTrend,3000,0.0,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_107,TRIAD_036,A12,A,EndpointTrend,3000,0.0,R1,1343723075,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_108,TRIAD_036,A12,A,EndpointTrend,3000,0.0,R2,1343723075,3000,3000,0.0,0.0,0.0,0.0,1.0,0.0774202206293018,2894,55,51,0,0,"{""L0"": 2894, ""L1"": 55, ""L2"": 51}",0.0,0.2203333333333333
RUN_109,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_110,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,1829910790,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_111,TRIAD_037,A13,A,BottomGap-3000-stress-control,3000,0.0,R2,1829910790,3000,3000,0.0,0.0,0.0,0.0,1.0,0.0293967900258472,2795,115,83,7,0,"{""L0"": 2795, ""L1"": 115, ""L2"": 83, ""L3"": 7}",0.0,0.4253333333333333
RUN_112,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_113,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,1385197443,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_114,TRIAD_038,A13,A,BottomGap-3000-stress-control,3000,0.0,R2,1385197443,3000,3000,0.0,0.0,0.0,0.0,1.0,0.0303556101805538,2796,115,83,6,0,"{""L0"": 2796, ""L1"": 115, ""L2"": 83, ""L3"": 6}",0.0,0.4263333333333334
RUN_115,TRIAD_039,A13,A,BottomGap-3000-stress-control,3000,0.0,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_116,TRIAD_039,A13,A,BottomGap-3000-stress-control,3000,0.0,R1,1343723075,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_117,TRIAD_039,A13,A,BottomGap-3000-stress-control,3000,0.0,R2,1343723075,3000,3000,0.0,0.0,0.0,0.0,1.0,0.0302419371509939,2797,114,83,6,0,"{""L0"": 2797, ""L1"": 114, ""L2"": 83, ""L3"": 6}",0.0,0.4246666666666666
RUN_118,TRIAD_040,A14,A,FoldBalanced-Gap,3000,0.0,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_119,TRIAD_040,A14,A,FoldBalanced-Gap,3000,0.0,R1,1829910790,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_120,TRIAD_040,A14,A,FoldBalanced-Gap,3000,0.0,R2,1829910790,3000,3000,2751.0,0.917,0.8467220683287165,2751.0,0.0829999999999999,0.0998982859350279,242,7,0,0,2751,"{""L0"": 242, ""L1"": 7, ""L4_FORCED_OVERLAP"": 2751}",0.0096666666666666,0.02
RUN_121,TRIAD_041,A14,A,FoldBalanced-Gap,3000,0.0,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_122,TRIAD_041,A14,A,FoldBalanced-Gap,3000,0.0,R1,1385197443,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_123,TRIAD_041,A14,A,FoldBalanced-Gap,3000,0.0,R2,1385197443,3000,3000,2738.0,0.9126666666666666,0.8393623543838136,2738.0,0.0873333333333333,0.0998310553737545,257,4,0,1,2738,"{""L0"": 257, ""L1"": 4, ""L3"": 1, ""L4_FORCED_OVERLAP"": 2738}",0.0129999999999999,0.0216666666666666
RUN_124,TRIAD_042,A14,A,FoldBalanced-Gap,3000,0.0,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_125,TRIAD_042,A14,A,FoldBalanced-Gap,3000,0.0,R1,1343723075,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_126,TRIAD_042,A14,A,FoldBalanced-Gap,3000,0.0,R2,1343723075,3000,3000,2747.0,0.9156666666666666,0.8444512757454657,2747.0,0.0843333333333333,0.0998340672626575,246,6,0,1,2747,"{""L0"": 246, ""L1"": 6, ""L3"": 1, ""L4_FORCED_OVERLAP"": 2747}",0.0116666666666666,0.0186666666666666
RUN_127,TRIAD_043,A15,A,GroupDiverse-Gap,3000,0.0,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_128,TRIAD_043,A15,A,GroupDiverse-Gap,3000,0.0,R1,1829910790,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_129,TRIAD_043,A15,A,GroupDiverse-Gap,3000,0.0,R2,1829910790,3000,3000,2828.0,0.9426666666666668,0.8915510718789408,2828.0,0.0573333333333333,0.0998902967864334,172,0,0,0,2828,"{""L0"": 172, ""L4_FORCED_OVERLAP"": 2828}",0.008,0.005
RUN_130,TRIAD_044,A15,A,GroupDiverse-Gap,3000,0.0,T,1385197443,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_131,TRIAD_044,A15,A,GroupDiverse-Gap,3000,0.0,R1,1385197443,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_132,TRIAD_044,A15,A,GroupDiverse-Gap,3000,0.0,R2,1385197443,3000,3000,2828.0,0.9426666666666668,0.8915510718789408,2828.0,0.0573333333333333,0.0996058969926276,172,0,0,0,2828,"{""L0"": 172, ""L4_FORCED_OVERLAP"": 2828}",0.01,0.005
RUN_133,TRIAD_045,A15,A,GroupDiverse-Gap,3000,0.0,T,1343723075,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_134,TRIAD_045,A15,A,GroupDiverse-Gap,3000,0.0,R1,1343723075,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
RUN_135,TRIAD_045,A15,A,GroupDiverse-Gap,3000,0.0,R2,1343723075,3000,3000,2830.0,0.9433333333333334,0.8927444794952681,2830.0,0.0566666666666666,0.0996062140962914,170,0,0,0,2830,"{""L0"": 170, ""L4_FORCED_OVERLAP"": 2830}",0.0063333333333333,0.005
RUN_136,TRIAD_046,A16,A,GapResidual-Strict,3000,0.0,T,1829910790,3000,3000,,,,,,,0,0,0,0,0,{},,
RUN_137,TRIAD_046,A16,A,GapResidual-Strict,3000,0.0,R1,1829910790,3000,3000,0.0,,,,,,0,0,0,0,0,{},,
