run_slot,triad_id,condition_slot,arm,budget,training_seed,unique_group_count,largest_group_share,group_entropy,normalized_group_entropy,fold_counts_json,fold_total_variation_from_uniform,primary_class_counts_json,mean_p_defect_mean,mean_p_defect_std,correct_rate_mean,correct_rate_std,std_p_defect_mean,std_p_defect_std
RUN_020,TRIAD_007,A03,R1,6000,1829910790,1060,0.003,6.77591518633771,0.9727091098649516,"{""00"": 567, ""01"": 631, ""02"": 578, ""03"": 598, ""04"": 597, ""05"": 606, ""06"": 582, ""07"": 635, ""08"": 577, ""09"": 629}",0.0168333333333333,"{""Normal"": 6000}",0.0471470339428333,0.1113304034713851,0.9762691666666666,0.120936250628057,0.0329469339309666,0.044887232786711
RUN_021,TRIAD_007,A03,R2,6000,1829910790,1077,0.006,6.7695578876577045,0.9695819569619376,"{""00"": 535, ""01"": 541, ""02"": 502, ""03"": 749, ""04"": 630, ""05"": 618, ""06"": 617, ""07"": 576, ""08"": 644, ""09"": 588}",0.0429999999999999,"{""Normal"": 6000}",0.2578679465943999,0.1836642950832523,0.8166958333333334,0.2666690426651961,0.1627551940418833,0.0660539080669701
RUN_022,TRIAD_008,A03,T,6000,1385197443,1083,0.0061666666666666,6.772456232538538,0.9692258583752952,"{""00"": 518, ""01"": 535, ""02"": 491, ""03"": 773, ""04"": 642, ""05"": 614, ""06"": 596, ""07"": 574, ""08"": 649, ""09"": 608}",0.0476666666666666,"{""Normal"": 6000}",0.2706871829228833,0.1829866065543771,0.8025225,0.2692798101611345,0.1692667350734666,0.0643311515075815
RUN_023,TRIAD_008,A03,R1,6000,1385197443,1053,0.0035,6.771004488161323,0.9729295536612568,"{""00"": 577, ""01"": 600, ""02"": 603, ""03"": 590, ""04"": 567, ""05"": 611, ""06"": 576, ""07"": 628, ""08"": 602, ""09"": 646}",0.015,"{""Normal"": 6000}",0.0521787714937833,0.121233691843319,0.9706833333333332,0.1334063643742515,0.0343984031979333,0.0476531103549842
RUN_024,TRIAD_008,A03,R2,6000,1385197443,1080,0.0055,6.772222988119946,0.9695773855000712,"{""00"": 530, ""01"": 550, ""02"": 488, ""03"": 731, ""04"": 627, ""05"": 607, ""06"": 612, ""07"": 580, ""08"": 662, ""09"": 613}",0.042,"{""Normal"": 6000}",0.2574776956740333,0.1830997158316782,0.8175974999999999,0.266016977203367,0.1627564947053666,0.0660318501768757
RUN_025,TRIAD_009,A03,T,6000,1343723075,1083,0.0061666666666666,6.772456232538538,0.9692258583752952,"{""00"": 518, ""01"": 535, ""02"": 491, ""03"": 773, ""04"": 642, ""05"": 614, ""06"": 596, ""07"": 574, ""08"": 649, ""09"": 608}",0.0476666666666666,"{""Normal"": 6000}",0.2706871829228833,0.1829866065543771,0.8025225,0.2692798101611345,0.1692667350734666,0.0643311515075815
RUN_026,TRIAD_009,A03,R1,6000,1343723075,1057,0.0031666666666666,6.78430471615669,0.9743098680236296,"{""00"": 625, ""01"": 642, ""02"": 596, ""03"": 552, ""04"": 596, ""05"": 596, ""06"": 605, ""07"": 592, ""08"": 616, ""09"": 580}",0.0146666666666666,"{""Normal"": 6000}",0.0500838974847333,0.1177886967146636,0.9733333333333334,0.1268327529553081,0.0336226185711666,0.0450679148544542
RUN_027,TRIAD_009,A03,R2,6000,1343723075,1081,0.0055,6.775033223005119,0.9698512176644544,"{""00"": 532, ""01"": 551, ""02"": 502, ""03"": 732, ""04"": 633, ""05"": 610, ""06"": 605, ""07"": 573, ""08"": 638, ""09"": 624}",0.0403333333333333,"{""Normal"": 6000}",0.2568689550026167,0.1827200915989329,0.8179083333333333,0.2652990292680234,0.1627492247613333,0.0660993987128845
RUN_028,TRIAD_010,A04,T,3000,1829910790,957,0.0063333333333333,6.640168073541611,0.9674181637851368,"{""00"": 260, ""01"": 232, ""02"": 228, ""03"": 377, ""04"": 306, ""05"": 330, ""06"": 307, ""07"": 321, ""08"": 354, ""09"": 285}",0.0649999999999999,"{""Normal"": 3000}",0.3636403891221333,0.1664945140873603,0.669945,0.27015780322187,0.2179431337071666,0.0525386107538535
RUN_029,TRIAD_010,A04,R1,3000,1829910790,947,0.0043333333333333,6.664937877956245,0.9725152495654082,"{""00"": 303, ""01"": 317, ""02"": 341, ""03"": 294, ""04"": 286, ""05"": 277, ""06"": 292, ""07"": 294, ""08"": 296, ""09"": 300}",0.0203333333333333,"{""Normal"": 3000}",0.0549605795614999,0.1164846102069862,0.9744133333333336,0.1217405950736601,0.0380342123005666,0.0497589610832993
RUN_030,TRIAD_010,A04,R2,3000,1829910790,966,0.0066666666666666,6.657832090492517,0.9686706516949086,"{""00"": 261, ""01"": 232, ""02"": 252, ""03"": 370, ""04"": 310, ""05"": 324, ""06"": 302, ""07"": 313, ""08"": 353, ""09"": 283}",0.0573333333333333,"{""Normal"": 3000}",0.3538119757592,0.1689599044117281,0.6882950000000001,0.2737159135094876,0.2126824989916999,0.0533449364522403
RUN_031,TRIAD_011,A04,T,3000,1385197443,957,0.0063333333333333,6.640168073541611,0.9674181637851368,"{""00"": 260, ""01"": 232, ""02"": 228, ""03"": 377, ""04"": 306, ""05"": 330, ""06"": 307, ""07"": 321, ""08"": 354, ""09"": 285}",0.0649999999999999,"{""Normal"": 3000}",0.3636403891221333,0.1664945140873603,0.669945,0.27015780322187,0.2179431337071666,0.0525386107538535
RUN_032,TRIAD_011,A04,R1,3000,1385197443,935,0.0046666666666666,6.6603495061715545,0.9736575107930928,"{""00"": 293, ""01"": 319, ""02"": 282, ""03"": 300, ""04"": 321, ""05"": 289, ""06"": 297, ""07"": 329, ""08"": 297, ""09"": 273}",0.023,"{""Normal"": 3000}",0.0590541410115666,0.1268093123816969,0.9692183333333334,0.1351799319323035,0.0388321524279333,0.04927452225127
RUN_033,TRIAD_011,A04,R2,3000,1385197443,964,0.007,6.646226856734565,0.9672738393023016,"{""00"": 253, ""01"": 234, ""02"": 253, ""03"": 381, ""04"": 307, ""05"": 319, ""06"": 297, ""07"": 306, ""08"": 362, ""09"": 288}",0.0583333333333333,"{""Normal"": 3000}",0.3530601254431,0.1682494478553738,0.6899083333333335,0.2719081645161755,0.2126989003289,0.0531168625637128
RUN_034,TRIAD_012,A04,T,3000,1343723075,957,0.0063333333333333,6.640168073541611,0.9674181637851368,"{""00"": 260, ""01"": 232, ""02"": 228, ""03"": 377, ""04"": 306, ""05"": 330, ""06"": 307, ""07"": 321, ""08"": 354, ""09"": 285}",0.0649999999999999,"{""Normal"": 3000}",0.3636403891221333,0.1664945140873603,0.669945,0.27015780322187,0.2179431337071666,0.0525386107538535
RUN_035,TRIAD_012,A04,R1,3000,1343723075,950,0.0036666666666666,6.6667055015189,0.972324431535967,"{""00"": 281, ""01"": 312, ""02"": 309, ""03"": 327, ""04"": 326, ""05"": 304, ""06"": 260, ""07"": 299, ""08"": 290, ""09"": 292}",0.0259999999999999,"{""Normal"": 3000}",0.0588170130504666,0.1269957165721122,0.96919,0.138151826746277,0.0381582365518,0.0484125080126523
RUN_036,TRIAD_012,A04,R2,3000,1343723075,966,0.0066666666666666,6.656529209721581,0.968481091137011,"{""00"": 259, ""01"": 229, ""02"": 253, ""03"": 375, ""04"": 306, ""05"": 324, ""06"": 304, ""07"": 312, ""08"": 358, ""09"": 280}",0.0596666666666666,"{""Normal"": 3000}",0.3524910821441667,0.1671085225371059,0.6899050000000001,0.2713264933157099,0.2126997728468,0.0530492303388149
RUN_037,TRIAD_013,A05,T,600,1829910790,432,0.0133333333333333,5.942816670161109,0.9793012345201474,"{""00"": 57, ""01"": 55, ""02"": 69, ""03"": 65, ""04"": 59, ""05"": 84, ""06"": 43, ""07"": 49, ""08"": 75, ""09"": 44}",0.0883333333333333,"{""Normal"": 600}",0.7586327223643333,0.051047409458746,0.1063583333333333,0.0763251592239122,0.1729084079096666,0.0611344190862328
RUN_038,TRIAD_013,A05,R1,600,1829910790,430,0.0066666666666666,5.970225463776671,0.9845707356558584,"{""00"": 44, ""01"": 61, ""02"": 69, ""03"": 57, ""04"": 53, ""05"": 55, ""06"": 72, ""07"": 55, ""08"": 68, ""09"": 66}",0.06,"{""Normal"": 600}",0.0750995329735,0.139715085030476,0.9554833333333332,0.1512537042705254,0.0488987831206666,0.0660599576993687
RUN_039,TRIAD_013,A05,R2,600,1829910790,439,0.0133333333333333,5.962097663328834,0.9798830205352136,"{""00"": 58, ""01"": 56, ""02"": 73, ""03"": 67, ""04"": 58, ""05"": 81, ""06"": 42, ""07"": 50, ""08"": 71, ""09"": 44}",0.0866666666666666,"{""Normal"": 600}",0.7535184097344999,0.0529707008895357,0.1109666666666666,0.0785725708430676,0.1742027311311666,0.0610875459891864
RUN_040,TRIAD_014,A05,T,600,1385197443,432,0.0133333333333333,5.942816670161109,0.9793012345201474,"{""00"": 57, ""01"": 55, ""02"": 69, ""03"": 65, ""04"": 59, ""05"": 84, ""06"": 43, ""07"": 49, ""08"": 75, ""09"": 44}",0.0883333333333333,"{""Normal"": 600}",0.7586327223643333,0.051047409458746,0.1063583333333333,0.0763251592239122,0.1729084079096666,0.0611344190862328
RUN_041,TRIAD_014,A05,R1,600,1385197443,449,0.0066666666666666,6.014691115334784,0.9848810502097848,"{""00"": 59, ""01"": 59, ""02"": 58, ""03"": 69, ""04"": 58, ""05"": 55, ""06"": 70, ""07"": 57, ""08"": 54, ""09"": 61}",0.0333333333333333,"{""Normal"": 600}",0.065694598559,0.1256319869386416,0.9647333333333332,0.134258813077164,0.0462294313549999,0.0606919210039998
RUN_042,TRIAD_014,A05,R2,600,1385197443,429,0.0116666666666666,5.937696387888568,0.9795823788414656,"{""00"": 58, ""01"": 56, ""02"": 72, ""03"": 65, ""04"": 58, ""05"": 81, ""06"": 38, ""07"": 53, ""08"": 73, ""09"": 46}",0.085,"{""Normal"": 600}",0.7535342112163332,0.0536106617566916,0.1089833333333333,0.0785836055138446,0.1732661871051666,0.0614421980031009
RUN_043,TRIAD_015,A05,T,600,1343723075,432,0.0133333333333333,5.942816670161109,0.9793012345201474,"{""00"": 57, ""01"": 55, ""02"": 69, ""03"": 65, ""04"": 59, ""05"": 84, ""06"": 43, ""07"": 49, ""08"": 75, ""09"": 44}",0.0883333333333333,"{""Normal"": 600}",0.7586327223643333,0.051047409458746,0.1063583333333333,0.0763251592239122,0.1729084079096666,0.0611344190862328
RUN_044,TRIAD_015,A05,R1,600,1343723075,432,0.0066666666666666,5.972535954378536,0.9841985977299724,"{""00"": 54, ""01"": 65, ""02"": 61, ""03"": 60, ""04"": 50, ""05"": 57, ""06"": 73, ""07"": 53, ""08"": 77, ""09"": 50}",0.06,"{""Normal"": 600}",0.0665251061766666,0.120675689399092,0.9673583333333332,0.1239518586544344,0.0487544699718333,0.0628380751968743
RUN_045,TRIAD_015,A05,R2,600,1343723075,432,0.0133333333333333,5.94293203927618,0.9793202458952386,"{""00"": 57, ""01"": 53, ""02"": 70, ""03"": 69, ""04"": 58, ""05"": 85, ""06"": 41, ""07"": 54, ""08"": 70, ""09"": 43}",0.09,"{""Normal"": 600}",0.7536231663076667,0.0524644428251883,0.1097833333333333,0.078402506691786,0.1740464365768333,0.0612530046167981
RUN_046,TRIAD_016,A06,T,3000,1829910790,969,0.0093333333333333,6.633688796665599,0.9647227340836048,"{""00"": 312, ""01"": 289, ""02"": 333, ""03"": 310, ""04"": 346, ""05"": 305, ""06"": 275, ""07"": 276, ""08"": 293, ""09"": 261}",0.0353333333333333,"{""Normal"": 3000}",0.5870605669641666,0.1163319021851671,0.3351133333333333,0.2021362259027862,0.197753795811,0.0685819431964157
RUN_047,TRIAD_016,A06,R1,3000,1829910790,969,0.004,6.69083717206476,0.9730336963028798,"{""00"": 316, ""01"": 286, ""02"": 296, ""03"": 310, ""04"": 332, ""05"": 307, ""06"": 303, ""07"": 281, ""08"": 279, ""09"": 290}",0.0226666666666666,"{""Normal"": 3000}",0.0447494623559333,0.0752005474565679,0.98918,0.0488251396994075,0.0396935430071666,0.0508482711565261
RUN_048,TRIAD_016,A06,R2,3000,1829910790,974,0.0096666666666666,6.638778359082193,0.9647408164031832,"{""00"": 309, ""01"": 289, ""02"": 337, ""03"": 304, ""04"": 347, ""05"": 302, ""06"": 281, ""07"": 279, ""08"": 293, ""09"": 259}",0.0329999999999999,"{""Normal"": 3000}",0.5754348478093001,0.1169655234590325,0.3539866666666666,0.2084113876180687,0.1986763278169667,0.0682675197992432
RUN_049,TRIAD_017,A06,T,3000,1385197443,969,0.0093333333333333,6.633688796665599,0.9647227340836048,"{""00"": 312, ""01"": 289, ""02"": 333, ""03"": 310, ""04"": 346, ""05"": 305, ""06"": 275, ""07"": 276, ""08"": 293, ""09"": 261}",0.0353333333333333,"{""Normal"": 3000}",0.5870605669641666,0.1163319021851671,0.3351133333333333,0.2021362259027862,0.197753795811,0.0685819431964157
RUN_050,TRIAD_017,A06,R1,3000,1385197443,942,0.004,6.665868543363255,0.973402951091568,"{""00"": 298, ""01"": 302, ""02"": 321, ""03"": 308, ""04"": 297, ""05"": 301, ""06"": 296, ""07"": 304, ""08"": 284, ""09"": 289}",0.0119999999999999,"{""Normal"": 3000}",0.0446278904516666,0.0771069127554213,0.9887966666666668,0.0509697817883847,0.0385424720786666,0.0511666479297385
RUN_051,TRIAD_017,A06,R2,3000,1385197443,965,0.0093333333333333,6.629604964508171,0.9647091653044766,"{""00"": 309, ""01"": 293, ""02"": 335, ""03"": 309, ""04"": 349, ""05"": 298, ""06"": 275, ""07"": 282, ""08"": 289, ""09"": 261}",0.034,"{""Normal"": 3000}",0.5753924841163667,0.1174512451770499,0.3543249999999999,0.2091450518380326,0.1983431246332,0.0684157180888984
RUN_052,TRIAD_018,A06,T,3000,1343723075,969,0.0093333333333333,6.633688796665599,0.9647227340836048,"{""00"": 312, ""01"": 289, ""02"": 333, ""03"": 310, ""04"": 346, ""05"": 305, ""06"": 275, ""07"": 276, ""08"": 293, ""09"": 261}",0.0353333333333333,"{""Normal"": 3000}",0.5870605669641666,0.1163319021851671,0.3351133333333333,0.2021362259027862,0.197753795811,0.0685819431964157
RUN_053,TRIAD_018,A06,R1,3000,1343723075,948,0.0033333333333333,6.672518849507735,0.9734715132274726,"{""00"": 272, ""01"": 316, ""02"": 299, ""03"": 296, ""04"": 323, ""05"": 299, ""06"": 282, ""07"": 287, ""08"": 308, ""09"": 318}",0.0216666666666666,"{""Normal"": 3000}",0.0453312151847333,0.0769455642714613,0.9896166666666666,0.047140779114855,0.0390507651087,0.0508345073765834
RUN_054,TRIAD_018,A06,R2,3000,1343723075,968,0.0093333333333333,6.629359228019201,0.9642378822800188,"{""00"": 310, ""01"": 286, ""02"": 337, ""03"": 310, ""04"": 348, ""05"": 301, ""06"": 275, ""07"": 276, ""08"": 294, ""09"": 263}",0.0353333333333333,"{""Normal"": 3000}",0.5755765787279333,0.1167314228240145,0.353485,0.2084799265516946,0.1984253827120333,0.0683966738533807
RUN_055,TRIAD_019,A07,T,600,1829910790,422,0.0133333333333333,5.924421442635661,0.9800523134164392,"{""00"": 68, ""01"": 58, ""02"": 63, ""03"": 54, ""04"": 77, ""05"": 54, ""06"": 56, ""07"": 60, ""08"": 56, ""09"": 54}",0.0466666666666666,"{""Normal"": 600}",0.498909703859,0.0194397480843494,0.467975,0.1033635543845121,0.2135364791055,0.0709531689530222
RUN_056,TRIAD_019,A07,R1,600,1829910790,437,0.0083333333333333,5.983055787921931,0.9840660408486386,"{""00"": 62, ""01"": 57, ""02"": 57, ""03"": 70, ""04"": 46, ""05"": 63, ""06"": 58, ""07"": 52, ""08"": 71, ""09"": 64}",0.05,"{""Normal"": 600}",0.0626736453053333,0.133523904984454,0.9655166666666666,0.1472268082094954,0.0421888639021666,0.0574636121722086
RUN_057,TRIAD_019,A07,R2,600,1829910790,433,0.0083333333333333,5.959940366450567,0.9817489460892294,"{""00"": 75, ""01"": 58, ""02"": 62, ""03"": 51, ""04"": 78, ""05"": 53, ""06"": 52, ""07"": 60, ""08"": 60, ""09"": 51}",0.0583333333333333,"{""Normal"": 600}",0.5031023112791666,0.0559797868594078,0.4645916666666667,0.1143472413188102,0.219315330347,0.0655834806245146
RUN_058,TRIAD_020,A07,T,600,1385197443,422,0.0133333333333333,5.924421442635661,0.9800523134164392,"{""00"": 68, ""01"": 58, ""02"": 63, ""03"": 54, ""04"": 77, ""05"": 54, ""06"": 56, ""07"": 60, ""08"": 56, ""09"": 54}",0.0466666666666666,"{""Normal"": 600}",0.498909703859,0.0194397480843494,0.467975,0.1033635543845121,0.2135364791055,0.0709531689530222
RUN_059,TRIAD_020,A07,R1,600,1385197443,436,0.0066666666666666,5.983827827382174,0.9845640114685058,"{""00"": 65, ""01"": 53, ""02"": 56, ""03"": 71, ""04"": 62, ""05"": 44, ""06"": 58, ""07"": 59, ""08"": 60, ""09"": 72}",0.05,"{""Normal"": 600}",0.0571196946623333,0.1162507146552054,0.9714333333333334,0.1227753187285168,0.0421622182774999,0.055846368453576
RUN_060,TRIAD_020,A07,R2,600,1385197443,432,0.0083333333333333,5.956727953833537,0.9815936386157628,"{""00"": 73, ""01"": 58, ""02"": 62, ""03"": 53, ""04"": 85, ""05"": 48, ""06"": 53, ""07"": 60, ""08"": 54, ""09"": 54}",0.0666666666666666,"{""Normal"": 600}",0.5029315455811667,0.054103854078548,0.4670666666666667,0.1131973743315433,0.2196598379981666,0.0640446762836751
RUN_061,TRIAD_021,A07,T,600,1343723075,422,0.0133333333333333,5.924421442635661,0.9800523134164392,"{""00"": 68, ""01"": 58, ""02"": 63, ""03"": 54, ""04"": 77, ""05"": 54, ""06"": 56, ""07"": 60, ""08"": 56, ""09"": 54}",0.0466666666666666,"{""Normal"": 600}",0.498909703859,0.0194397480843494,0.467975,0.1033635543845121,0.2135364791055,0.0709531689530222
RUN_062,TRIAD_021,A07,R1,600,1343723075,448,0.0066666666666666,6.016174695808305,0.9854837775444816,"{""00"": 55, ""01"": 52, ""02"": 61, ""03"": 53, ""04"": 61, ""05"": 59, ""06"": 75, ""07"": 58, ""08"": 64, ""09"": 62}",0.0383333333333333,"{""Normal"": 600}",0.074078502633,0.1413422796591446,0.9591166666666668,0.1532086367960008,0.0487862172598333,0.0624953799865085
RUN_063,TRIAD_021,A07,R2,600,1343723075,424,0.01,5.934946089062063,0.9810260456895628,"{""00"": 72, ""01"": 60, ""02"": 63, ""03"": 55, ""04"": 87, ""05"": 48, ""06"": 55, ""07"": 54, ""08"": 53, ""09"": 53}",0.07,"{""Normal"": 600}",0.5029042944911667,0.0539115465887848,0.4647166666666667,0.1117985676215139,0.2196215707346667,0.0643772517422325
RUN_064,TRIAD_022,A08,T,3000,1829910790,972,0.0096666666666666,6.623277471220229,0.9627758266153098,"{""00"": 301, ""01"": 300, ""02"": 350, ""03"": 303, ""04"": 341, ""05"": 289, ""06"": 281, ""07"": 278, ""08"": 283, ""09"": 274}",0.0316666666666666,"{""Normal"": 3000}",0.4830453576447334,0.0941333516195947,0.5071016666666667,0.2094775437381189,0.2039516917824,0.0669214603253086
RUN_065,TRIAD_022,A08,R1,3000,1829910790,940,0.0046666666666666,6.648090356262392,0.9711082399040738,"{""00"": 295, ""01"": 292, ""02"": 325, ""03"": 305, ""04"": 290, ""05"": 281, ""06"": 335, ""07"": 299, ""08"": 297, ""09"": 281}",0.0216666666666666,"{""Normal"": 3000}",0.0541133593873,0.1188332195656123,0.97646,0.1237895461391362,0.0394096008987333,0.0514015623903626
