run_slot,triad_id,phase,condition_slot,condition_id,method,budget,guard_ratio,arm,training_seed,selection_seed,discovery_or_confirmation,attempt_dir,attempt_id,package,machine_id,input_snapshot_id,release_ref,release_commit,selection_sha256,resume_count,resume_mode,TN_at_FN95,actual_FN_at_FN95,threshold_at_FN95,tie_group_at_FN95,FN_at_TN68253,actual_TN_at_TN68253,threshold_at_TN68253,tie_group_at_TN68253,normal_q68,normal_q90,defect_q50,defect_q05,gap_q68_q050,tail_gap_q90_q05,prediction_rows,normal_count,defect_count,metric_version
RUN_018,TRIAD_006,A,A02,A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,R2,1343723075,1774735714,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P26_upload\runs\RUN_018\attempt_20260713T191559_R2_c42008e710,attempt_20260713T191559_R2_c42008e710,P26,machine_06,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,9F1A04D1958F7BB8852284FAFA573DBC767528B120F0DC315F250F0CE7B7E1D4,0,native_approximate,67827,95,0.0303016262274083,1,97,68253,0.0310450312068961,1,0.0305927739610789,0.210005563891775,0.9911468998789048,0.4829497788952436,0.960554125917826,0.2729442150034685,120000,100000,20000,operational_v2_tie_safe
RUN_019,TRIAD_007,A,A03,A03_GapCritical-Strict_B6000,GapCritical-Strict,6000,0.0,T,1829910790,2002562898,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P13_upload\runs\RUN_019\attempt_20260712T130910_T_48c2db5463,attempt_20260712T130910_T_48c2db5463,P13,machine_07,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,80ECBB8653285AA087624337F8E995ACD0FB3EA05F2D483C809D638D275E7EE2,0,native_approximate,64554,95,0.0265528855924078,1,123,68253,0.0325344978430506,1,0.0320344958205726,0.2184776392553293,0.9903009641675136,0.487803138871606,0.9582664683469412,0.2693254996162766,120000,100000,20000,operational_v2_tie_safe
RUN_020,TRIAD_007,A,A03,A03_GapCritical-Strict_B6000,GapCritical-Strict,6000,0.0,R1,1829910790,590395092,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P13_upload\runs\RUN_020\attempt_20260713T033545_R1_867a2b4ce4,attempt_20260713T033545_R1_867a2b4ce4,P13,machine_07,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,F9AD4E858F1188D8BE225492808BBF38F5751A007655395F8DE79D0E9099344B,0,native_approximate,66878,95,0.0272004738054921,1,105,68253,0.0298464252143668,1,0.0293033389327627,0.2270522532929683,0.989459790412309,0.5009565451032817,0.9601564514795464,0.2739042918103134,120000,100000,20000,operational_v2_tie_safe
RUN_021,TRIAD_007,A,A03,A03_GapCritical-Strict_B6000,GapCritical-Strict,6000,0.0,R2,1829910790,1003637770,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P13_upload\runs\RUN_021\attempt_20260713T180345_R2_8ef896f9d1,attempt_20260713T180345_R2_8ef896f9d1,P13,machine_07,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,28475ADB283E910B2BE9A06AFC3EA6C8FB6D7D7CA14A178C5AA005A995EC1371,0,native_approximate,64234,95,0.0254931910231545,1,115,68253,0.0317312085383251,1,0.0313002705602211,0.2113945863000135,0.9906820607631136,0.4772506014713852,0.9593817902028924,0.2658560151713717,120000,100000,20000,operational_v2_tie_safe
RUN_022,TRIAD_008,A,A03,A03_GapCritical-Strict_B6000,GapCritical-Strict,6000,0.0,T,1385197443,201779297,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P64_upload\runs\RUN_022\attempt_20260712T131812_T_37040d5411,attempt_20260712T131812_T_37040d5411,P64,machine_08,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,46FA679F169FA03A568E13CB93E4C0EE6FAC9BEF39F05C677914D960BC7A579A,0,native_approximate,63561,95,0.0247922423703438,1,125,68253,0.032227400052739,1,0.031768996566235,0.2162015644103029,0.9906455831806984,0.489466957282295,0.9588765866144636,0.2732653928719921,120000,100000,20000,operational_v2_tie_safe
RUN_023,TRIAD_008,A,A03,A03_GapCritical-Strict_B6000,GapCritical-Strict,6000,0.0,R1,1385197443,1733888523,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P64_upload\runs\RUN_023\attempt_20260713T035529_R1_ed3783be4b,attempt_20260713T035529_R1_ed3783be4b,P64,machine_08,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,47EF5A25DABF9778C592BFE69B5CE001892297A4183B2A8B2FABC8D2971BA56E,0,native_approximate,66730,95,0.0284582322643072,1,103,68253,0.0314757626770946,1,0.030918779378827,0.2283495051938557,0.9890701890790818,0.494716015546442,0.9581514097002548,0.2663665103525863,120000,100000,20000,operational_v2_tie_safe
RUN_024,TRIAD_008,A,A03,A03_GapCritical-Strict_B6000,GapCritical-Strict,6000,0.0,R2,1385197443,487722083,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P64_upload\runs\RUN_024\attempt_20260713T183356_R2_2473b1cb11,attempt_20260713T183356_R2_2473b1cb11,P64,machine_08,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,1C504BAFC45D97E244F5C1BD89271191BF6FBA2C4EBA027B5F7CCF6351C4CB90,0,native_approximate,64714,95,0.0256073716027498,1,121,68253,0.0312008519892834,1,0.0307753310029399,0.2126682578958255,0.9916052426650682,0.5037415135466841,0.9608299116621284,0.2910732556508585,120000,100000,20000,operational_v2_tie_safe
RUN_025,TRIAD_009,A,A03,A03_GapCritical-Strict_B6000,GapCritical-Strict,6000,0.0,T,1343723075,1424869338,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P34_upload\runs\RUN_025\attempt_20260712T132653_T_95feee9d18,attempt_20260712T132653_T_95feee9d18,P34,machine_09,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,E4703F6B327D066631E6E3107DD60413167F7AFA2A8ED60F0627B9A13FA09EA9,0,native_approximate,65718,95,0.0258944265676134,1,108,68253,0.0300617478922566,1,0.0295540811329137,0.2103157004418378,0.9902667195695272,0.49488267764014,0.9607126384366136,0.2845669771983021,120000,100000,20000,operational_v2_tie_safe
RUN_026,TRIAD_009,A,A03,A03_GapCritical-Strict_B6000,GapCritical-Strict,6000,0.0,R1,1343723075,369244063,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P34_upload\runs\RUN_026\attempt_20260713T044658_R1_225c1a06ea,attempt_20260713T044658_R1_225c1a06ea,P34,machine_09,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,B30FAA2E7C15EE0DD6EFFBE5463A4017EB67E31FFA6A2B3506D69376DB14247B,0,native_approximate,63253,95,0.0232810267384726,1,120,68253,0.0309575559879068,1,0.0304647970484022,0.2234285669642899,0.9910187923169412,0.4968755737610382,0.960553995268539,0.2734470067967482,120000,100000,20000,operational_v2_tie_safe
RUN_027,TRIAD_009,A,A03,A03_GapCritical-Strict_B6000,GapCritical-Strict,6000,0.0,R2,1343723075,1689982801,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P34_upload\runs\RUN_027\attempt_20260713T200449_R2_3cb3daeaa1,attempt_20260713T200449_R2_3cb3daeaa1,P34,machine_09,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,D888DE37D055CC398209588038C84B54D540E4AA304A36D46DEF61400BC9EBC3,0,native_approximate,67894,95,0.0314634580564392,1,100,68253,0.0322113340303047,1,0.0316905776918287,0.22591673496589,0.9908320719767836,0.5033714020577178,0.9591414942849548,0.2774546670918277,120000,100000,20000,operational_v2_tie_safe
RUN_028,TRIAD_010,A,A04,A04_GapCritical-Global_B3000,GapCritical-Global,3000,0.0,T,1829910790,26275082,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P56_upload\runs\RUN_028\attempt_20260712T133531_T_14a57870bc,attempt_20260712T133531_T_14a57870bc,P56,machine_10,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,C944BCE63FA3B61554B8C0226B2DFA47CE4BF0131F33D2ABE9BEF63265DA288D,0,native_approximate,64081,95,0.0246645766300197,1,119,68253,0.0312747974452338,1,0.0308235174663811,0.2194125134741149,0.9904137099588513,0.493733524448749,0.95959019249247,0.274321010974634,120000,100000,20000,operational_v2_tie_safe
RUN_029,TRIAD_010,A,A04,A04_GapCritical-Global_B3000,GapCritical-Global,3000,0.0,R1,1829910790,1613901897,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P56_upload\runs\RUN_029\attempt_20260713T042228_R1_f382678599,attempt_20260713T042228_R1_f382678599,P56,machine_10,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,0B3E246F8399ABF5C0B4205232F81287EA28601BD8370F4A89336DBAC00FFF86,0,native_approximate,65225,95,0.0253616100345781,1,111,68253,0.0305532350367902,1,0.0301211559446581,0.2263024737092935,0.9906202737577996,0.4965200189122425,0.9604991178131416,0.270217545202949,120000,100000,20000,operational_v2_tie_safe
RUN_030,TRIAD_010,A,A04,A04_GapCritical-Global_B3000,GapCritical-Global,3000,0.0,R2,1829910790,2028548297,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P56_upload\runs\RUN_030\attempt_20260713T185733_R2_6728003182,attempt_20260713T185733_R2_6728003182,P56,machine_10,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,0B5AD39B2CA3E0D1BA8662FCED6C8027001EFD18EE5F8C0A5F2955C59E4ED986,0,native_approximate,65710,95,0.02681113811088,1,116,68253,0.0313659614249631,1,0.0308297984849118,0.2244123207930652,0.9900560293091,0.4985243400540385,0.9592262308241882,0.2741120192609733,120000,100000,20000,operational_v2_tie_safe
RUN_031,TRIAD_011,A,A04,A04_GapCritical-Global_B3000,GapCritical-Global,3000,0.0,T,1385197443,2116633375,discovery,C:\baidunetdiskdownload\stage1_gapvalue240_all_uploads_extracted\stage1_gapvalue240_P35_upload\runs\RUN_031\attempt_20260714T063321_T_f56b616bfb,attempt_20260714T063321_T_f56b616bfb,P35,machine_01,9C51D6B23600CBED36CFFA2537C7DC9C02A093536976ECA80D4968F18691E598,stage1-gapvalue240-runtime-v1.2.0,73662c8d4fdcc1dc682308b65c7f021de645f41e,E2315A760860C220BC431056718EC8D2953797296069CA8515015D3A7B8490E3,0,native_approximate,66917,95,0.0288452364625743,1,106,68253,0.0313416447453353,1,0.0308711908157631,0.2261911862016977,0.990282812839586,0.4945042780730888,0.9594116220238228,0.268313091871391,120000,100000,20000,operational_v2_tie_safe
