row_id,img_id,split,gt_label,gt_index,img_rel_path,img_path,pred_label,pred_index,correct,top5_correct,top1_prob,top2_label,top2_prob,top3_label,top3_prob,margin,entropy,entropy_norm,p_normal,p_abnormal,abnormal_conf,width,height,aspect_ratio,embedding_index,top5_labels_json,top5_probs_json,probs_json
641,00326802,val,Normal,1,val/Normal/00326802.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\val\Normal\00326802.png,Abnormal,0,0,1,0.9999799728393555,Normal,2.001864049816504e-05,Normal,2.001864049816504e-05,0.9999599541988573,0.00023660556266290122,0.0003413496719005105,2.001864049816504e-05,0.9999799813595018,0.9999799813595018,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9999799728393555, 2.001864049816504e-05]","{""Abnormal"": 0.9999799728393555, ""Normal"": 2.001864049816504e-05}"
715,00508667,val,Normal,1,val/Normal/00508667.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\val\Normal\00508667.png,Abnormal,0,0,1,0.9999352693557739,Normal,6.473199755419046e-05,Normal,6.473199755419046e-05,0.9998705373582197,0.0006890851674381301,0.0009941397538131313,6.473199755419046e-05,0.9999352680024458,0.9999352680024458,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9999352693557739, 6.473199755419046e-05]","{""Abnormal"": 0.9999352693557739, ""Normal"": 6.473199755419046e-05}"
646,00335759,val,Normal,1,val/Normal/00335759.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\val\Normal\00335759.png,Abnormal,0,0,1,0.999854564666748,Normal,0.00014545423618983477,Normal,0.00014545423618983477,0.9997091104305582,0.0014306073406458839,0.0020639301158091646,0.00014545423618983477,0.9998545457638102,0.9998545457638102,480,576,0.833333,,"[""Abnormal"", ""Normal""]","[0.999854564666748, 0.00014545423618983477]","{""Abnormal"": 0.999854564666748, ""Normal"": 0.00014545423618983477}"
692,00457432,val,Normal,1,val/Normal/00457432.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\val\Normal\00457432.png,Abnormal,0,0,1,0.999840497970581,Normal,0.0001594765781192109,Normal,0.0001594765781192109,0.9996810213924618,0.0015538908684220934,0.002241790649955199,0.0001594765781192109,0.9998405234218808,0.9998405234218808,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.999840497970581, 0.0001594765781192109]","{""Abnormal"": 0.999840497970581, ""Normal"": 0.0001594765781192109}"
615,00155501,val,Normal,1,val/Normal/00155501.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\val\Normal\00155501.png,Abnormal,0,0,1,0.99949049949646,Normal,0.0005094589432701468,Normal,0.0005094589432701468,0.9989810405531898,0.004372170565096717,0.00630770879218573,0.0005094589432701468,0.9994905410567299,0.9994905410567299,720,576,1.25,,"[""Abnormal"", ""Normal""]","[0.99949049949646, 0.0005094589432701468]","{""Abnormal"": 0.99949049949646, ""Normal"": 0.0005094589432701468}"
687,00439924,val,Normal,1,val/Normal/00439924.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\val\Normal\00439924.png,Abnormal,0,0,1,0.9988541603088379,Normal,0.0011458642547950149,Normal,0.0011458642547950149,0.9977082960540429,0.00890451290667357,0.012846496611989729,0.0011458642547950149,0.998854135745205,0.998854135745205,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9988541603088379, 0.0011458642547950149]","{""Abnormal"": 0.9988541603088379, ""Normal"": 0.0011458642547950149}"
616,00161450,val,Normal,1,val/Normal/00161450.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\val\Normal\00161450.png,Abnormal,0,0,1,0.9988133907318115,Normal,0.0011866801651194692,Normal,0.0011866801651194692,0.997626710566692,0.009180089404395065,0.013244069458638078,0.0011866801651194692,0.9988133198348805,0.9988133198348805,720,576,1.25,,"[""Abnormal"", ""Normal""]","[0.9988133907318115, 0.0011866801651194692]","{""Abnormal"": 0.9988133907318115, ""Normal"": 0.0011866801651194692}"
605,00020484,val,Normal,1,val/Normal/00020484.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\val\Normal\00020484.png,Abnormal,0,0,1,0.9987488985061646,Normal,0.0012511297827586532,Normal,0.0012511297827586532,0.9974977687234059,0.009612505065269639,0.01386791338818455,0.0012511297827586532,0.9987488702172413,0.9987488702172413,720,576,1.25,,"[""Abnormal"", ""Normal""]","[0.9987488985061646, 0.0012511297827586532]","{""Abnormal"": 0.9987488985061646, ""Normal"": 0.0012511297827586532}"
684,00430291,val,Normal,1,val/Normal/00430291.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\val\Normal\00430291.png,Abnormal,0,0,1,0.9984678626060486,Normal,0.0015321392565965652,Normal,0.0015321392565965652,0.996935723349452,0.011460895966012165,0.016534577774310076,0.0015321392565965652,0.9984678607434034,0.9984678607434034,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9984678626060486, 0.0015321392565965652]","{""Abnormal"": 0.9984678626060486, ""Normal"": 0.0015321392565965652}"
675,00404389,val,Normal,1,val/Normal/00404389.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\val\Normal\00404389.png,Abnormal,0,0,1,0.9982549548149109,Normal,0.0017450515879318118,Normal,0.0017450515879318118,0.9965099032269791,0.012826294015807782,0.018504430769589676,0.0017450515879318118,0.9982549484120682,0.9982549484120682,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9982549548149109, 0.0017450515879318118]","{""Abnormal"": 0.9982549548149109, ""Normal"": 0.0017450515879318118}"
