group,class_name,img_rel_path,score
correct_high_conf,Abnormal,val/Abnormal/00003967.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00004218.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00007851.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00010716.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00012201.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00012928.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00025417.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00028598.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00029520.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00032651.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00033227.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00040135.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00130462.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00130467.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00138122.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00138278.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00138573.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00138973.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00141641.png,1.0
correct_high_conf,Abnormal,val/Abnormal/00142585.png,1.0
correct_low_conf,Abnormal,val/Abnormal/00147722.png,0.5132876634597778
correct_low_conf,Abnormal,val/Abnormal/00329704.png,0.5218468308448792
correct_low_conf,Abnormal,val/Abnormal/00034454.png,0.5473374724388123
correct_low_conf,Abnormal,val/Abnormal/00163786.png,0.562588095664978
correct_low_conf,Abnormal,val/Abnormal/00322870.png,0.5681096315383911
correct_low_conf,Abnormal,val/Abnormal/00309016.png,0.5775689482688904
correct_low_conf,Abnormal,val/Abnormal/00464617.png,0.5854363441467285
correct_low_conf,Abnormal,val/Abnormal/00446441.png,0.5982445478439331
correct_low_conf,Abnormal,val/Abnormal/00467507.png,0.5987740159034729
correct_low_conf,Abnormal,val/Abnormal/00286595.png,0.6057634949684143
correct_low_conf,Abnormal,val/Abnormal/00424488.png,0.6287426948547363
correct_low_conf,Abnormal,val/Abnormal/00017520.png,0.6306559443473816
correct_low_conf,Abnormal,val/Abnormal/00281869.png,0.6320121884346008
correct_low_conf,Abnormal,val/Abnormal/00328810.png,0.6623486876487732
correct_low_conf,Abnormal,val/Abnormal/00409812.png,0.6665297746658325
correct_low_conf,Abnormal,val/Abnormal/00000077.png,0.6847952604293823
correct_low_conf,Abnormal,val/Abnormal/00000876.png,0.6897072196006775
correct_low_conf,Abnormal,val/Abnormal/00016784.png,0.70264732837677
correct_low_conf,Abnormal,val/Abnormal/00354515.png,0.7681256532669067
correct_low_conf,Abnormal,val/Abnormal/00141003.png,0.798103392124176
correct_high_conf,Normal,val/Normal/00373727.png,0.9999386072158813
correct_high_conf,Normal,val/Normal/00446800.png,0.9997966885566711
correct_high_conf,Normal,val/Normal/00334871.png,0.9996742010116577
correct_high_conf,Normal,val/Normal/00460021.png,0.9995912909507751
correct_high_conf,Normal,val/Normal/00404839.png,0.9992910623550415
correct_high_conf,Normal,val/Normal/00365160.png,0.9984923601150513
correct_high_conf,Normal,val/Normal/00478757.png,0.9984891414642334
correct_high_conf,Normal,val/Normal/00367323.png,0.9982576966285706
correct_high_conf,Normal,val/Normal/00038550.png,0.9980382323265076
correct_high_conf,Normal,val/Normal/00323239.png,0.9977670907974243
correct_high_conf,Normal,val/Normal/00413042.png,0.9974641799926758
correct_high_conf,Normal,val/Normal/00470969.png,0.9972025156021118
correct_high_conf,Normal,val/Normal/00282238.png,0.9971627593040466
correct_high_conf,Normal,val/Normal/00484102.png,0.9967002272605896
correct_high_conf,Normal,val/Normal/00036133.png,0.9966413974761963
correct_high_conf,Normal,val/Normal/00512917.png,0.9966247081756592
correct_high_conf,Normal,val/Normal/00267471.png,0.9963802695274353
correct_high_conf,Normal,val/Normal/00269978.png,0.9956076741218567
correct_high_conf,Normal,val/Normal/00322100.png,0.9945759773254395
correct_high_conf,Normal,val/Normal/00411896.png,0.9939853549003601
correct_low_conf,Normal,val/Normal/00489534.png,0.5520405769348145
correct_low_conf,Normal,val/Normal/00429268.png,0.5642086863517761
correct_low_conf,Normal,val/Normal/00333732.png,0.5682383179664612
correct_low_conf,Normal,val/Normal/00479035.png,0.5883863568305969
correct_low_conf,Normal,val/Normal/00507781.png,0.6027227640151978
correct_low_conf,Normal,val/Normal/00272737.png,0.6349535584449768
correct_low_conf,Normal,val/Normal/00436564.png,0.6440426707267761
correct_low_conf,Normal,val/Normal/00392218.png,0.6707168817520142
correct_low_conf,Normal,val/Normal/00390345.png,0.6714265942573547
correct_low_conf,Normal,val/Normal/00326583.png,0.6719093918800354
correct_low_conf,Normal,val/Normal/00270302.png,0.6992076635360718
correct_low_conf,Normal,val/Normal/00480857.png,0.7025778293609619
correct_low_conf,Normal,val/Normal/00326802.png,0.7362333536148071
correct_low_conf,Normal,val/Normal/00389803.png,0.7425044775009155
correct_low_conf,Normal,val/Normal/00360613.png,0.744094967842102
correct_low_conf,Normal,val/Normal/00518662.png,0.7489161491394043
correct_low_conf,Normal,val/Normal/00320522.png,0.7841594219207764
correct_low_conf,Normal,val/Normal/00409364.png,0.7994455695152283
correct_low_conf,Normal,val/Normal/00358043.png,0.8189676403999329
correct_low_conf,Normal,val/Normal/00324358.png,0.8330200910568237
wrong_high_conf,Abnormal,val/Abnormal/00004815.png,0.9996432065963745
wrong_high_conf,Abnormal,val/Abnormal/00381217.png,0.9940051436424255
wrong_high_conf,Abnormal,val/Abnormal/00320226.png,0.9879302978515625
wrong_high_conf,Abnormal,val/Abnormal/00388524.png,0.9339663982391357
wrong_high_conf,Abnormal,val/Abnormal/00169399.png,0.9189724922180176
wrong_high_conf,Abnormal,val/Abnormal/00397175.png,0.9115267992019653
wrong_high_conf,Abnormal,val/Abnormal/00142551.png,0.8373729586601257
wrong_high_conf,Abnormal,val/Abnormal/00143886.png,0.8164219260215759
wrong_high_conf,Abnormal,val/Abnormal/00499579.png,0.7977688312530518
wrong_high_conf,Abnormal,val/Abnormal/00321928.png,0.7148016691207886
wrong_high_conf,Abnormal,val/Abnormal/00040558.png,0.7060340046882629
wrong_high_conf,Abnormal,val/Abnormal/00477482.png,0.6815233826637268
wrong_high_conf,Abnormal,val/Abnormal/00406068.png,0.569258987903595
wrong_high_conf,Abnormal,val/Abnormal/00403711.png,0.5362851619720459
wrong_high_conf,Normal,val/Normal/00404389.png,0.9999996423721313
wrong_high_conf,Normal,val/Normal/00508667.png,0.9999969005584717
wrong_high_conf,Normal,val/Normal/00464860.png,0.9999929666519165
wrong_high_conf,Normal,val/Normal/00430291.png,0.9997695088386536
wrong_high_conf,Normal,val/Normal/00155501.png,0.999483585357666
wrong_high_conf,Normal,val/Normal/00161450.png,0.9994381070137024
