run_slot,triad_id,condition_id,arm,training_seed,selection_seed,rank,sample_id,y_true,oof_fold,dynamic_bucket,mean_p_defect,correct_rate,std_p_defect,replay_role,source_method
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,1,Det/images/normal_train/00281936.png,0,09,easy_clean,0.0013377074,1.0,0.0033773242,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,2,Det/images/normal_train/00972277.png,0,03,easy_clean,0.0031523047,1.0,0.0131434609,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,3,Det/images/normal_train/00980136.png,0,01,easy_clean,0.0749857269,1.0,0.0849213045,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,4,Det/images/normal_train/00351102.png,0,03,learnable_hard,0.0696461993,0.995,0.0800452436,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,5,Det/images/normal_train/00292155.png,0,00,learnable_hard,0.0508958179,0.98,0.1005399282,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,6,Det/images/normal_train/01231073.png,0,09,easy_clean,0.0037364782,1.0,0.0068080739,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,7,Det/images/normal_train/00778341.png,0,02,easy_clean,0.0034740981,1.0,0.0050312978,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,8,Det/images/normal_train/00576407.png,0,04,easy_clean,0.0014077736,1.0,0.0056361888,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,9,Det/images/normal_train/00616045.png,0,00,easy_clean,0.0016622937,1.0,0.0034982111,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,10,Det/images/normal_train/00798252.png,0,03,easy_clean,0.0088113894,1.0,0.0219587903,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,11,Det/images/normal_train/00253584.png,0,09,easy_clean,0.0015447683,1.0,0.0022003708,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,12,Det/images/normal_train/01031551.png,0,09,easy_clean,0.0108594092,1.0,0.0189038995,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,13,Det/images/normal_train/00968416.png,0,09,easy_clean,0.0021064638,1.0,0.0094083142,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,14,Det/images/normal_train/00523526.png,0,00,easy_clean,0.0006013739,1.0,0.0009079729,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,15,Det/images/normal_train/00935100.png,0,09,easy_clean,0.0084299431,1.0,0.0150444738,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,16,Det/images/normal_train/00735251.png,0,07,learnable_hard,0.2737158672,0.89,0.192599522,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,17,Det/images/normal_train/01206122.png,0,05,easy_clean,0.0145599602,1.0,0.023052698,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,18,Det/images/normal_train/00457523.png,0,09,unstable_boundary,0.5093407816,0.325,0.1021412347,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,19,Det/images/normal_train/01281564.png,0,05,easy_clean,0.0361734619,1.0,0.0526586992,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,20,Det/images/normal_train/00895945.png,0,09,learnable_hard,0.0382964951,0.995,0.0701763237,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,21,Det/images/normal_train/00232050.png,0,00,easy_clean,0.0022938132,1.0,0.0032974475,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,22,Det/images/normal_train/00796102.png,0,04,easy_clean,0.00457164,1.0,0.0055950385,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,23,Det/images/normal_train/00893498.png,0,02,learnable_hard,0.0611960474,0.995,0.0783560895,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,24,Det/images/normal_train/00779691.png,0,08,easy_clean,0.0024797955,1.0,0.0052684212,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,25,Det/images/normal_train/01115284.png,0,00,easy_clean,0.0016647564,1.0,0.0021048009,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,26,Det/images/normal_train/00578012.png,0,03,easy_clean,0.0011753068,1.0,0.0020928065,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,27,Det/images/normal_train/01121189.png,0,02,easy_clean,0.0055045684,1.0,0.0074136452,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,28,Det/images/normal_train/01090513.png,0,08,learnable_hard,0.0574181623,0.995,0.0650506353,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,29,Det/images/normal_train/00830904.png,0,06,easy_clean,0.0014704989,1.0,0.0019490911,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,30,Det/images/normal_train/01129545.png,0,09,easy_clean,0.0095103001,1.0,0.011974309,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,31,Det/images/normal_train/01233991.png,0,09,easy_clean,0.0024045529,1.0,0.0045103358,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,32,Det/images/normal_train/00792309.png,0,03,easy_clean,0.0092162954,1.0,0.0149033631,normal_replay,Confidence-Clean
RUN_041,TRIAD_014,A05_Confidence-Clean_B600,R1,1385197443,1185119600,33,Det/images/normal_train/01112699.png,0,07,ordinary,0.1097075525,1.0,0.0715656188,normal_replay,Confidence-Clean
