row_id,img_id,split,gt_label,gt_index,img_rel_path,img_path,pred_label,pred_index,correct,top5_correct,top1_prob,top2_label,top2_prob,top3_label,top3_prob,margin,entropy,entropy_norm,p_normal,p_abnormal,abnormal_conf,width,height,aspect_ratio,embedding_index,top5_labels_json,top5_probs_json,probs_json
615,00155501,val,Normal,1,val/Normal/00155501.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00155501.png,Abnormal,0,0,1,0.9995236396789551,Normal,0.0004763242322951555,Normal,0.0004763242322951555,0.9990473154466599,0.004119847034842167,0.005943682886387895,0.0004763242322951555,0.9995236757677048,0.9995236757677048,720,576,1.25,615,"[""Abnormal"", ""Normal""]","[0.9995236396789551, 0.0004763242322951555]","{""Abnormal"": 0.9995236396789551, ""Normal"": 0.0004763242322951555}"
607,00022696,val,Normal,1,val/Normal/00022696.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00022696.png,Abnormal,0,0,1,0.9989703893661499,Normal,0.0010296223917976022,Normal,0.0010296223917976022,0.9979407669743523,0.008111403049424988,0.011702280954057046,0.0010296223917976022,0.9989703776082024,0.9989703776082024,720,576,1.25,607,"[""Abnormal"", ""Normal""]","[0.9989703893661499, 0.0010296223917976022]","{""Abnormal"": 0.9989703893661499, ""Normal"": 0.0010296223917976022}"
687,00439924,val,Normal,1,val/Normal/00439924.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00439924.png,Abnormal,0,0,1,0.9985803365707397,Normal,0.0014196151169016957,Normal,0.0014196151169016957,0.997160721453838,0.010727596082966258,0.01547664966955529,0.0014196151169016957,0.9985803848830983,0.9985803848830983,352,288,1.222222,687,"[""Abnormal"", ""Normal""]","[0.9985803365707397, 0.0014196151169016957]","{""Abnormal"": 0.9985803365707397, ""Normal"": 0.0014196151169016957}"
684,00430291,val,Normal,1,val/Normal/00430291.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00430291.png,Abnormal,0,0,1,0.9955536723136902,Normal,0.004446272738277912,Normal,0.004446272738277912,0.9911073995754123,0.02851605898444803,0.041139976882560346,0.004446272738277912,0.9955537272617221,0.9955537272617221,352,288,1.222222,684,"[""Abnormal"", ""Normal""]","[0.9955536723136902, 0.004446272738277912]","{""Abnormal"": 0.9955536723136902, ""Normal"": 0.004446272738277912}"
715,00508667,val,Normal,1,val/Normal/00508667.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00508667.png,Abnormal,0,0,1,0.993804931640625,Normal,0.006195015273988247,Normal,0.006195015273988247,0.9876099163666368,0.037671360625071815,0.05434828515733087,0.006195015273988247,0.9938049847260118,0.9938049847260118,352,288,1.222222,715,"[""Abnormal"", ""Normal""]","[0.993804931640625, 0.006195015273988247]","{""Abnormal"": 0.993804931640625, ""Normal"": 0.006195015273988247}"
647,00339297,val,Normal,1,val/Normal/00339297.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00339297.png,Abnormal,0,0,1,0.9921395182609558,Normal,0.0078605180606246,Normal,0.0078605180606246,0.9842790002003312,0.045920813080687836,0.06624972930509739,0.0078605180606246,0.9921394819393754,0.9921394819393754,352,288,1.222222,647,"[""Abnormal"", ""Normal""]","[0.9921395182609558, 0.0078605180606246]","{""Abnormal"": 0.9921395182609558, ""Normal"": 0.0078605180606246}"
680,00414220,val,Normal,1,val/Normal/00414220.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00414220.png,Abnormal,0,0,1,0.9858210682868958,Normal,0.014178937301039696,Normal,0.014178937301039696,0.9716421309858561,0.07442345677120189,0.10737035200962712,0.014178937301039696,0.9858210626989603,0.9858210626989603,352,288,1.222222,680,"[""Abnormal"", ""Normal""]","[0.9858210682868958, 0.014178937301039696]","{""Abnormal"": 0.9858210682868958, ""Normal"": 0.014178937301039696}"
646,00335759,val,Normal,1,val/Normal/00335759.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00335759.png,Abnormal,0,0,1,0.9812698364257812,Normal,0.018730200827121735,Normal,0.018730200827121735,0.9625396355986595,0.09305523324759939,0.13425032353507743,0.018730200827121735,0.9812697991728783,0.9812697991728783,480,576,0.833333,646,"[""Abnormal"", ""Normal""]","[0.9812698364257812, 0.018730200827121735]","{""Abnormal"": 0.9812698364257812, ""Normal"": 0.018730200827121735}"
604,00016640,val,Normal,1,val/Normal/00016640.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00016640.png,Abnormal,0,0,1,0.980820894241333,Normal,0.01917911507189274,Normal,0.01917911507189274,0.9616417791694403,0.0948269421825068,0.136806359229367,0.01917911507189274,0.9808208849281073,0.9808208849281073,720,576,1.25,604,"[""Abnormal"", ""Normal""]","[0.980820894241333, 0.01917911507189274]","{""Abnormal"": 0.980820894241333, ""Normal"": 0.01917911507189274}"
674,00395167,val,Normal,1,val/Normal/00395167.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00395167.png,Abnormal,0,0,1,0.9786988496780396,Normal,0.021301094442605972,Normal,0.021301094442605972,0.9573977552354336,0.1030604974650651,0.148684868604399,0.021301094442605972,0.978698905557394,0.978698905557394,352,288,1.222222,674,"[""Abnormal"", ""Normal""]","[0.9786988496780396, 0.021301094442605972]","{""Abnormal"": 0.9786988496780396, ""Normal"": 0.021301094442605972}"
