row_id,img_id,split,gt_label,gt_index,img_rel_path,img_path,pred_label,pred_index,correct,top5_correct,top1_prob,top2_label,top2_prob,top3_label,top3_prob,margin,entropy,entropy_norm,p_normal,p_abnormal,abnormal_conf,width,height,aspect_ratio,embedding_index,top5_labels_json,top5_probs_json,probs_json
607,00022696,val,Normal,1,val/Normal/00022696.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00022696.png,Abnormal,0,0,1,0.9999991655349731,Normal,8.246904030784208e-07,Normal,8.246904030784208e-07,0.9999983408445701,1.2386940441982804e-05,1.7870577547435535e-05,8.246904030784208e-07,0.9999991753095969,0.9999991753095969,720,576,1.25,,"[""Abnormal"", ""Normal""]","[0.9999991655349731, 8.246904030784208e-07]","{""Abnormal"": 0.9999991655349731, ""Normal"": 8.246904030784208e-07}"
646,00335759,val,Normal,1,val/Normal/00335759.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00335759.png,Abnormal,0,0,1,0.9998003840446472,Normal,0.00019968037668149918,Normal,0.00019968037668149918,0.9996007036679657,0.0019006317432779384,0.0027420319905832272,0.00019968037668149918,0.9998003196233185,0.9998003196233185,480,576,0.833333,,"[""Abnormal"", ""Normal""]","[0.9998003840446472, 0.00019968037668149918]","{""Abnormal"": 0.9998003840446472, ""Normal"": 0.00019968037668149918}"
687,00439924,val,Normal,1,val/Normal/00439924.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00439924.png,Abnormal,0,0,1,0.9997918009757996,Normal,0.00020822430087719113,Normal,0.00020822430087719113,0.9995835766749224,0.0019732728196483217,0.0028468309112276158,0.00020822430087719113,0.9997917756991228,0.9997917756991228,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9997918009757996, 0.00020822430087719113]","{""Abnormal"": 0.9997918009757996, ""Normal"": 0.00020822430087719113}"
605,00020484,val,Normal,1,val/Normal/00020484.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00020484.png,Abnormal,0,0,1,0.9995821118354797,Normal,0.0004179272800683975,Normal,0.0004179272800683975,0.9991641845554113,0.00366935996194953,0.005293767420341103,0.0004179272800683975,0.9995820727199316,0.9995820727199316,720,576,1.25,,"[""Abnormal"", ""Normal""]","[0.9995821118354797, 0.0004179272800683975]","{""Abnormal"": 0.9995821118354797, ""Normal"": 0.0004179272800683975}"
680,00414220,val,Normal,1,val/Normal/00414220.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00414220.png,Abnormal,0,0,1,0.9995805621147156,Normal,0.00041949033038690686,Normal,0.00041949033038690686,0.9991610717843287,0.0036815039131290763,0.005311287438484632,0.00041949033038690686,0.9995805096696131,0.9995805096696131,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9995805621147156, 0.00041949033038690686]","{""Abnormal"": 0.9995805621147156, ""Normal"": 0.00041949033038690686}"
684,00430291,val,Normal,1,val/Normal/00430291.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00430291.png,Abnormal,0,0,1,0.9995260238647461,Normal,0.00047401923802681267,Normal,0.00047401923802681267,0.9990520046267193,0.004102131540079862,0.005918124829947424,0.00047401923802681267,0.9995259807619732,0.9995259807619732,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9995260238647461, 0.00047401923802681267]","{""Abnormal"": 0.9995260238647461, ""Normal"": 0.00047401923802681267}"
715,00508667,val,Normal,1,val/Normal/00508667.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00508667.png,Abnormal,0,0,1,0.9994497895240784,Normal,0.0005502402200363576,Normal,0.0005502402200363576,0.998899549304042,0.0046796975573867436,0.006751376458902051,0.0005502402200363576,0.9994497597799636,0.9994497597799636,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9994497895240784, 0.0005502402200363576]","{""Abnormal"": 0.9994497895240784, ""Normal"": 0.0005502402200363576}"
693,00458372,val,Normal,1,val/Normal/00458372.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00458372.png,Abnormal,0,0,1,0.9993288516998291,Normal,0.0006711665191687644,Normal,0.0006711665191687644,0.9986576851806603,0.005574796695912831,0.00804273154715762,0.0006711665191687644,0.9993288334808312,0.9993288334808312,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9993288516998291, 0.0006711665191687644]","{""Abnormal"": 0.9993288516998291, ""Normal"": 0.0006711665191687644}"
674,00395167,val,Normal,1,val/Normal/00395167.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00395167.png,Abnormal,0,0,1,0.999201238155365,Normal,0.0007987615535967052,Normal,0.0007987615535967052,0.9984024766017683,0.006495568064964375,0.009371123835080824,0.0007987615535967052,0.9992012384464033,0.9992012384464033,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.999201238155365, 0.0007987615535967052]","{""Abnormal"": 0.999201238155365, ""Normal"": 0.0007987615535967052}"
617,00163892,val,Normal,1,val/Normal/00163892.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00163892.png,Abnormal,0,0,1,0.99613356590271,Normal,0.003866447601467371,Normal,0.003866447601467371,0.9922671183012426,0.025338686743507276,0.036555997707496866,0.003866447601467371,0.9961335523985326,0.9961335523985326,720,576,1.25,,"[""Abnormal"", ""Normal""]","[0.99613356590271, 0.003866447601467371]","{""Abnormal"": 0.99613356590271, ""Normal"": 0.003866447601467371}"
697,00464860,val,Normal,1,val/Normal/00464860.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00464860.png,Abnormal,0,0,1,0.9922744631767273,Normal,0.007725556846708059,Normal,0.007725556846708059,0.9845489063300192,0.045266710908358404,0.06530605934484301,0.007725556846708059,0.9922744431532919,0.9922744431532919,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9922744631767273, 0.007725556846708059]","{""Abnormal"": 0.9922744631767273, ""Normal"": 0.007725556846708059}"
708,00489593,val,Normal,1,val/Normal/00489593.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00489593.png,Abnormal,0,0,1,0.9922313690185547,Normal,0.007768607698380947,Normal,0.007768607698380947,0.9844627613201737,0.0454756651541879,0.06560751659907392,0.007768607698380947,0.992231392301619,0.992231392301619,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9922313690185547, 0.007768607698380947]","{""Abnormal"": 0.9922313690185547, ""Normal"": 0.007768607698380947}"
692,00457432,val,Normal,1,val/Normal/00457432.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00457432.png,Abnormal,0,0,1,0.9911333918571472,Normal,0.008866576477885246,Normal,0.008866576477885246,0.982266815379262,0.05072589340278425,0.07318199485685903,0.008866576477885246,0.9911334235221148,0.9911334235221148,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9911333918571472, 0.008866576477885246]","{""Abnormal"": 0.9911333918571472, ""Normal"": 0.008866576477885246}"
602,00002200,val,Normal,1,val/Normal/00002200.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00002200.png,Abnormal,0,0,1,0.9887875914573669,Normal,0.011212394572794437,Normal,0.011212394572794437,0.9775751968845725,0.06150121106570755,0.08872749221316173,0.011212394572794437,0.9887876054272056,0.9887876054272056,720,576,1.25,,"[""Abnormal"", ""Normal""]","[0.9887875914573669, 0.011212394572794437]","{""Abnormal"": 0.9887875914573669, ""Normal"": 0.011212394572794437}"
695,00461903,val,Normal,1,val/Normal/00461903.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00461903.png,Abnormal,0,0,1,0.9876375198364258,Normal,0.012362422421574593,Normal,0.012362422421574593,0.9752750974148512,0.06659502985206898,0.09607631931543241,0.012362422421574593,0.9876375775784254,0.9876375775784254,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9876375198364258, 0.012362422421574593]","{""Abnormal"": 0.9876375198364258, ""Normal"": 0.012362422421574593}"
615,00155501,val,Normal,1,val/Normal/00155501.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00155501.png,Abnormal,0,0,1,0.9861671328544617,Normal,0.01383286714553833,Normal,0.01383286714553833,0.9723342657089233,0.07295121167062033,0.10524635130404501,0.01383286714553833,0.9861671328544617,0.9861671328544617,720,576,1.25,,"[""Abnormal"", ""Normal""]","[0.9861671328544617, 0.01383286714553833]","{""Abnormal"": 0.9861671328544617, ""Normal"": 0.01383286714553833}"
671,00390345,val,Normal,1,val/Normal/00390345.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00390345.png,Abnormal,0,0,1,0.985436737537384,Normal,0.014563240110874176,Normal,0.014563240110874176,0.9708734974265099,0.0760483516536959,0.10971457979856708,0.014563240110874176,0.9854367598891258,0.9854367598891258,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.985436737537384, 0.014563240110874176]","{""Abnormal"": 0.985436737537384, ""Normal"": 0.014563240110874176}"
616,00161450,val,Normal,1,val/Normal/00161450.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00161450.png,Abnormal,0,0,1,0.9832065105438232,Normal,0.01679343357682228,Normal,0.01679343357682228,0.966413076967001,0.08528253842129693,0.12303669525482758,0.01679343357682228,0.9832065664231777,0.9832065664231777,720,576,1.25,,"[""Abnormal"", ""Normal""]","[0.9832065105438232, 0.01679343357682228]","{""Abnormal"": 0.9832065105438232, ""Normal"": 0.01679343357682228}"
664,00370966,val,Normal,1,val/Normal/00370966.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00370966.png,Abnormal,0,0,1,0.9681079387664795,Normal,0.03189205005764961,Normal,0.03189205005764961,0.9362158887088299,0.14125883720073026,0.20379342391123498,0.03189205005764961,0.9681079499423504,0.9681079499423504,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9681079387664795, 0.03189205005764961]","{""Abnormal"": 0.9681079387664795, ""Normal"": 0.03189205005764961}"
595,00513530,val,Abnormal,0,val/Abnormal/00513530.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Abnormal\00513530.png,Normal,1,0,1,0.9645625948905945,Abnormal,0.03543738275766373,Abnormal,0.03543738275766373,0.9291252121329308,0.1531623822513061,0.2209666093246991,0.9645625948905945,0.03543740510940552,0.03543740510940552,352,288,1.222222,,"[""Normal"", ""Abnormal""]","[0.9645625948905945, 0.03543738275766373]","{""Abnormal"": 0.03543738275766373, ""Normal"": 0.9645625948905945}"
675,00404389,val,Normal,1,val/Normal/00404389.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00404389.png,Abnormal,0,0,1,0.9609647393226624,Normal,0.03903526812791824,Normal,0.03903526812791824,0.9219294711947441,0.1648659576588955,0.23785129952589837,0.03903526812791824,0.9609647318720818,0.9609647318720818,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.9609647393226624, 0.03903526812791824]","{""Abnormal"": 0.9609647393226624, ""Normal"": 0.03903526812791824}"
8,00004815,val,Abnormal,0,val/Abnormal/00004815.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Abnormal\00004815.png,Normal,1,0,1,0.9607039093971252,Abnormal,0.039296094328165054,Abnormal,0.039296094328165054,0.9214078150689602,0.1657006058469513,0.2390554423276934,0.9607039093971252,0.039296090602874756,0.039296090602874756,720,576,1.25,,"[""Normal"", ""Abnormal""]","[0.9607039093971252, 0.039296094328165054]","{""Abnormal"": 0.039296094328165054, ""Normal"": 0.9607039093971252}"
614,00139300,val,Normal,1,val/Normal/00139300.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00139300.png,Abnormal,0,0,1,0.9601936340332031,Normal,0.039806339889764786,Normal,0.039806339889764786,0.9203872941434383,0.16732822140329967,0.24140359521931096,0.039806339889764786,0.9601936601102352,0.9601936601102352,720,576,1.25,,"[""Abnormal"", ""Normal""]","[0.9601936340332031, 0.039806339889764786]","{""Abnormal"": 0.9601936340332031, ""Normal"": 0.039806339889764786}"
647,00339297,val,Normal,1,val/Normal/00339297.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00339297.png,Abnormal,0,0,1,0.959388256072998,Normal,0.04061174392700195,Normal,0.04061174392700195,0.9187765121459961,0.16988345369499058,0.24509001617485277,0.04061174392700195,0.959388256072998,0.959388256072998,352,288,1.222222,,"[""Abnormal"", ""Normal""]","[0.959388256072998, 0.04061174392700195]","{""Abnormal"": 0.959388256072998, ""Normal"": 0.04061174392700195}"
604,00016640,val,Normal,1,val/Normal/00016640.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Normal\00016640.png,Abnormal,0,0,1,0.9565932154655457,Normal,0.04340676590800285,Normal,0.04340676590800285,0.9131864495575428,0.17862387506861616,0.2576997787458623,0.04340676590800285,0.9565932340919971,0.9565932340919971,720,576,1.25,,"[""Abnormal"", ""Normal""]","[0.9565932154655457, 0.04340676590800285]","{""Abnormal"": 0.9565932154655457, ""Normal"": 0.04340676590800285}"
395,00409812,val,Abnormal,0,val/Abnormal/00409812.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn06\val\Abnormal\00409812.png,Normal,1,0,1,0.9408232569694519,Abnormal,0.059176765382289886,Abnormal,0.059176765382289886,0.881646491587162,0.22469630837393076,0.32416824979712716,0.9408232569694519,0.059176743030548096,0.059176743030548096,480,576,0.833333,,"[""Normal"", ""Abnormal""]","[0.9408232569694519, 0.059176765382289886]","{""Abnormal"": 0.059176765382289886, ""Normal"": 0.9408232569694519}"
