row_id,img_id,split,gt_label,y_true,img_rel_path,img_path,pred_label,pred_index,correct,top1_prob,p_normal_raw,p_abnormal_raw,logit_abnormal,embedding_index,embedding_dim,probs_json
0,00000004,train,Abnormal,1,train/Abnormal/00000004.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000004.png,Abnormal,0,1,1.0,0.0,1.0,13.815509557935,0,512,"{""Abnormal"": 1.0, ""Normal"": 0.0}"
1,00000043,train,Abnormal,1,train/Abnormal/00000043.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000043.png,Abnormal,0,1,0.98779296875,0.01229095459,0.98770904541,4.386524573286,1,512,"{""Abnormal"": 0.98779296875, ""Normal"": 0.01229095458984375}"
2,00000078,train,Abnormal,1,train/Abnormal/00000078.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000078.png,Abnormal,0,1,0.9990234375,0.00074672699,0.99925327301,7.199063909279,2,512,"{""Abnormal"": 0.9990234375, ""Normal"": 0.0007467269897460938}"
3,00000079,train,Abnormal,1,train/Abnormal/00000079.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000079.png,Abnormal,0,1,0.9990234375,0.000958442688,0.999041557312,6.949241888418,3,512,"{""Abnormal"": 0.9990234375, ""Normal"": 0.0009584426879882812}"
4,00000082,train,Abnormal,1,train/Abnormal/00000082.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000082.png,Abnormal,0,1,0.97900390625,0.020782470703,0.979217529297,3.852643936517,4,512,"{""Abnormal"": 0.97900390625, ""Normal"": 0.020782470703125}"
5,00000085,train,Abnormal,1,train/Abnormal/00000085.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000085.png,Normal,1,0,0.81298828125,0.81298828125,0.18701171875,-1.469545413234,5,512,"{""Abnormal"": 0.1868896484375, ""Normal"": 0.81298828125}"
6,00000086,train,Abnormal,1,train/Abnormal/00000086.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000086.png,Abnormal,0,1,0.994140625,0.005653381348,0.994346618652,5.16983202203,6,512,"{""Abnormal"": 0.994140625, ""Normal"": 0.00565338134765625}"
7,00000087,train,Abnormal,1,train/Abnormal/00000087.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000087.png,Abnormal,0,1,0.93896484375,0.061096191406,0.938903808594,2.732263503241,7,512,"{""Abnormal"": 0.93896484375, ""Normal"": 0.06109619140625}"
8,00000088,train,Abnormal,1,train/Abnormal/00000088.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000088.png,Abnormal,0,1,0.7646484375,0.235107421875,0.764892578125,1.179692879154,8,512,"{""Abnormal"": 0.7646484375, ""Normal"": 0.235107421875}"
9,00000089,train,Abnormal,1,train/Abnormal/00000089.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000089.png,Abnormal,0,1,0.99755859375,0.002511978149,0.997488021851,5.984169590436,9,512,"{""Abnormal"": 0.99755859375, ""Normal"": 0.0025119781494140625}"
10,00000090,train,Abnormal,1,train/Abnormal/00000090.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000090.png,Abnormal,0,1,0.97607421875,0.023696899414,0.976303100586,3.718428878909,10,512,"{""Abnormal"": 0.97607421875, ""Normal"": 0.0236968994140625}"
11,00000091,train,Abnormal,1,train/Abnormal/00000091.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000091.png,Abnormal,0,1,1.0,4.9889088e-05,0.999950110912,9.905658372617,11,512,"{""Abnormal"": 1.0, ""Normal"": 4.988908767700195e-05}"
12,00000101,train,Abnormal,1,train/Abnormal/00000101.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000101.png,Abnormal,0,1,0.990234375,0.009559631348,0.990440368652,4.640600496688,12,512,"{""Abnormal"": 0.990234375, ""Normal"": 0.00955963134765625}"
13,00000144,train,Abnormal,1,train/Abnormal/00000144.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000144.png,Abnormal,0,1,1.0,1.4483929e-05,0.999985516071,11.142456406065,13,512,"{""Abnormal"": 1.0, ""Normal"": 1.4483928680419922e-05}"
14,00000153,train,Abnormal,1,train/Abnormal/00000153.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000153.png,Abnormal,0,1,1.0,5.9664249e-05,0.999940335751,9.726717888094,14,512,"{""Abnormal"": 1.0, ""Normal"": 5.9664249420166016e-05}"
15,00000266,train,Abnormal,1,train/Abnormal/00000266.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000266.png,Abnormal,0,1,0.9990234375,0.001048088074,0.998951911926,6.859739019093,15,512,"{""Abnormal"": 0.9990234375, ""Normal"": 0.0010480880737304688}"
16,00000301,train,Abnormal,1,train/Abnormal/00000301.png,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\stage1_gate_hn_backflow\yolo11l_gate2_hn02\train\Abnormal\00000301.png,Abnormal,0,1,1.0,9.6857548e-05,0.999903142452,9.242172376436,16,512,"{""Abnormal"": 1.0, ""Normal"": 9.685754776000977e-05}"
