queue_id,decision,canonical_title,primary_url_checked,source_authority,checked_at,reading_scope,direct_rq_ids,relevance_class,problem_summary_zh,method_overview_zh,conclusion_summary_zh,critical_review_zh,stage1_transfer_zh,cannot_infer_zh,exclusion_reason,reviewer
"RG0C4A72793BFAA1BA","ELIGIBLE_BROAD","Improved Deep Learning Model Based on Self-Paced Learning for Multiscale Short-Term Electricity Load Forecasting","https://api.crossref.org/works/10.3390/su14010188","OFFICIAL_REPOSITORY","2026-08-10T08:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ2;RQ4;RQ6","DIRECT_INTERVENTION","多尺度电力负荷融合会引入噪声，样本质量差还会让短时预测陷入局部最优。","方法以稀疏深自编码器融合去噪，再用 self-paced learning 控制样本进入训练的顺序。","作者报告相对既有短时负荷模型 MSE 改善超过百分之十五点八九。","它支持先处理可靠性再安排课程，但自编码器与 SPL 同时改变，无法将提升只归给样本顺序。","Stage1 可把 Q 门控和 R 课程分成独立臂，并保持基础模型、增强和损失不变。","不能由时间序列 MSE 推出 FN95 改善，也不能把低 loss 样本永久定义为优先。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGD9F8F092349136B1","ELIGIBLE_BROAD","AdaER: An Adaptive Experience Replay Approach for Continual Lifelong Learning","https://arxiv.org/pdf/2308.03810","OFFICIAL_REPOSITORY","2026-08-10T08:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ3;RQ5;RQ6","DIRECT_INTERVENTION","类增量学习中普通 ER 对当前输入最冲突的旧记忆利用不足，buffer 又可能缺少信息覆盖。","AdaER 用 contextually-cued recall 选择与当前数据在数据和任务上最冲突的记忆，并用 entropy-balanced reservoir sampling 更新 buffer。","作者在监督类增量基准上报告优于既有持续学习方法。","它直接联合梯度或功能冲突与信息熵覆盖，但目标是抗遗忘，冲突样本可能有益也可能破坏新任务。","Stage1 可把 replay 候选对 weak-defect/normal-tail 的冲突符号与 D 覆盖分开测试。","不能将最冲突记忆自动视为正向价值，也不能由持续学习结果确定 normal-only replay。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG12DEF749A98D9AB2","ELIGIBLE_BROAD","Adaptive Second Order Coresets for Data-Efficient Machine Learning","https://doi.org/10.48550/arxiv.2207.13887","PRIMARY_PUBLISHER","2026-08-10T08:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ3;RQ5;RQ7","DIRECT_INTERVENTION","一阶 coreset 未考虑损失曲率，可能无法近似全量数据上的真实参数更新。","AdaCore 以指数滑动 Hessian 估计动态近似曲率，选择加权子集来匹配 Hessian 预条件后的全梯度，并给出收敛保证。","作者报告在 logistic regression 和神经网络上较全量训练加速超过 2.9 倍、较随机子集超过 4.5 倍。","它说明方向应考虑模型局部曲率而非裸余弦，但 Hessian 近似昂贵且优化近似不保证泛化或 FN95。","Stage1 可在小候选池比较 head-gradient 与低秩曲率预条件对齐，先估计算力再决定是否晋级。","不能把梯度匹配误写成业务效用，也不能由收敛定理推出跨 seed 稳压随机。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGED1DACF969323F31","ELIGIBLE_BROAD","Prioritized Training on Points that are Learnable, Worth Learning, and Not Yet Learnt","https://arxiv.org/pdf/2206.07137","OFFICIAL_REPOSITORY","2026-08-10T08:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ2;RQ4;RQ6;RQ7","DIRECT_INTERVENTION","高 loss 样本可能是噪声或任务无关，低 loss 样本又可能已经学会，两端都浪费有限训练预算。","RHO-LOSS 以当前模型 loss 减去独立 holdout loss model 的参考损失，近似样本对泛化损失的可约部分并在线优先训练。","作者报告跨 MLP、CNN、BERT 和多数据集少步训练并提高精度，Clothing-1M 少十八倍步数且最终精度高两个百分点。","这是 R 的核心文献，但原方法用独立 holdout model 和候选 batch 在线选择；OOF late loss 的离线全局 replay 只是受启发适配。","Stage1 必须区分 current loss、OOF-reference loss 和差值，并用 current-loss 对照检验参考扣除项的增量。","不能把 OOF reference 称 Bayes irreducible loss，也不能在缺 current checkpoint 时静默回退 slow-learning proxy。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGB26515D8310D6DE9","ELIGIBLE_BROAD","Improving Experience Replay through Modeling of Similar Transitions'\n Sets","https://arxiv.org/pdf/2111.06907","OFFICIAL_REPOSITORY","2026-08-10T08:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ5;RQ6","TRANSFER_COMPONENT","强化学习通常需要数百万帧，均匀存储和回放没有利用相似 transition 的集合结构。","COMPER 建模相似 transition 集的递归目标值，并用两级记忆构造新的经验回放流程。","作者报告八个 Atari 游戏中五次训练，用十万帧和较小 memory 与 DQN 及百万帧结果比较。","它强调相似集合可压缩经验，但 similarity target 与模型结构同时改变，且摘要不证明严格同曝光。","Stage1 可通过 duplicate group 和 embedding 簇计算 unique/repeat 与有效覆盖，避免重复帧占满预算。","不能由 Atari 帧效率断言相似 CCTV 帧应合并或重复，也不能从五次 trial 外推分类 seed 胜率。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGE87B730534405D25","ELIGIBLE_BROAD","Self-Paced Learning and Privileged Information Based Cascaded Multi-Column Classification Algorithm for ASD Diagnosis","https://api.crossref.org/works/10.1109/embc46164.2021.9630150","OFFICIAL_REPOSITORY","2026-08-10T08:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ2;RQ6","DIRECT_INTERVENTION","ASD 多模态 privileged information 难采集，单模态小数据需要逐步利用更难样本。","方法以单模态 RVFL 初层输出作为后续层 privileged information，在级联过程中按 loss 由易到难选择样本直到全纳入。","作者报告 ASD 与正常对照分类准确率高于所比较方法。","模型级联、privileged output 和 SPL 三者混合，无法从 broad 证据确认课程的独立作用或随机稳定性。","Stage1 可将 OOF 参考预测视为只训练期可用的辅助信息，但正式推理不得依赖它。","不能把上一层输出当标签真值，也不能由医学准确率确定 high-recall replay 队列。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG6D524C9306BAED95","ELIGIBLE_BROAD","Learning from Long-Tailed Noisy Data with Sample Selection and Balanced Loss","https://arxiv.org/pdf/2211.10906","OFFICIAL_REPOSITORY","2026-08-10T08:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ2;RQ4;RQ5","DIRECT_INTERVENTION","长尾与标签噪声同时存在时，小损失选择会偏向多数类，普通 balanced loss 又可能放大噪声。","方法先将噪声训练集选择成 clean labeled 与 unlabeled 两部分，再用基于模型偏差的 balanced loss 做半监督训练。","作者在长尾噪声基准上报告优于既有方法。","它说明 Q 门控必须做类别条件校准，不能用全局 loss 阈值；选择和 balanced loss 的贡献需筛读。","Stage1 可在 normal/defect 内独立标准化 Q/R，并把类别重权与 replay 身份分开。","不能由长尾平均准确率确定 weak-defect guard，也不能把 unlabeled 机制套到已确认标签。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG7E9FCDBEFADDF1B3","ELIGIBLE_BROAD","Selectivity Drives Productivity: Efficient Dataset Pruning for Enhanced Transfer Learning","https://arxiv.org/pdf/2310.08782","OFFICIAL_REPOSITORY","2026-08-10T08:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ2;RQ5;RQ7","DIRECT_INTERVENTION","为目标任务预训练时，通用剪枝分数忽略源类到目标域的映射，可能保留难但无关的数据。","论文分别在监督和自监督预训练中用 label mapping 与 feature mapping 做 source-target 定向剪枝。","作者报告源数据类别可删百分之四十至八十而不损下游性能，并使预训练加速两至五倍。","它强调 worth learning 必须绑定目标域，而非仅 learnable；target mapping 若使用最终评价集会泄漏。","Stage1 的 A/R 只能使用独立 val_target 和 OOF，映射规则冻结后才打开 val_op/test。","不能用最终 test 域选择源数据，也不能由 transfer lossless 推出 replay 会提升安全前沿。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGCCB65BC1F96513AA","EXCLUDE","Sequential Data Selection for Predicting the Pathogenic Effects of Sequence Variation","https://research-information.bris.ac.uk/en/publications/515edbec-a551-4a19-97ab-9a5ccc3add47","OFFICIAL_REPOSITORY","2026-08-10T08:05:00+08:00","TITLE;ABSTRACT;PROBLEM","NOT_APPLICABLE_WITH_REASON:no direct research-question mapping","EXCLUDED","论文顺序选择的是 ENCODE 数据源或 kernel，而非同一训练池中的样本实例。","NOT_APPLICABLE_WITH_REASON:method eliminates whole feature data sources before multiple-kernel weighting rather than selecting training examples","NOT_APPLICABLE_WITH_REASON:reported coverage and accuracy concern source availability, not sample replay utility","其顺序贪心可类比模态选择，但没有逐样本动态、曝光预算或 matched random。","NOT_APPLICABLE_WITH_REASON:no direct training-example selection mechanism is evaluated","不能把五个被选 kernel 当成五类高价值照片。","NOT_APPLICABLE_WITH_REASON:data-source selection rather than training-instance selection","codex_primary_review"
"RGC1E44488AAA2CD68","ELIGIBLE_BROAD","Neyman-Pearson Multi-Class Classification via Cost-Sensitive Learning","https://arxiv.org/pdf/2111.04597","OFFICIAL_REPOSITORY","2026-08-10T08:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ8","TARGET_METRIC","多分类各类错误后果不对称，NP 约束的可行性本身未知，普通 cost-sensitive 加权缺少约束保证。","论文以强对偶连接多分类 NP 与成本敏感问题，提出算法、NP oracle 性质及可行性诊断。","作者报告模拟和真实数据支持，并提供 R 包实现。","它说明约束不可行必须显式报告而非用加权损失掩盖；Stage1 是二分类但同样可能某 run 无 FN95 可行点。","Stage1 汇总应 fail 或标记 no-feasible-threshold，不能用外插阈值伪造 TN_at_FN95。","不能由 cost-sensitive 对偶给出 replay 价值，也不能把代价权重当综合分。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
