queue_id,decision,canonical_title,primary_url_checked,source_authority,checked_at,reading_scope,direct_rq_ids,relevance_class,problem_summary_zh,method_overview_zh,conclusion_summary_zh,critical_review_zh,stage1_transfer_zh,cannot_infer_zh,exclusion_reason,reviewer
"RG0A5CFA112CC43FBA","EXCLUDE","fAux: Testing Individual Fairness via Gradient Alignment","https://arxiv.org/pdf/2210.06288","OFFICIAL_REPOSITORY","2026-08-10T03:45:00+08:00","TITLE;ABSTRACT;PROBLEM","NOT_APPLICABLE_WITH_REASON:no direct research-question mapping","EXCLUDED","论文研究个体公平性测试，所谓 gradient alignment 比较的是目标模型与受保护属性辅助模型对输入的导数。","NOT_APPLICABLE_WITH_REASON:the method does not select or reweight training samples and does not estimate optimizer-update utility","NOT_APPLICABLE_WITH_REASON:reported results concern discrimination detection rather than data selection or replay intervention","NOT_APPLICABLE_WITH_REASON:the shared term gradient alignment denotes input-sensitivity agreement, not candidate-sample gradient alignment with a Stage1 target loss","NOT_APPLICABLE_WITH_REASON:no Stage1 mechanism is transferred because the mathematical object is different","NOT_APPLICABLE_WITH_REASON:cannot infer sample learnability, replay value, or superiority to matched random replay","Term collision: gradient alignment is used for fairness testing rather than training-sample utility.","codex_primary_review"
"RG3462205DA427F42B","ELIGIBLE_BROAD","Self-Paced Learning Based Graph Convolutional Neural Network for Mixed Integer Programming (Student Abstract)","https://ojs.aaai.org/index.php/AAAI/article/download/26954/26726","PRIMARY_PUBLISHER","2026-08-10T03:45:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ2;RQ6","DIRECT_INTERVENTION","混合整数规划实例结构差异使固定训练集难以泛化，需要决定不同训练阶段先学习哪些实例。","SPGCN 用当前训练损失度量实例难度，并随迭代动态构造由易到难的训练集，与预定义 curriculum 比较。","作者在四类 NP-hard 数据上报告自步策略改善泛化与收敛，优于固定课程。","这是学生摘要，方法和消融细节有限；当前 loss 同时受噪声、模型状态和可学习性影响，不能被视为真实效用。","Stage1 可把 loss curriculum 作为 HN/current-loss 对照，并单独检验动态时机，而不能把它当最终价值定义。","不能从求解分支变量任务推导 FN95 提升，也不能证明 loss Top-K 稳定胜过严格随机回流。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGD6B1DD78B1293E04","ELIGIBLE_BROAD","Group Self-Paced Learning With a Time-Varying Regularizer for Unsupervised Change Detection","https://api.crossref.org/works/10.1109/tgrs.2019.2951441","OFFICIAL_REPOSITORY","2026-08-10T03:45:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ2;RQ4;RQ5;RQ6","DIRECT_INTERVENTION","无监督变化检测难以从伪标签中稳定取得可靠训练样本，而且同质区域会让选择集缺少覆盖。","GSPL 迭代更新样本可靠性权重，用分组约束避免同质区域集中，并以随时间变化的正则项控制学习节奏。","作者在五个变化检测数据集和三类分类器上报告精度与稳健性优于对照方法。","可靠性、群组多样性和时间表同时改变，无法仅凭总结果识别哪一组件产生收益；目标也不是固定高召回。","Stage1 可将 Q 门控、D 覆盖和回流时机拆成正交消融，并记录每轮被选群组和放宽原因。","不能直接把自步权重映射为样本固有价值，也不能由变化检测结果推出跨 seed 稳压随机。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGFF376765D4FA25D6","ELIGIBLE_BROAD","Predicting cognitive scores with graph neural networks through sample selection learning","https://link.springer.com/content/pdf/10.1007/s11682-021-00585-7.pdf","PRIMARY_PUBLISHER","2026-08-10T03:45:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ2;RQ3;RQ5","DIRECT_INTERVENTION","脑连接图模型训练昂贵，且不同受试者样本对未见对象预测的贡献并不相同。","方法在 SPD 图结构上学习一个模块化样本选择器，目标是选择对未见样本具有较高预期预测力的训练对象。","作者报告在自闭症队列 IQ 回归上优于比较方法，并称选择器可迁移到其他学习模型。","只有三折交叉验证且任务规模、回归终点和图结构均与 Stage1 不同；需要核对随机子集与训练预算是否严格等价。","它支持用 held-out 目标估计样本方向价值，而非只看样本自身 loss；可作为 A 层思想证据。","不能把该选择器的分数直接用于 CCTV 图像，也不能推断其在固定 FN 约束下优于随机。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG9F1E88A1B1295EAF","ELIGIBLE_BROAD","New Insights on Reducing Abrupt Representation Change in Online Continual Learning","https://doi.org/10.48550/arxiv.2104.05025","PRIMARY_PUBLISHER","2026-08-10T03:45:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ3;RQ6;RQ7","DIRECT_MECHANISM","在线持续学习中，新类别到来时普通经验回放可造成新旧表示重叠和破坏性参数更新。","论文分析任务边界的表示突变，并用非对称更新让新类别适应旧表示而非反向拖动旧表示。","作者在标准持续学习基准上报告比强基线更少遗忘和更好性能。","它说明 replay 的更新方向和发生阶段会改变伤害，但不是固定数据集内的有限预算样本排序实验。","Stage1 应记录关键 epoch 的表示/梯度冲突，并检验后期回流是否同时拉低 weak defect，而非只记录末轮分数。","不能由持续学习类增量结果断言某种 normal 回流策略有效，也不能替代 T/R1/R2 干预。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGB74B6AA607D262F1","ELIGIBLE_BROAD","Online Neyman-Pearson Classification With Hierarchically Represented Models","https://api.crossref.org/works/10.1109/jstsp.2025.3544024","OFFICIAL_REPOSITORY","2026-08-10T03:45:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ8","TARGET_METRIC","异常检测需要在可控误报率约束下优化检出，而总体准确率无法表达这种非对称业务目标。","Tree OLNP 用层次分区形成在线非线性专家集，并按 NP 表现动态加权，在给定流上提供渐近 regret 保证。","作者报告保持 FPR 控制并优于替代方法，理论 regret 为随样本量衰减的量级。","论文解决在线分类器而非训练样本回流，约束方向与 Stage1 的 FN 上限也需互换理解。","Stage1 可借鉴 Neyman-Pearson 的约束式主指标和阈值审计，坚持在 FN≤95 可行域内比较 TN，而非加权综合分。","不能由 NP 分类器性能推出任何 Q/R/A/D 选样规则，也不能作为 replay 成功证据。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG9202ADA415606F0D","ELIGIBLE_BROAD","Data Pruning in Generative Diffusion Models","https://arxiv.org/pdf/2411.12523","OFFICIAL_REPOSITORY","2026-08-10T03:45:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ2;RQ5","DIRECT_INTERVENTION","生成模型通常假定数据越多越好，但重复、噪声和群体偏斜可能浪费训练容量并伤害分布学习。","论文比较多种 pruning 方法，在特征空间用简单聚类选择覆盖子集，并用聚类平衡欠代表群体。","在 CelebA-HQ 和 ImageNet 上，作者报告战略性删除冗余或噪声有益，简单聚类优于更复杂方法。","这是扩散生成而非判别回流；保留比例较高，且优于全量不等于在小 replay budget 下优于随机。","Stage1 可把 D 作为独立机制：同一 utility 分数下比较 Top-K 与视频/embedding 覆盖选择。","不能从生成质量推断 TN@FN95，也不能把聚类成员自动称为高价值样本。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG59238E96B008672F","ELIGIBLE_BROAD","Enhancing Training Data Attribution for Large Language Models with Fitting Error Consideration","https://aclanthology.org/2024.emnlp-main.782.pdf","OFFICIAL_REPOSITORY","2026-08-10T03:45:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ3;RQ7","DIRECT_MECHANISM","影响函数常假定经验风险已充分最小化，但真实训练的拟合误差会系统性扭曲归因分数。","DDA 通过消除基础模型知识偏差进行 debias，并对不同拟合程度造成的影响分数差异做平滑 denoise。","作者在多种 LLM 和来源归因任务上报告平均 AUC 91.64%，优于已有归因方法。","它评价 attribution 准确性而非下游重训效用；LLM 微调机制也不等同于图像分类回流。","Stage1 的 A/Influence 估计必须绑定当前 checkpoint 和拟合状态，并报告跨阶段稳定性，不能只算一次静态影响分。","不能由 sourcing AUC 推出 replay 会改善 FN95，也不能把影响估计当因果价值本身。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG3D45FB82085FF2A7","ELIGIBLE_BROAD","FINE Samples for Learning with Noisy Labels","https://arxiv.org/pdf/2102.11628","OFFICIAL_REPOSITORY","2026-08-10T03:45:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ3;RQ4","DIRECT_INTERVENTION","小损失启发式难以区分困难干净样本和错误标签，尤其在模型尚不稳健时会互相污染。","FINE 对类别内潜在表示 Gram 矩阵做特征分解，以样本表示与主特征方向的对齐检测噪声，并用于样本选择、半监督和鲁棒损失。","作者报告三种用法在多种噪声标签基准上持续优于对应基线，并给出理论保证。","表示主方向依赖类簇可分性；真实 CCTV 标签噪声类型未知，过滤过强可能删除罕见但真实的 weak defect。","Stage1 可将 FINE 类表示一致性作为 Q 门控候选，并保留被过滤尾部作负对照和人工审查。","不能把低对齐样本全部视为脏标签，也不能在无 intervention 时声称门控提高回流价值。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG2855429B4B6928E6","ELIGIBLE_BROAD","PASS: Peer-Agreement based Sample Selection for training with Noisy Labels","https://arxiv.org/pdf/2303.10802","OFFICIAL_REPOSITORY","2026-08-10T03:45:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ2;RQ4;RQ5","DIRECT_INTERVENTION","实例依赖噪声下，靠近决策边界的困难干净样本与错标样本难以被小损失或单模型特征规则分开。","PASS 使用三个分类器，由其中两个模型的同伴一致性为第三个模型选择训练样本，并嵌入已有 noisy-label 框架。","作者报告提高 clean/noisy 检测准确率并改善多种噪声标签基准的分类性能。","多模型共识可能共享同一偏差；三模型成本高，且合成噪声结构未必匹配实际管道图像。","Stage1 可把跨 OOF fold/seed 一致性作为 Q 证据，并与单模型 loss 门控做同预算消融。","不能把一致样本等同于可学习且目标正向，也不能由噪声检测准确率推出跨 seed replay 优势。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
