queue_id,decision,canonical_title,primary_url_checked,source_authority,checked_at,reading_scope,direct_rq_ids,relevance_class,problem_summary_zh,method_overview_zh,conclusion_summary_zh,critical_review_zh,stage1_transfer_zh,cannot_infer_zh,exclusion_reason,reviewer
"RG258CEAA0B6502D28","ELIGIBLE_BROAD","Combating Noisy Labels with Sample Selection by Mining High-Discrepancy Examples","https://openaccess.thecvf.com/content/ICCV2023/html/Xia_Combating_Noisy_Labels_with_Sample_Selection_by_Mining_High-Discrepancy_Examples_ICCV_2023_paper.html","OFFICIAL_REPOSITORY","2026-08-10T04:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ4;RQ7","DIRECT_INTERVENTION","双网络噪声学习若只取预测标签不一致样本，虽然维持模型分歧，却会丢掉大量可能干净且有泛化价值的困难样本。","CoDis 同时要求候选样本可能干净且两网络预测概率差异较大，以概率分歧替代更苛刻的离散标签分歧，再用选中样本训练两个网络。","作者报告 CoDis 比多种噪声标签基线更鲁棒，并能从噪声混合数据中利用更多 hard-clean 样本改善泛化。","两网络概率差异仍是代理量，成功依赖噪声设定和协同训练；论文并未验证固定高召回工作点，也没有证明大分歧样本跨初始化稳定有益。","Stage1 的 Q 门控不能把高损失直接等同脏样本，可把模型间或轨迹间分歧作为 hard-clean 与 noise 的分型字段，并保留同候选池随机干预。","不能由 CoDis 推出高分 normal 必须回流，也不能把双网络分歧直接解释为 FN95 目标方向或剩余可学习性。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG293C4DF454288D8C","ELIGIBLE_BROAD","Efficient Diversity-based Experience Replay for Deep Reinforcement Learning","https://www.ijcai.org/proceedings/2025/0788.pdf","PRIMARY_PUBLISHER","2026-08-10T04:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ5;RQ6;RQ7","DIRECT_INTERVENTION","均匀或优先经验回放在高维状态空间中可能被重复经验占据，导致覆盖不足和学习效率低。","EDER 用行列式点过程刻画轨迹片段集合多样性，以 Cholesky 分解降低计算量，并用拒绝采样优先接纳多样片段进入 replay buffer。","作者在 MuJoCo、Atari 和 Habitat 环境中报告多样性回放优于所列均匀及优先回放基线，尤其面向高维任务。","强化学习轨迹的回报依赖、非平稳分布和 buffer 更新不同于监督图像 replay；表中 Random 也不是 Stage1 的严格同数量同训练状态随机对照。","Stage1 可将 D 设计成集合约束：视频、近重复组和 embedding 覆盖，在固定 RHO 候选与实际曝光下比较 Top-K、覆盖选择和匹配随机。","不能由 RL 收益推出 DPP 必然改善 CCTV 分类，也不能在不同回放次数或训练步数下把收益归因于多样性。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG96ED71161DE9A09A","ELIGIBLE_BROAD","Cross-Platform Chinese Offensive Comment Detection via Dual-Threshold Hard Example Mining","https://arxiv.org/pdf/2606.27629","OFFICIAL_REPOSITORY","2026-08-10T04:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ4;RQ7","DIRECT_INTERVENTION","跨平台域偏移会使源域文本分类器退化，单一置信阈值难同时覆盖不同类型的错误候选。","方法从无标签目标平台语料中按高低双阈值筛出易错候选，经少量人工标注后做二次微调，并与原始二分类基线比较。","论文报告在微博、小红书、贴吧和知乎测试上以少量标注困难样本取得跨平台性能提升。","它同时引入目标域数据、人工标签和二次微调，不能分离 hard mining 与域适配的贡献；当前为新近预印本，跨 seed 和等预算随机证据需要进一步核验。","可作为阈值窗口而非单端极值选样的干预案例，并提醒 Stage1 对边界两侧候选分别记录来源域与标签可靠性。","不能把文本双阈值直接映射成 normal q68 或 FN95 阈值，也不能声称 confidence band 已稳压同预算随机回流。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG0AB16F1091A59FC7","ELIGIBLE_BROAD","A Bayesian Information-Theoretic Approach to Data Attribution","https://arxiv.org/pdf/2604.03858","OFFICIAL_REPOSITORY","2026-08-10T04:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ3;RQ5;RQ7","DIRECT_MECHANISM","经典 influence 在非凸网络中依赖局部线性和曲率近似，单点分数也不能自然表达一组样本的互补信息。","论文把移除子集后查询预测熵的增加定义为 information loss，用训练后 tangent features 的高斯过程近似，并以 information gain 松弛获得可扩展、鼓励多样性的集合检索。","作者在反事实敏感性、已知污染检索和 coreset 任务上报告竞争性结果，并指出单点极限与经典 influence 存在联系。","它估计的是指定查询的预测归因，不是重复训练后的平均 replay 效用；2026 预印本的外部复现和真实大模型近似误差仍有限。","可用于支持 A 必须绑定明确目标探针、D 必须是集合条件值，并设计移除或加入小集合的反事实验证，而非永久单样本总分。","不能把信息增益数值直接当作 TN_at_FN95 增益，也不能省略真实 T/R1/R2 重训来确认效用。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGEA425BFE9005768E","EXCLUDE","Machine learning approaches for parameter reweighting in MC samples of top quark production in CMS","https://arxiv.org/pdf/2312.00505","OFFICIAL_REPOSITORY","2026-08-10T04:05:00+08:00","TITLE;ABSTRACT;PROBLEM","NOT_APPLICABLE_WITH_REASON:excluded","EXCLUDED","该工作用神经网络给粒子物理 Monte Carlo 事件赋权，以从单一模拟样本近似不同物理参数下的分布。","NOT_APPLICABLE_WITH_REASON:它研究事件分布参数重加权，不研究训练过程中样本是否值得学习、选择或重复曝光。","NOT_APPLICABLE_WITH_REASON:结论是减少重复探测器模拟成本，目标不是神经模型的样本效用或泛化。","标题中的 reweighting 容易与训练样本重加权混淆，但其权重用于物理分布变换，不作用于目标模型训练样本选择。","NOT_APPLICABLE_WITH_REASON:不存在可直接进入 Stage1 Q/R/A/D 或有限预算 replay 的机制。","不能用该文支持 sample weighting、hard example mining、gradient alignment 或随机回流优势。","NOT_APPLICABLE_WITH_REASON:physical Monte Carlo event reweighting is not neural-training sample utility or replay selection","codex_primary_review"
"RGE5C6776C367063E6","ELIGIBLE_BROAD","Balanced self-paced learning with feature corruption","https://api.crossref.org/works/10.1109/ijcnn.2017.7966104","OFFICIAL_REPOSITORY","2026-08-10T04:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ4;RQ6","DIRECT_INTERVENTION","全局按损失从易到难加入样本会造成类别选择严重失衡，而特征扰动训练又容易陷入非凸局部最优。","BSPL 在每个类别内部按损失迭代选择样本以保持类别平衡；BSPL-FC 将特征腐蚀写成正则项并与该自步选择联合优化。","作者报告平衡自步与特征腐蚀联合模型在所测数据上优于比较方法，认为其兼顾过拟合控制和局部最优规避。","方法同时改变样本时序、类别组成和特征噪声，无法仅归因于难度调度；摘要级来源未提供 Stage1 所需跨 seed 和严格曝光审计。","Stage1 可把类别内分层和阶段性加入作为独立析因，确保 current-loss/RHO 对照不会因 normal/defect 组成变化而获得额外优势。","不能从易到难课程推出极难样本最终有价值，也不能把每类平衡直接解释为 FN95 约束下的最佳 guard 比例。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG21D8C5F6C46DCEDF","EXCLUDE","Geometric Estimation on Manifolds Based Training Data Selection","https://api.crossref.org/works/10.1109/iceict53123.2021.9531257","OFFICIAL_REPOSITORY","2026-08-10T04:05:00+08:00","TITLE;ABSTRACT;PROBLEM","NOT_APPLICABLE_WITH_REASON:excluded","EXCLUDED","雷达 STAP 用受污染快拍估计杂波协方差时性能下降，需要剔除非同质训练数据。","NOT_APPLICABLE_WITH_REASON:方法以流形散度估计协方差并结合 GIP 准则检测污染快拍，不涉及神经网络训练动态或 replay。","NOT_APPLICABLE_WITH_REASON:论文结论针对小样本支持下的雷达杂波协方差估计与污染检测。","虽然名称含 training data selection，但这里的 training data 是统计协方差参考单元，不是通过 SGD 学习的样本边际效用。","NOT_APPLICABLE_WITH_REASON:与 Stage1 的 Q/R/A/D、epoch lag、累计曝光和随机回流干预没有直接可检验映射。","不能把流形几何污染分数当作图像标签可靠性、可学习性或梯度方向证据。","NOT_APPLICABLE_WITH_REASON:radar covariance reference-cell selection does not study neural-training sample utility or replay","codex_primary_review"
"RG4414C5B19B5209C2","ELIGIBLE_BROAD","Uncertainty measurement-guided iterative sample selection via shallow convolutional neural network for hyperspectral image classification","https://api.crossref.org/works/10.1117/1.jrs.16.038501","OFFICIAL_REPOSITORY","2026-08-10T04:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ5;RQ7","DIRECT_INTERVENTION","高光谱标注昂贵且传统标签含噪，目标是用更小但信息量更高的训练集合降低冗余。","ISS-Un 迭代训练浅深特征 CNN，并用 least confidence、margin、entropy 或融合的 margin-entropy 规则选择新增样本。","作者称三套高光谱数据上迭代不确定性选择比随机采样形成更紧凑有效的数据集，MEF 在五种 CNN 上总体最好。","这是主动标注而非已标注样本额外 replay；不确定性、迭代新增和标注预算共同作用，Crossref 来源只支持概要判读。","可作为 uncertainty 必须与随机同预算比较、选择需随模型更新的案例；Stage1 应单列 confidence-only 和动态刷新。","不能由高光谱主动学习结果证明不确定性 Top-K 能跨 seed 稳压 random replay，也不能替代 OOF 可靠性门控。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGB1222548ED2D583A","ELIGIBLE_BROAD","Batch-level Experience Replay with Review for Continual Learning","https://doi.org/10.48550/arxiv.2007.05683","PRIMARY_PUBLISHER","2026-08-10T04:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ6;RQ7","DIRECT_INTERVENTION","连续学习需要在新数据可塑性与旧知识稳定性间平衡，有限 replay buffer 的更新与复习时机影响遗忘。","方法在 batch 级经验回放基础上加入 review 阶段，对当前流与记忆数据进行训练，以适配 CORe50 的多种连续学习场景。","该方案在 CVPR 2020 CLVision 挑战的三个场景中排名第一，表明简单 replay 时序可成为强基线。","挑战排名同时包含训练技巧和具体协议，摘要未隔离样本身份、review 时机与曝光量，也不是独立同分布二分类。","Stage1 应将 replay 时机和累计曝光写成显式合同，并保留简单持续 replay 作为强基线，不能只比较复杂选样器。","不能从连续学习防遗忘结果推出某张 normal 有正向 FN95 价值，也不能忽略不同策略的 optimizer steps。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGD59D4171D2347E76","ELIGIBLE_BROAD","Gradient Descent on Neural Networks Typically Occurs at the Edge of Stability","https://doi.org/10.48550/arxiv.2103.00065","PRIMARY_PUBLISHER","2026-08-10T04:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ3;RQ6","DIRECT_MECHANISM","神经网络优化常违反局部二次稳定和单调下降假设，瞬时训练损失或梯度信号可能随训练状态强烈振荡。","论文跟踪全批量梯度下降中的最大 Hessian 特征值，观察其围绕约二除以步长的稳定边界，并分析短期非单调、长期下降的训练轨迹。","作者在多种网络训练中发现 Edge of Stability 是常见现象，提示传统平滑优化近似不足以解释实际训练。","它没有进行样本选择、replay 或随机对照，不能直接给出样本效用；全批量结果也不能无条件迁移到 mini-batch YOLO。","它支持 A/R 信号必须带 checkpoint 与训练阶段身份，并提醒单步梯度一阶近似应由真实干预和跨阶段一致性校验。","不能据此断言后期 replay 必然有害，也不能把 Hessian 边缘状态当作高价值样本筛选规则。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGEB6999CC457C81BD","ELIGIBLE_BROAD","Dynamically Composing Domain-Data Selection with Clean-Data Selection by “Co-Curricular Learning” for Neural Machine Translation","https://www.aclweb.org/anthology/P19-1123.pdf","OFFICIAL_REPOSITORY","2026-08-10T04:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ4;RQ5;RQ6;RQ7","DIRECT_INTERVENTION","域相关性和语料洁净度是不同质量维度，分别静态筛选或简单合并无法表达二者随训练变化的交互。","方法分别构造动态 domain 与 denoising curriculum，再以 mixed 或 cascaded co-curriculum 组合，并用 EM 风格过程更新节奏；存活样本仍均匀采样。","两个翻译域实验显示组合课程优于随机、单独域选择和单独去噪等基线，并分析了被调度数据的性质。","域与噪声评分依赖额外模型和语料假设，BLEU 收益不等于样本单次边际价值；具体组合、候选池和训练顺序共同改变。","Stage1 可将 Q 与目标相关性分成先后门控而非任意加权，并保留随机探索底座与动态刷新日志。","不能把 mixed/cascade 的翻译结论直接决定 Q/R/A/D 顺序，也不能省略同实际曝光、同增强的随机对照。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG91A2F3C2310A2ACD","ELIGIBLE_BROAD","Curriculum self-paced learning for cross-domain object detection","https://api.crossref.org/works/10.1016/j.cviu.2021.103166","OFFICIAL_REPOSITORY","2026-08-10T04:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ4;RQ6;RQ7","DIRECT_INTERVENTION","源域目标检测器在新域中受域偏移影响，目标域伪标签的可靠性与难度需要随适应过程控制。","框架结合 CycleGAN 源到目标转换与自步伪标签学习，按设计的难度度量从易到难吸收目标域样本，并进行组件和难度度量消融。","作者在四个跨域检测基准上报告优于当时方法，并称其难度量与性能相关且优于替代难度指标。","图像转换、伪标签、自步课程同时变化，难度相关性并非 replay 因果效用；元数据级全文不足以核验跨 seed 与预算公平性。","可支持 Stage1 先做 Q 可靠性门控再研究 R，并把课程时点作为独立因素，不把伪标签不确定性混成一个总分。","不能由跨域检测结果推出当前 OOF loss 高的原始已标注图像值得重复，也不能直接映射到 FN95 局部目标。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG29D54F85D4B58951","ELIGIBLE_BROAD","Separating hard clean samples from noisy samples with samples’ learning risk for DNN when learning with noisy labels","https://link.springer.com/content/pdf/10.1007/s40747-024-01360-z.pdf","PRIMARY_PUBLISHER","2026-08-10T04:05:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ4;RQ5","DIRECT_INTERVENTION","高损失和低真类概率同时出现在 hard-clean 与 noisy 样本上，仅凭难度会错误压制具有不规则但有效特征的干净样本。","SLRLNL 以学习某样本后训练准确率变化定义 learning risk，并结合难度和与其他样本的特征相似性区分 hard-clean/noisy，再用重标记标签增强利用困难样本。","作者在合成和真实噪声数据上报告更准确的噪声识别与优于多种 LNL 方法的分类结果。","learning risk 依赖训练集准确率而非独立业务目标，特征相似性含义也与视频重复不同；标签修正与样本选择贡献需要消融。","Stage1 应将 Q 的标签风险、R 的可学性和 D 的相似覆盖分开记录，并专门比较极端困难尾部、hard-clean 窗口与同池随机。","不能把高 learning risk 或低相似性直接当作正向 FN95 utility，也不能假设标注均正确时噪声学习结果仍同样成立。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
