queue_id,decision,canonical_title,primary_url_checked,source_authority,checked_at,reading_scope,direct_rq_ids,relevance_class,problem_summary_zh,method_overview_zh,conclusion_summary_zh,critical_review_zh,stage1_transfer_zh,cannot_infer_zh,exclusion_reason,reviewer
"RG3B3863264B01E1E6","ELIGIBLE_BROAD","Adaptive Data Pruning for Support Vector Machines","https://api.crossref.org/works/10.1109/bigdata.2018.8622287","OFFICIAL_REPOSITORY","2026-08-10T07:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ2;RQ5","DIRECT_MECHANISM","SVM 全量训练昂贵，但许多远离边界的数据点对最终最优超平面没有作用。","Sahara 通过 SVD 和稀疏数据矩阵计算决定超平面的参数上下界，识别可安全移除的数据点。","作者给出对任意给定数据保持最优 SVM 超平面的理论保证，并报告训练显著加速。","它说明某些模型存在可证明零边际样本，但结论依赖凸 SVM 与支持向量结构，不适用于非凸深网。","Stage1 可把已稳定学会且对目标梯度近零的样本设为低优先级，同时保留小比例随机审计。","不能由 SVM 非支持向量推出深网小梯度样本永久无用，也不能映射 replay 的跨阶段价值。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG7847EF6B0844A898","ELIGIBLE_BROAD","Training Data Selection for Event Classification in a Highly Variable Environment","https://www.osti.gov/servlets/purl/1909106","AUTHOR_HOSTED","2026-08-10T07:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ2;RQ5;RQ7","DIRECT_INTERVENTION","核设施稀有事件发生环境差异大，用全部历史事件训练可能比选择与当前事件相似的子集更差。","方法用动态时间规整、Jaccard 相似度与聚类为给定测试事件做 similitude assessment，并枚举独特训练事件组合比较预测。","作者以 HFIR 启动功率预测验证按目标事件选择训练集是否优于全量训练。","它是 target-conditional set utility 的直接设计，但按测试事件适配会在 Stage1 构成 test leakage，且事件数很小。","Stage1 只能用独立 val_target 尾部定义相似性，冻结后再评 val_op/test，并报告集合组合而非单图值。","不能用最终 test 样本逐个选训练集，也不能由事件相似度直接推断图像梯度方向。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG84D8EFD7A0AD44CB","ELIGIBLE_BROAD","Class-Incremental Learning Using Generative Experience Replay Based on Time-Aware Regularization","https://arxiv.org/pdf/2310.03898","OFFICIAL_REPOSITORY","2026-08-10T07:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ5;RQ6","TRANSFER_COMPONENT","严格类增量学习不能保存旧数据且模型大小固定，生成 replay 的监督、潜变量和重构目标随阶段的重要性不同。","方法生成旧任务伪样本，并以 time-aware regularization 动态调节三项训练目标，在新旧任务并行训练。","作者在主要持续学习基准上报告改善记忆保持和平均性能。","它支持 replay 强度与保护项应随时间变化，但生成样本质量和正则调度混合，不能归因于样本选择。","Stage1 可将 replay envelope 与 weak-defect 保护分开析因，并记录每轮累计曝光和基础训练不变。","不能把生成旧类伪样本用于真实缺陷标签，也不能由持续学习平均性能确定 Stage1 衰减点。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG2C01298638C4378F","ELIGIBLE_BROAD","Cluster-Based Optimization of Training Data Selection for Image Copy Detection Models","https://api.crossref.org/works/10.1109/iceeng58856.2024.10566392","OFFICIAL_REPOSITORY","2026-08-10T07:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ2;RQ5","DIRECT_INTERVENTION","图像复制检测训练集规模大，随机固定预算子集可能重复且不能覆盖增强变体。","论文用 KMeans 和 Bisecting KMeans 构造代表性子集，以 EfficientNet、ResNet 和对比学习训练并与 24 万图随机子集比较。","作者报告聚类子集在两类模型上均优于同规模随机子集。","它提供图像集合覆盖胜随机的直接证据，但复制检测数据结构特殊，聚类特征和 seed 数需筛读。","Stage1 可用冻结 embedding 比较随机、簇配额与视频限流，确保总 unique 与 exposure 一致。","不能由复制增强覆盖直接证明困难 normal 有价值，也不能忽略簇中心选择偏差。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGC7F11FE79EDA608C","ELIGIBLE_BROAD","Partial AUC Maximization via Nonlinear Scoring Functions","https://arxiv.org/pdf/1806.04838","OFFICIAL_REPOSITORY","2026-08-10T07:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ8","TARGET_METRIC","类别先验偏斜的异常检测和诊断任务中，accuracy 不合适，线性 scoring 也限制直接优化局部 ROC。","论文以生成模型和深网两类非线性 scoring function 直接最大化指定 ROC 区间的 pAUC。","作者在 Subaru 望远镜真假目标二分类上报告非线性方法优于传统线性方法。","它支持训练目标应聚焦业务 ROC 区域；普通单向 pAUC 与同时截取 weak-defect 和 dangerous-normal 的 two-way 局部目标不同。","Stage1 可把 FN95 邻域 pairwise loss 作为 A 的目标代理，并保留 raw frontier AUC 为最终干预指标。","不能以 pAUC surrogate 值直接排序 replay 样本，也不能把模型训练目标与评价数据混用。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGF0703315B96EA08D","ELIGIBLE_BROAD","Cost-Sensitive Self-Paced Learning With Adaptive Regularization for Classification of Image Time Series","https://api.crossref.org/works/10.1109/jstars.2021.3127754","OFFICIAL_REPOSITORY","2026-08-10T07:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ2;RQ4;RQ6","DIRECT_INTERVENTION","遥感时序域迁移中样本错误代价不等且目标标签稀缺，错误传播会污染 self-paced 训练。","CSSPL 先给不同错误类型设成本，再以 loss 驱动的自适应混合正则分配样本权重，偏向可靠样本。","作者报告可形成可靠训练样本集合并提高时序图像分类准确率。","它把成本约束、可靠性和阶段权重联合，但无法从摘要分离组件贡献，手工错误成本也不是样本价值。","Stage1 可用 FN 风险作为硬约束而非权重，并在可行集合中检验动态 Q/R 选择。","不能把 loss 权重直接设置成 FN 成本，也不能由域迁移结果确定 replay 的方向。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG66EE28DBBBD15BA1","ELIGIBLE_BROAD","Deep Bayesian Active Learning with Image Data","https://arxiv.org/pdf/1703.02910","OFFICIAL_REPOSITORY","2026-08-10T07:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ5;RQ7","DIRECT_INTERVENTION","深网主动学习需要小数据可更新模型和可信不确定性，但普通深网置信度并不表示模型不确定性。","论文将 Bayesian CNN 和近似后验不确定性接入主动学习 acquisition，在高维图像中迭代查询。","作者在 MNIST 与 ISIC2016 皮肤病图像上报告相对既有主动学习方法显著改善。","它奠定 epistemic uncertainty 的候选价值，但 uncertainty-only 容易冗余，且主动标注与已标注 replay 不同。","Stage1 可把 MC-dropout 方差作为 R/Q 候选字段，与 OOF 分歧和覆盖组合而非单独 Top-K。","不能把 Bayesian uncertainty 当作 utility，也不能由主动学习增益断言重复曝光同样有效。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG23DF024E49773E64","ELIGIBLE_BROAD","A Snapshot of Influence: A Local Data Attribution Framework for Online Reinforcement Learning","https://arxiv.org/pdf/2505.19281","OFFICIAL_REPOSITORY","2026-08-10T07:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ3;RQ6;RQ7","DIRECT_INTERVENTION","在线 RL 中每条经验既更新策略又改变未来采样，固定数据集的静态归因假设失效。","论文对近期 buffer 做 checkpoint-local attribution，以训练损失与动作或累计回报目标的梯度相似度衡量贡献，并迭代过滤经验。","作者在控制、导航、运动和 RLHF 上报告 IIF 降低样本复杂度、加速训练并提高回报。","它直接支持局部目标、阶段归因和干预闭环，但在线数据反馈会混入策略分布变化，监督 replay 更容易做严格对照。","Stage1 可在固定候选和 checkpoint 上算局部 A，并用下一阶段 replay 结果验证，而不跨阶段平均。","不能把 RL return gradient 直接映射 FN95，也不能由局部相似度称样本永久有价值。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG0A720D1044C91A86","ELIGIBLE_BROAD","Coreset Selection for Object Detection","https://arxiv.org/pdf/2404.09161","OFFICIAL_REPOSITORY","2026-08-10T07:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ3;RQ5","DIRECT_INTERVENTION","分类 coreset 假设一图一对象，不能表示检测图中多对象和类别内关系。","CSOD 为图中每类多个对象生成 imagewise 和 classwise 代表向量，再以次模优化同时考虑代表性和多样性。","作者在 Pascal VOC 选择 200 图时报告 AP50 比随机高 6.4 个百分点。","它是视觉任务中集合覆盖胜随机的直接证据，但 detection 与二分类标签结构不同，单预算和 seed 稳定性需筛读。","Stage1 可把一帧内区域和视频组表征纳入 D，并以 method-matched random 排除类别构成差异。","不能由 AP50 改善推出 FN95，也不能把检测对象向量直接当分类 head gradient。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGA3E1389D0D48A1E1","ELIGIBLE_BROAD","Selecting Samples on Graphs: A Unified Dataset Pruning Framework for Lossless Training Acceleration","https://arxiv.org/pdf/2606.12913","OFFICIAL_REPOSITORY","2026-08-10T07:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ2;RQ5","DIRECT_INTERVENTION","仅用单点 intrinsic 分数或仅用样本关系 diversity 的剪枝方法，在预算和分布变化时各有失效区间。","框架把样本建成加权图，节点表示 intrinsic value、边表示 extrinsic value，将选择写成最大权 clique 并用有近似保证的边际贪心求解。","作者报告在多种剪枝任务上优于既有方法，ImageNet-1K ResNet-50 节省超过百分之四十训练时间且不损准确率。","它明确把样本价值写为集合边际增益，契合 D；新论文的 mild conditions、随机基线和大规模近似需精读。","Stage1 应先定义 Q/R/A 可行候选，再让 D 以边际增益选集合，不构造任意线性总分。","不能把图目标近似保证误写成泛化保证，也不能由 lossless 剪枝推断 replay 能提升业务指标。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
