queue_id,decision,canonical_title,primary_url_checked,source_authority,checked_at,reading_scope,direct_rq_ids,relevance_class,problem_summary_zh,method_overview_zh,conclusion_summary_zh,critical_review_zh,stage1_transfer_zh,cannot_infer_zh,exclusion_reason,reviewer
"RGEBE97F61439E4246","ELIGIBLE_BROAD","Data Pruning-enabled High Performance and Reliable Graph Neural Network Training on ReRAM-based Processing-in-Memory Accelerators","https://api.crossref.org/works/10.1145/3656171","OFFICIAL_REPOSITORY","2026-08-10T05:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ5;RQ6;RQ7","DIRECT_INTERVENTION","边缘设备上的大图 GNN 训练既受内存与计算限制，也会加速 ReRAM 写损耗。","方法先训练轻量二值图分类器，在训练早期识别并剪除冗余子图，再在 ReRAM PIM 上训练剩余图。","作者报告最高约 1.6 倍训练加速和显著训练成本、器件可靠性收益。","选择器、图结构和专用硬件共同决定结果，主要终点是系统成本而非样本泛化效用。","Stage1 可借鉴先做低成本候选池压缩和保存系统开销字段，但科学结论仍由同预算 replay 重训决定。","不能把硬件耐久收益解释成图像样本价值，也不能把子图 pruning 直接迁移成帧排序。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGFDF366471074E7BB","ELIGIBLE_BROAD","DeepCore: A Comprehensive Library for Coreset Selection in Deep Learning","https://arxiv.org/pdf/2204.08499","OFFICIAL_REPOSITORY","2026-08-10T05:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ3;RQ5;RQ6;RQ7","STRICT_CONTROL_NEGATIVE","各 coreset 方法使用不同模型、数据和预算，缺少统一实现与公平横向比较。","DeepCore 统一实现并在 CIFAR-10 与 ImageNet 上比较多类几何、损失、梯度和训练动态选样方法。","多种方法只在特定设置占优，随机选择仍是强基线。","该基准支持方法与预算交互而非全局赢家，但 pruning 训练和 Stage1 额外 replay 的估计量不同。","Stage1 应用统一后端、严格预算和多 seed 比较 Q/R/A/D 各层，而非用单次 top-k 结果定案。","不能由某个基准的随机优势断言所有定向 replay 无效。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG6C5FDBE117793A29","ELIGIBLE_BROAD","A CNN-Based Method of Vehicle Detection from Aerial Images Using Hard Example Mining","https://api.crossref.org/works/10.3390/rs10010124","OFFICIAL_REPOSITORY","2026-08-10T05:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ6;RQ7","DIRECT_INTERVENTION","稀疏航拍车辆训练数据中，均匀 SGD 可能把大部分计算花在低损失样本上。","方法在每批 500 或 1000 个候选中按 loss 选 100 个训练，并消融正负样本比例。","纽约航拍实验中 HEM 相对普通 SGD 的 F1 约提高 0.02。","该工作证明 loss mining 在特定检测任务可有效，但样本选择发生在 batch 内且正负比例也是干预变量。","Stage1 可保留 current-loss arm 作为必要旧式基线，并严格匹配候选池和实际反向传播预算。","不能把局部 F1 提升外推为 FN95 改善，也不能据此认为最高 loss 一定可学习。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG459DB09351F2B253","ELIGIBLE_BROAD","A Spatial-Spectral Disagreement-Based Sample Selection With an Application to Hyperspectral Data Classification","https://api.crossref.org/works/10.1109/lgrs.2018.2868862","OFFICIAL_REPOSITORY","2026-08-10T05:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ4;RQ5;RQ7","DIRECT_INTERVENTION","高光谱标注稀缺，单一视图选伪标签容易把局部错误加入训练集。","方法从光谱 SVM 与空间 MRF 的分歧产生边界候选，再用空间邻域投票验证并扩展训练点。","作者报告利用视图多样性而非共识能可靠扩充训练集并改善多种分类器。","新增伪标签与 replay 已标注样本不同，空间平滑假设也可能掩盖少数真实边界。","Stage1 可把模型分歧与局部邻域一致性分别作为 R 和 Q 候选，并测试交集及反例。","不能把 disagreement 自动视为信息量，也不能以空间邻域投票替代标签真值。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGFCD4B8DDEC1FC480","ELIGIBLE_BROAD","Addressing Multi-Label Learning with Partial Labels: From Sample Selection to Label Selection","https://ojs.aaai.org/index.php/AAAI/article/download/34119/36274","PRIMARY_PUBLISHER","2026-08-10T05:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ4;RQ7","TRANSFER_COMPONENT","部分多标签任务直接丢弃低置信样本会浪费其仍正确的监督信号，并产生确认偏差。","CLS 用双网络协作选择应移除的假阴性标签，同时放弃无信息负标签而尽量保留完整样本。","作者在多种部分多标签数据上报告优于现有方法。","它改变标签粒度而非样本 replay，且多标签不平衡不同于二分类；但直接反驳一票否决式 sample filtering。","Stage1 对疑似噪声图片应先标记风险或降权，保留可人工复核与局部目标信息，而非默认整张删除。","不能据此自动修正 normal/defect 标签，也不能把标签选择收益称为 replay 价值。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGBA267DBAAD82DE70","ELIGIBLE_BROAD","Toward improving global rice yield reference dataset compilation through machine learning: Insights from training data selection and random forest analysis","https://www.jstage.jst.go.jp/article/agrmet/81/2/81_D-24-00033/_pdf","AUTHOR_HOSTED","2026-08-10T05:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ5;RQ7","TRANSFER_COMPONENT","全球产量模型的可预测范围受训练数据覆盖的产量区间和地理范围限制。","研究用不同产量范围、地域覆盖和变量集合构建随机森林训练集，再在验证区域比较外推误差。","训练集未覆盖的产量范围无法可靠复现；覆盖目标区间比单纯增加变量更关键。","随机森林回归与图像 replay 不同，但明确展示覆盖支持集是泛化的必要条件。","Stage1 的 D 层应报告危险 normal 与弱 defect 的来源、分数区间和视觉簇覆盖，避免只追极端尾部。","不能把地理坐标重要性迁移为图像来源捷径，也不能推断均匀覆盖一定优于目标方向选择。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGC01857D6E562A6C2","ELIGIBLE_BROAD","Online Class-Incremental Continual Learning with Adversarial Shapley Value","https://doi.org/10.1609/aaai.v35i11.17159","PRIMARY_PUBLISHER","2026-08-10T05:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ2;RQ3;RQ5;RQ6;RQ7","DIRECT_INTERVENTION","在线持续学习的有限 buffer 需要同时保留旧类边界和适应新类，单一相似度或 loss 难兼顾稳定性与塑性。","ASER 用对抗 Shapley 分数衡量 buffer 样本保护旧边界及干扰当前边界的联合贡献，并据此选 replay。","作者在多种在线类增量数据上报告相对 replay 基线有竞争力或更好。","Shapley 近似成本和结果依赖当前 batch 与 buffer 上下文，正好说明价值不是照片固有标量。","Stage1 可把集合条件价值写成对 weak-defect 稳定与 hard-normal 塑性的双目标，并做组级边际干预。","不能直接计算精确 Shapley 覆盖 12 万图，也不能把持续学习遗忘等同于固定数据过采样。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG44C441DEA215467A","ELIGIBLE_BROAD","Non-Intrusive Load Monitoring of Household Devices Using a Hybrid Deep Learning Model through Convex Hull-Based Data Selection","https://api.crossref.org/works/10.3390/en15031215","OFFICIAL_REPOSITORY","2026-08-10T05:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ5;RQ7","TRANSFER_COMPONENT","负荷监测连续信号冗余高，需要从大量窗口中保留能覆盖几何边界的信息点。","方法用随机近似凸包选择真实凸包顶点，再训练 CNN 分类与双向 LSTM 回归混合架构。","四种设备上报告较高 F1 与估计准确率并优于若干已有方案。","凸包选择和混合模型同时变化，几何极点可能也是噪声；没有严格同规模随机重训信息。","Stage1 可把 embedding 边界覆盖作为 D 层候选，并与聚类中心和随机覆盖并列消融。","不能把凸包顶点称为高价值样本，也不能从时序回归结果推断 FN95 效用。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG90CBD815709C5863","ELIGIBLE_BROAD","Training Data Selection by Categorical Variables for Better Rare Event Prediction in Multiple Products Production Line","https://api.crossref.org/works/10.3390/electronics11071056","OFFICIAL_REPOSITORY","2026-08-10T05:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ5;RQ7","DIRECT_INTERVENTION","多产品生产线把所有时序混训会掩盖类别变量导致的生产行为差异，稀有事件尤其难预测。","方法按类别变量切分不等长多变量时序，以距离矩阵和聚类形成多个小训练集并训练同结构专用模型。","真实生产线实验报告重构性能改善，并可量化不同行为的相似性。","方法改变训练分布和模型数量，无法隔离单样本作用；任务是时序重构而非二分类 replay。","Stage1 可按视频、设备或管段检查条件分布，避免跨来源 hard sample 混成一个排名。","不能据此为每个来源训练独立模型，也不能用类别聚类直接取代覆盖随机对照。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGBF6D4DFEBCE6B0AB","ELIGIBLE_BROAD","RCAP: Robust, Class-Aware, Probabilistic Dynamic Dataset Pruning","https://arxiv.org/pdf/2606.11761","OFFICIAL_REPOSITORY","2026-08-10T05:35:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ2;RQ5;RQ6;RQ7","DIRECT_INTERVENTION","动态 pruning 在高压缩率和不平衡数据上容易牺牲最差群体，单一全局比例会造成类别覆盖不足。","RCAP 每 epoch 用类别聚合 loss 闭式估计各类保留比例，再以概率采样优先保留高 loss 样本。","作者在六个数据集、五类模型和三种训练范式下报告较好 worst-group accuracy 与加速。","类配额与高 loss 采样共同变化，且 2026 预印本需要核查随机基线、seed 和高压缩例外。","Stage1 可把动态 cap 拆成类别覆盖配额与 R 排序两个独立因素，并报告弱 defect 最差组。","不能从 worst-group pruning 直接得到 replay 最优比例，也不能把聚合 loss 当单样本效用。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
