queue_id,decision,canonical_title,primary_url_checked,source_authority,checked_at,reading_scope,direct_rq_ids,relevance_class,problem_summary_zh,method_overview_zh,conclusion_summary_zh,critical_review_zh,stage1_transfer_zh,cannot_infer_zh,exclusion_reason,reviewer
"RG756A41981DC69BA5","ELIGIBLE_BROAD","Example Forgetting: A Novel Approach to Explain and Interpret Deep Neural Networks in Seismic Interpretation","https://arxiv.org/pdf/2302.14644","OFFICIAL_REPOSITORY","2026-08-10T04:40:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ4;RQ5","DIRECT_INTERVENTION","地震解释模型遇到训练未覆盖区域会产生语义错误，需要定位表示流形中反复遗忘的区域。","论文逐训练阶段跟踪地震反射的 forgetting，并关联其决策边界位置，再对高遗忘区域做风格迁移增强重训。","作者报告改善欠代表类别分割并显著减少 F3 体数据中的遗忘区域。","收益同时来自区域发现与生成式增强，不能单独归因 forgetting 分数；目标是分割平均性能。","Stage1 可将 forgetting/relearning 用于 TD 分型，并比较原图 replay 与合成增强，首轮仍保持原图不变。","不能把高 forgetting 直接等同高价值，也不能由地震体结果推出 FN95。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG87A5FEFBCDD611DB","ELIGIBLE_BROAD","Deep Batch Active Learning by Diverse, Uncertain Gradient Lower Bounds","https://arxiv.org/pdf/1906.03671","OFFICIAL_REPOSITORY","2026-08-10T04:40:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ2;RQ3;RQ5;RQ7","DIRECT_INTERVENTION","单纯 uncertainty 批量查询会选出冗余样本，不能同时保证信息量和覆盖。","BADGE 用假标签构造最后层 gradient embedding，其范数编码不确定性，再用 k-means++ 在梯度空间选择多样 batch。","作者在多个深度主动学习基准上报告统一且有竞争力的表现。","gradient embedding 是 acquisition proxy，使用伪标签且标签在查询后新增；它不是完整训练影响或已标注 replay。","Stage1 可用 head-gradient embedding 做 D，而把 A 的目标方向单独计算，比较 Top-K 与 k-means++/coverage。","不能把 BADGE 范数视为正向效用，也不能由主动学习胜负断言回流稳压随机。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG0446F40C92BDD5DD","ELIGIBLE_BROAD","RANSAC-based training data selection for emotion recognition from spontaneous speech","https://api.crossref.org/works/10.1145/1877826.1877831","OFFICIAL_REPOSITORY","2026-08-10T04:40:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ2;RQ4;RQ5","DIRECT_INTERVENTION","自发情绪语音标签模糊，少量可疑实例会影响 HMM 训练。","方法在训练阶段用 RANSAC 共识清理疑似标签异常，再训练不同状态数和混合数的 HMM。","作者报告 unweighted recall 最多提高 2.84%，并用 McNemar 检验为显著。","RANSAC 假设多数内点且 HMM 任务较旧；清理收益不等于 replay 中被保留样本的边际价值。","Stage1 可将多模型/重采样一致性作为 Q，且对疑似噪声做去除而非高倍率回流的对照。","不能直接设定共识阈值，也不能由统计显著性推断跨 seed replay 稳定。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG8CDE588DCDD3DC32","EXCLUDE","A data attribution approach for unsupervised anomaly detection on multivariate time series","https://api.crossref.org/works/10.1016/j.eswa.2025.129285","OFFICIAL_REPOSITORY","2026-08-10T04:40:00+08:00","TITLE;ABSTRACT;PROBLEM","NOT_APPLICABLE_WITH_REASON:no direct research-question mapping","EXCLUDED","论文用 explainability attribution 定位多变量时间序列中的异常时间点。","NOT_APPLICABLE_WITH_REASON:attribution is applied to input-time anomaly localization rather than training-data contribution","NOT_APPLICABLE_WITH_REASON:experiments compare anomaly detectors and do not retrain selected training subsets or replay samples","NOT_APPLICABLE_WITH_REASON:the shared data-attribution term denotes feature or time-step explanation, not training-data valuation","NOT_APPLICABLE_WITH_REASON:no Stage1 Q/R/A/D training-sample mechanism is evaluated","NOT_APPLICABLE_WITH_REASON:cannot infer sample learnability or replay value","Anomaly localization attribution is not training-data attribution.","codex_primary_review"
"RG95C7188036D6B7E8","ELIGIBLE_BROAD","MRHER: Model-based Relay Hindsight Experience Replay for Sequential Object Manipulation Tasks with Sparse Rewards","https://arxiv.org/pdf/2306.16061","OFFICIAL_REPOSITORY","2026-08-10T04:40:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ5;RQ6","TRANSFER_COMPONENT","稀疏奖励序列操作中，普通 HER 在每个子任务独立重标目标，历史经验利用不足。","MRHER 将任务拆成递增复杂度子任务，以前一子任务指导后一子任务，并用模型预测未来轨迹做 foresight relabeling。","作者在 FetchPush 和 FetchPickandPlace 上较 RHER 提高约 13.79% 和 14.29% 的样本效率。","改善来自任务分解、模型预测和重标三者，不是静态样本排名；RL 目标与监督分类不同。","Stage1 可借鉴 replay 价值依上下文与阶段条件化，避免把同一图片赋予永久分数。","不能迁移 hindsight/foresight 标签，也不能由稀疏奖励结果推断图像回流预算。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG5076E06200F9A860","ELIGIBLE_BROAD","Accounting for Variance in Machine Learning Benchmarks","https://proceedings.mlsys.org/paper_files/paper/2021/hash/0184b0cd3cfb185989f858a1d9f5c1eb-Abstract.html","AUTHOR_HOSTED","2026-08-10T04:40:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ7;RQ8","STRICT_CONTROL_NEGATIVE","机器学习基准结论同时受数据抽样、初始化、增强和超参数搜索方差影响，单次结果容易误判。","论文系统分解常见 benchmark 的变异来源，并讨论重复、报告和比较设计。","作者表明多种看似次要的随机性足以实质改变方法排序与结论。","它不是选样算法，但直接解释同一 selection 跨 seed 反转；摘要层证据需在 300 层核对方差分解细节。","Stage1 必须配对 seed、固定 base order/augmentation RNG、报告最坏 seed 与成功比例，不能只报均值。","不能从方差存在得出所有 selection 无效，也不能用更多 run 替代公平控制。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RGD8453AB27200DCF8","ELIGIBLE_BROAD","InfoBatch: Lossless Training Speed Up by Unbiased Dynamic Data Pruning","https://arxiv.org/pdf/2303.04947","OFFICIAL_REPOSITORY","2026-08-10T04:40:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ2;RQ5;RQ6;RQ7","DIRECT_INTERVENTION","按低贡献分数确定性删除样本会使训练梯度期望偏离全数据。","InfoBatch 根据 loss 分布随机删除部分低信息样本，并重标剩余梯度以保持期望无偏，动态更新选择。","作者报告跨分类、分割、预训练、扩散和指令微调节省 20%至40% 成本而性能无损。","目标是近似全数据梯度和加速，而非在额外 replay 下改善业务尾部；unbiased 仅针对指定采样/梯度估计。","Stage1 的 soft-priority sampler 应保留随机性并记录 inclusion probability，避免确定性 Top-K 分布偏移。","不能把低 loss 样本认定无价值，也不能由无损 pruning 推断正向 replay。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG51C5A93D0C5D87EA","ELIGIBLE_BROAD","Competence-based Curriculum Learning for Neural Machine Translation","https://arxiv.org/pdf/1903.09848","OFFICIAL_REPOSITORY","2026-08-10T04:40:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ2;RQ6","DIRECT_INTERVENTION","统一随机训练忽略模型当前能力，困难样本过早进入可能使优化陷入坏局部区域。","方法估计样本难度与模型 competence，用 pacing function 决定每个阶段可见的难度范围。","作者在 RNN 与 Transformer NMT 上报告训练时间最多减少 70%、BLEU 最多提高 2.2。","difficulty 与 competence 都是任务代理，课程改变样本可见次数；若不匹配累计曝光，无法归因时机。","Stage1 可把 current-state 条件和 envelope 分开，并在相同累计曝光下比较持续、衰减和阶段刷新。","不能直接采用其 competence 曲线，也不能由翻译结果断言 hardest 样本有害。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG10C9223511FCF3E2","ELIGIBLE_BROAD","Stratified Sampling Based Experience Replay for Efficient Camera Selection Decisions","https://api.crossref.org/works/10.1109/bigmm50055.2020.00029","OFFICIAL_REPOSITORY","2026-08-10T04:40:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ2;RQ5;RQ6;RQ7","DIRECT_INTERVENTION","多摄像头跟踪动作不平衡，普通 ER 会偏向高频动作并损害最终任务。","方法把经验按动作分入多个 replay memory，再独立分层抽样形成多样 mini-batch。","作者在 NLPR MCT 与 DukeMTMC 上报告性能和计算收益。","动作分层不同于图像类别/视频簇，且目标是 RL 相机决策；来源目前 DOI 级。","Stage1 的 R1/R2 应匹配类别、来源和困难层，并报告实际 optimizer-visible exposure，防止高频模式垄断。","不能直接复用动作均衡比例，也不能推断分层随机必然优于全局随机。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
"RG5D8A3E8CDC70E4D7","ELIGIBLE_BROAD","Dynamic Data Selection for Curriculum Learning via Ability Estimation","https://www.aclweb.org/anthology/2020.findings-emnlp.48.pdf","OFFICIAL_REPOSITORY","2026-08-10T04:40:00+08:00","TITLE;ABSTRACT;PROBLEM;METHOD_OVERVIEW;CONCLUSION","RQ1;RQ2;RQ5;RQ6;RQ7","DIRECT_INTERVENTION","课程学习常用固定难度和能力启发式，不能反映每个 epoch 的模型状态。","DDaCLAE 学习样本难度参数，并在每个 epoch 探测模型能力，只选择当前适合的训练样本。","作者报告 learned difficulty 和/或 ability 在 GLUE 分类上优于启发式课程。","动态选择自由度高且每轮训练集大小变化；NLP ability 参数未必可识别可约损失或方向。","Stage1 可把是否进入当前 replay pool 定义为 V(x|theta_t)，但必须保留 lag、预算和随机探索合同。","不能把能力匹配等同 FN95 正向效用，也不能忽略选择器自身的开发集过拟合。","NOT_APPLICABLE_WITH_REASON:included candidate","codex_primary_review"
