image_id,y,WaterLevel,PF,DE,FS,RB,AF,OB,BE,RO,IN,FO,Defect
00516254,0,0,0,0,0,0,0,0,0,0,0,0,0
00635229,1,0,0,0,1,0,1,0,0,0,0,0,1
01129342,0,10,0,0,0,0,0,0,0,0,0,0,0
00994090,0,0,0,0,0,0,0,0,0,0,0,0,0
00453774,1,10,0,0,1,0,0,1,1,0,0,0,1
00343571,0,0,0,0,0,0,0,0,0,0,0,0,0
01125160,1,10,0,0,0,0,0,1,0,0,0,0,1
00649196,1,0,0,0,1,0,0,1,1,0,0,0,1
01096039,0,10,0,0,0,0,0,0,0,0,0,0,0
01072209,0,10,0,0,0,0,0,0,0,0,0,0,0
00857430,0,10,0,0,0,0,0,0,0,0,0,0,0
01237666,0,0,0,0,0,0,0,0,0,0,0,0,0
00193298,0,10,0,0,0,0,0,0,0,0,0,0,0
00577924,0,10,0,0,0,0,0,0,0,0,0,0,0
00519973,0,10,0,0,0,0,0,0,0,0,0,0,0
00765300,0,20,0,0,0,0,0,0,0,0,0,0,0
00713791,1,0,0,0,1,0,0,0,0,0,0,0,1
00706319,1,10,0,0,1,0,0,0,0,0,0,0,1
00802411,0,0,0,0,0,0,0,0,0,0,0,0,0
00233057,0,5,0,0,0,0,0,0,0,0,0,0,0
00999627,1,0,0,0,1,0,0,0,0,1,0,0,1
00830302,0,10,0,0,0,0,0,0,0,0,0,0,0
01198273,0,0,0,0,0,0,0,0,0,0,0,0,0
00940715,1,10,0,0,0,0,0,1,0,0,0,0,1
00094395,1,0,0,0,1,0,0,1,1,0,0,0,1
01164519,0,10,0,0,0,0,0,0,0,0,0,0,0
01123636,0,0,0,0,0,0,0,0,0,0,0,0,0
00629496,0,10,0,0,0,0,0,0,0,0,0,0,0
00621486,0,0,0,0,0,0,0,0,0,0,0,0,0
00933247,0,10,0,0,0,0,0,0,0,0,0,0,0
01225935,0,0,0,0,0,0,0,0,0,0,0,0,0
00132533,1,0,0,0,1,0,1,1,0,0,0,0,1
00737878,0,0,0,0,0,0,0,0,0,0,0,0,0
00300538,0,10,0,0,0,0,0,0,0,0,0,0,0
01010792,0,2,0,0,0,0,0,0,0,0,0,0,0
00500600,1,0,0,0,1,0,0,1,0,0,0,0,1
00124023,0,5,0,0,0,0,0,0,0,0,0,0,0
00446549,0,10,0,0,0,0,0,0,0,0,0,0,0
00969498,0,0,0,0,0,0,0,0,0,0,0,0,0
00878820,0,2,0,0,0,0,0,0,0,0,0,0,0
00707834,0,0,0,0,0,0,0,0,0,0,0,0,0
01277253,0,10,0,0,0,0,0,0,0,0,0,0,0
00430036,0,10,0,0,0,0,0,0,0,0,0,0,0
01295091,0,0,0,0,0,0,0,0,0,0,0,0,0
00929819,1,10,0,0,0,0,0,1,0,0,0,0,1
00477816,0,0,0,0,0,0,0,0,0,0,0,0,0
00255768,0,5,0,0,0,0,0,0,0,0,0,0,0
00197240,0,2,0,0,0,0,0,0,0,0,0,0,0
00482357,0,10,0,0,0,0,0,0,0,0,0,0,0
01166584,1,0,0,0,0,0,1,0,0,0,0,0,1
00660078,1,10,0,0,1,0,0,1,1,1,1,0,1
00927039,1,20,1,0,0,0,0,0,0,0,0,0,1
00396949,0,10,0,0,0,0,0,0,0,0,0,0,0
00789095,0,0,0,0,0,0,0,0,0,0,0,0,0
01164346,0,10,0,0,0,0,0,0,0,0,0,0,0
00862867,0,10,0,0,0,0,0,0,0,0,0,0,0
00036801,0,10,0,0,0,0,0,0,0,0,0,0,0
00986120,0,2,0,0,0,0,0,0,0,0,0,0,0
00529064,0,5,0,0,0,0,0,0,0,0,0,0,0
00340485,1,0,0,0,1,0,0,0,0,0,0,0,1
00240156,0,5,0,0,0,0,0,0,0,0,0,0,0
01218313,0,5,0,0,0,0,0,0,0,0,0,0,0
00221696,0,10,0,0,0,0,0,0,0,0,0,0,0
00503507,0,0,0,0,0,0,0,0,0,0,0,0,0
00437914,0,0,0,0,0,0,0,0,0,0,0,0,0
00244036,0,5,0,0,0,0,0,0,0,0,0,0,0
00017012,0,10,0,0,0,0,0,0,0,0,0,0,0
00605323,1,10,0,0,1,0,0,0,0,0,0,0,1
01174591,0,0,0,0,0,0,0,0,0,0,0,0,0
00027719,1,0,0,0,1,0,0,0,0,0,0,0,1
00414249,0,10,0,0,0,0,0,0,0,0,0,0,0
00253953,0,0,0,0,0,0,0,0,0,0,0,0,0
00101191,1,10,0,0,1,0,0,0,0,0,0,0,1
00309913,1,0,0,0,0,0,0,1,0,0,0,0,1
00291824,1,0,0,0,0,0,1,0,0,0,0,0,1
01177652,1,10,0,0,1,0,0,1,0,0,0,0,1
00328310,1,0,0,0,1,0,0,0,0,0,0,0,1
01066663,0,10,0,0,0,0,0,0,0,0,0,0,0
00551879,1,0,0,0,0,0,1,0,0,0,0,0,1
00471407,1,10,0,0,1,0,0,1,0,0,0,0,1
01197078,0,0,0,0,0,0,0,0,0,0,0,0,0
00824522,0,0,0,0,0,0,0,0,0,0,0,0,0
00122165,1,0,0,0,1,0,1,0,0,0,0,0,1
00135363,0,0,0,0,0,0,0,0,0,0,0,0,0
00052969,1,0,0,0,1,0,0,0,0,0,0,0,1
00430440,1,10,0,0,1,0,0,1,0,1,0,0,1
00719850,0,10,0,0,0,0,0,0,0,0,0,0,0
01180585,0,0,0,0,0,0,0,0,0,0,0,0,0
00182236,0,0,0,0,0,0,0,0,0,0,0,0,0
01200015,1,10,0,1,0,0,0,0,0,0,0,0,1
00878925,0,30,0,0,0,0,0,0,0,0,0,0,0
00143970,1,20,0,0,1,0,1,0,0,0,0,0,1
00212948,0,10,0,0,0,0,0,0,0,0,0,0,0
00148488,0,0,0,0,0,0,0,0,0,0,0,0,0
