img_path,img_rel_path,gt,pred,score,top1_prob,top2_label,top2_prob,top3_label,top3_prob,heuristic_group,heuristic_reason,training_use
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00161450.png,val/Normal/00161450.png,Normal,Abnormal,0.9999961927715049,0.9999961853027344,Normal,3.8072284951340407e-06,Normal,3.8072284951340407e-06,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00022696.png,val/Normal/00022696.png,Normal,Abnormal,0.9999602409479849,0.99996018409729,Normal,3.9759052015142515e-05,Normal,3.9759052015142515e-05,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00020484.png,val/Normal/00020484.png,Normal,Abnormal,0.9998649330809712,0.999864935874939,Normal,0.000135066919028759,Normal,0.000135066919028759,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00404389.png,val/Normal/00404389.png,Normal,Abnormal,0.9997848516795784,0.9997848868370056,Normal,0.0002151483204215765,Normal,0.0002151483204215765,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00395167.png,val/Normal/00395167.png,Normal,Abnormal,0.9996614310657606,0.9996614456176758,Normal,0.0003385689342394471,Normal,0.0003385689342394471,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00393811.png,val/Normal/00393811.png,Normal,Abnormal,0.9993951012729667,0.9993951320648193,Normal,0.0006048987270332873,Normal,0.0006048987270332873,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00457432.png,val/Normal/00457432.png,Normal,Abnormal,0.9990587862557732,0.9990587830543518,Normal,0.0009412137442268431,Normal,0.0009412137442268431,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00430291.png,val/Normal/00430291.png,Normal,Abnormal,0.9977774552535266,0.9977774024009705,Normal,0.0022225447464734316,Normal,0.0022225447464734316,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00508667.png,val/Normal/00508667.png,Normal,Abnormal,0.9953115470707417,0.9953115582466125,Normal,0.0046884529292583466,Normal,0.0046884529292583466,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00414220.png,val/Normal/00414220.png,Normal,Abnormal,0.9952413546852767,0.9952414035797119,Normal,0.004758645314723253,Normal,0.004758645314723253,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00016640.png,val/Normal/00016640.png,Normal,Abnormal,0.9950275565497577,0.9950276017189026,Normal,0.004972443450242281,Normal,0.004972443450242281,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00464860.png,val/Normal/00464860.png,Normal,Abnormal,0.99430519528687,0.9943051934242249,Normal,0.005694804713129997,Normal,0.005694804713129997,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00343781.png,val/Normal/00343781.png,Normal,Abnormal,0.9942135107703507,0.9942135214805603,Normal,0.005786489229649305,Normal,0.005786489229649305,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00432761.png,val/Normal/00432761.png,Normal,Abnormal,0.9920498747378588,0.9920498728752136,Normal,0.007950125262141228,Normal,0.007950125262141228,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00002200.png,val/Normal/00002200.png,Normal,Abnormal,0.9904578318819404,0.9904577732086182,Normal,0.009542168118059635,Normal,0.009542168118059635,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00139300.png,val/Normal/00139300.png,Normal,Abnormal,0.9878732385113835,0.9878732562065125,Normal,0.012126761488616467,Normal,0.012126761488616467,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00489593.png,val/Normal/00489593.png,Normal,Abnormal,0.9811070300638676,0.9811069965362549,Normal,0.01889296993613243,Normal,0.01889296993613243,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00155501.png,val/Normal/00155501.png,Normal,Abnormal,0.9748391918838024,0.9748391509056091,Normal,0.025160808116197586,Normal,0.025160808116197586,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00429268.png,val/Normal/00429268.png,Normal,Abnormal,0.9613350220024586,0.9613349437713623,Normal,0.03866497799754143,Normal,0.03866497799754143,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00479035.png,val/Normal/00479035.png,Normal,Abnormal,0.8812228664755821,0.8812228441238403,Normal,0.11877713352441788,Normal,0.11877713352441788,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00326802.png,val/Normal/00326802.png,Normal,Abnormal,0.8572836071252823,0.8572835922241211,Normal,0.1427163928747177,Normal,0.1427163928747177,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00163892.png,val/Normal/00163892.png,Normal,Abnormal,0.8466121107339859,0.8466121554374695,Normal,0.1533878892660141,Normal,0.1533878892660141,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00270302.png,val/Normal/00270302.png,Normal,Abnormal,0.8436487168073654,0.8436486721038818,Normal,0.15635128319263458,Normal,0.15635128319263458,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00458372.png,val/Normal/00458372.png,Normal,Abnormal,0.8219104260206223,0.8219103813171387,Normal,0.17808957397937775,Normal,0.17808957397937775,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00335759.png,val/Normal/00335759.png,Normal,Abnormal,0.821365624666214,0.8213656544685364,Normal,0.178634375333786,Normal,0.178634375333786,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00439924.png,val/Normal/00439924.png,Normal,Abnormal,0.7923586219549179,0.7923586368560791,Normal,0.2076413780450821,Normal,0.2076413780450821,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00498582.png,val/Normal/00498582.png,Normal,Abnormal,0.6957373321056366,0.695737361907959,Normal,0.3042626678943634,Normal,0.3042626678943634,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00370966.png,val/Normal/00370966.png,Normal,Abnormal,0.6600318551063538,0.6600319147109985,Normal,0.33996814489364624,Normal,0.33996814489364624,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00000437.png,val/Normal/00000437.png,Normal,Abnormal,0.5248058140277863,0.5248058438301086,Normal,0.47519418597221375,Normal,0.47519418597221375,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00514423.png,val/Normal/00514423.png,Normal,Abnormal,0.5047522187232971,0.5047522187232971,Normal,0.4952477812767029,Normal,0.4952477812767029,其他,本地工作区缺少对应图像，仅保留数值记录。,no
C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\datasets\sewerml_gate2_train7200\val\Normal\00387823.png,val/Normal/00387823.png,Normal,Abnormal,0.5001737773418427,0.500173807144165,Normal,0.49982622265815735,Normal,0.49982622265815735,其他,本地工作区缺少对应图像，仅保留数值记录。,no
