sample_id,split_role,y_true,image_sha256,retained_sample_id,retained_split_role,reason
Det/images/normal_val_cal/00174136.png,normal_val_cal,0,5CD8D0A7A0806E3E864BD31F6729956079240C895F4494FB2F23A9B1A4BCB56B,Det/images/normal_train/00859828.png,normal_train,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00174392.png,normal_val_cal,0,5E51E39BB5287BB54C1A0F471D51DB4B32DDDD51FE8571F20E110895D230D5F6,Det/images/normal_train/00859848.png,normal_train,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00174403.png,normal_val_cal,0,4C36A0D8354ACEEBB89D54E3B921B46F53EAADD9BFC7A6B54AC89E1BC901830B,Det/images/normal_train/00859859.png,normal_train,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00175380.png,normal_val_cal,0,57F578C63C43D79203268E5D88EBDDF0A187BF38EB26C1A014B492348072C566,Det/images/normal_val_model/00859791.png,normal_val_model,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00268895.png,normal_val_cal,0,D022640A9BED396B3B9129089E3470B766728D3C7FE32DC0D503B5106B8AE246,Det/images/normal_train/00269089.png,normal_train,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00269076.png,normal_val_cal,0,CB2A182DB2EB30AE8D47A8E71E6A20F9CE9FCD8D5ECEFA6889B5740C5831B2FB,Det/images/normal_val_model/00268882.png,normal_val_model,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00269092.png,normal_val_cal,0,AD062282D52EFCBCCF5BD6B3F220DA6B73DAE4A9C66AE732EF8162A677CF5664,Det/images/normal_train/00268898.png,normal_train,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00269104.png,normal_val_cal,0,04238BFC99B6922FE069707D3A47838E582E1D97AF1325F9177EF6B9DEB8FC03,Det/images/normal_train/00268910.png,normal_train,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00269110.png,normal_val_cal,0,8F5582DDA6488FD6021B17A4F0BF8BF760CFF041C5810D36A63957EF9B678B4C,Det/images/normal_val_model/00268916.png,normal_val_model,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00480668.png,normal_val_cal,0,3B494B6D64C16B7A3C552520823D7DB02EA2852D9A8352A2A4278DA6E4F772C2,Det/images/normal_train/00567397.png,normal_train,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00524646.png,normal_val_cal,0,44A7E222BBCFEA7A4A4D4A5DB01E3DE3D1E8F291FC7549720722655A98C70C6D,Det/images/normal_val_cal/00524598.png,normal_val_cal,CONTENT_SHA_DUPLICATE_WITHIN_EVALUATION_ROLE
Det/images/normal_val_cal/00711973.png,normal_val_cal,0,197B7200473FD63C28BD75032AF0B0E4A1D77B8BD4624ABF2E991950A5754D70,Det/images/normal_train/00717361.png,normal_train,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00711985.png,normal_val_cal,0,676E1F547755983C634D7B6B4923AE7FDA0F27EF60845CAA1DD9DACCFB708338,Det/images/normal_val_model/00717373.png,normal_val_model,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00712001.png,normal_val_cal,0,6A8ACC7AC9A50B3455F63ECD4556FDEBEAA2476E24083878AE3EA6E6394D0368,Det/images/normal_train/00717389.png,normal_train,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00712036.png,normal_val_cal,0,A32035CB6E41134A0176F4A561E9E20FE74E449AA5FEE48F019C28F8C16963A5,Det/images/normal_train/00717424.png,normal_train,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00717371.png,normal_val_cal,0,249B86D2761CD5309C877E8ED3471056E4D3DD6B286BCC6371A34A397A4B4445,Det/images/normal_val_cal/00711983.png,normal_val_cal,CONTENT_SHA_DUPLICATE_WITHIN_EVALUATION_ROLE
Det/images/normal_val_cal/00717396.png,normal_val_cal,0,C3EC3A3BF1044987285962609F4DEC572E14BD6BC26DB745478B12E2B41F504E,Det/images/normal_val_cal/00712008.png,normal_val_cal,CONTENT_SHA_DUPLICATE_WITHIN_EVALUATION_ROLE
Det/images/normal_val_cal/00717414.png,normal_val_cal,0,AD7BD17F527206C4E3157613854F887410A9FB73BE7E258EDD245CB1EEA25F16,Det/images/normal_train/00712026.png,normal_train,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00717423.png,normal_val_cal,0,3D6BE60472001CBE0BB1427953BAE6680329E79CCB07D7BC262D8D7ED401EF0E,Det/images/normal_train/00712035.png,normal_train,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00717426.png,normal_val_cal,0,45860DCA20B48B3250AB6F1CDA74517DE2AB26315C4527A86C28458687619F75,Det/images/normal_val_cal/00712038.png,normal_val_cal,CONTENT_SHA_DUPLICATE_WITHIN_EVALUATION_ROLE
Det/images/normal_val_cal/00859687.png,normal_val_cal,0,08BA3C3AEB43AB6E414348EDEF2567FFF4E1F87C74DACC75896863E6DC5CF677,Det/images/normal_train/00174232.png,normal_train,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00859688.png,normal_val_cal,0,BA2AE41F06FAB03C6BAF684C9DB6134E97F0CEFB9BEF5B4F8A9B77AF4A8B5DCA,Det/images/normal_val_cal/00174233.png,normal_val_cal,CONTENT_SHA_DUPLICATE_WITHIN_EVALUATION_ROLE
Det/images/normal_val_cal/00859701.png,normal_val_cal,0,AF00CFD43AC27D6837B85358B210F3D3B42C48F4B3EB250F99089A10A24BDADB,Det/images/normal_val_model/00174246.png,normal_val_model,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00859785.png,normal_val_cal,0,BBC9986F20749C04193A99E703520E11B826EBE703D3987059707C89D4FD2948,Det/images/normal_val_model/00175374.png,normal_val_model,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00859790.png,normal_val_cal,0,5F27499C742A6347E7CD07A3D5C8302C343BD20A70141AC8E23032904C2E870D,Det/images/normal_val_cal/00175379.png,normal_val_cal,CONTENT_SHA_DUPLICATE_WITHIN_EVALUATION_ROLE
Det/images/normal_val_cal/00859796.png,normal_val_cal,0,B294221576A0D6EDDFC6983FBE2B5D23FF4DD0D6C74AD77EB6C3EBED36864156,Det/images/normal_val_cal/00174153.png,normal_val_cal,CONTENT_SHA_DUPLICATE_WITHIN_EVALUATION_ROLE
Det/images/normal_val_cal/00859800.png,normal_val_cal,0,DF36BFFDE5DF775521A12F062197150ECA8B17F650E5C725F416ABDDB3C818C7,Det/images/normal_train/00174157.png,normal_train,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
Det/images/normal_val_cal/00859820.png,normal_val_cal,0,8473BF7B1667D264C6BC74504A39B2BE37A34A57FF668ECBC8C992CF00ED3CCD,Det/images/normal_val_cal/00174128.png,normal_val_cal,CONTENT_SHA_DUPLICATE_WITHIN_EVALUATION_ROLE
Det/images/normal_val_cal/00859853.png,normal_val_cal,0,AA5ADB4EEA284F84D0A555B04478511F82908542328E7F93D4B8DF4F5D755A1A,Det/images/normal_train/00174397.png,normal_train,CONTENT_SHA_COLLIDES_WITH_HIGHER_PRIORITY_ROLE
