run_slot,triad_id,condition_id,arm,training_seed,selection_seed,rank,sample_id,y_true,oof_fold,dynamic_bucket,mean_p_defect,correct_rate,std_p_defect,replay_role,source_method
RUN_228,TRIAD_076,C_A02_GapCritical-Strict_B3000,R2,440790218,789825436,1,Det/images/normal_train/01286806.png,0,00,learnable_hard,0.7133060028,0.255,0.3795711642,normal_replay,GapCritical-Strict
RUN_228,TRIAD_076,C_A02_GapCritical-Strict_B3000,R2,440790218,789825436,2,Det/images/normal_train/01278209.png,0,05,learnable_hard,0.5201865841,0.435,0.4069800831,normal_replay,GapCritical-Strict
RUN_228,TRIAD_076,C_A02_GapCritical-Strict_B3000,R2,440790218,789825436,3,Det/images/normal_train/00604801.png,0,02,learnable_hard,0.5659372262,0.41,0.3941211042,normal_replay,GapCritical-Strict
RUN_228,TRIAD_076,C_A02_GapCritical-Strict_B3000,R2,440790218,789825436,4,Det/images/normal_train/00744956.png,0,06,learnable_hard,0.496437339,0.45,0.3950273885,normal_replay,GapCritical-Strict
RUN_228,TRIAD_076,C_A02_GapCritical-Strict_B3000,R2,440790218,789825436,5,Det/images/normal_train/01167498.png,0,01,learnable_hard,0.557757952,0.385,0.3570990389,normal_replay,GapCritical-Strict
RUN_228,TRIAD_076,C_A02_GapCritical-Strict_B3000,R2,440790218,789825436,6,Det/images/normal_train/00462733.png,0,03,learnable_hard,0.6595950395,0.315,0.3728725694,normal_replay,GapCritical-Strict
RUN_228,TRIAD_076,C_A02_GapCritical-Strict_B3000,R2,440790218,789825436,7,Det/images/normal_train/00399718.png,0,08,learnable_hard,0.4901774526,0.415,0.3723692226,normal_replay,GapCritical-Strict
RUN_228,TRIAD_076,C_A02_GapCritical-Strict_B3000,R2,440790218,789825436,8,Det/images/normal_train/01014733.png,0,04,learnable_hard,0.4946231438,0.445,0.4118685106,normal_replay,GapCritical-Strict
RUN_228,TRIAD_076,C_A02_GapCritical-Strict_B3000,R2,440790218,789825436,9,Det/images/normal_train/01232333.png,0,09,learnable_hard,0.5477898077,0.405,0.3946567413,normal_replay,GapCritical-Strict
RUN_228,TRIAD_076,C_A02_GapCritical-Strict_B3000,R2,440790218,789825436,10,Det/images/normal_train/00382051.png,0,00,learnable_hard,0.7539430711,0.2,0.344410282,normal_replay,GapCritical-Strict
RUN_228,TRIAD_076,C_A02_GapCritical-Strict_B3000,R2,440790218,789825436,11,Det/images/normal_train/00944979.png,0,05,learnable_hard,0.5977177417,0.375,0.3658855883,normal_replay,GapCritical-Strict
RUN_228,TRIAD_076,C_A02_GapCritical-Strict_B3000,R2,440790218,789825436,12,Det/images/normal_train/00920430.png,0,09,learnable_hard,0.6085432326,0.295,0.3522674768,normal_replay,GapCritical-Strict
RUN_228,TRIAD_076,C_A02_GapCritical-Strict_B3000,R2,440790218,789825436,13,Det/images/normal_train/00712967.png,0,01,learnable_hard,0.6817141599,0.26,0.337050719,normal_replay,GapCritical-Strict
RUN_228,TRIAD_076,C_A02_GapCritical-Strict_B3000,R2,440790218,789825436,14,Det/images/normal_train/01171579.png,0,04,learnable_hard,0.5981872627,0.345,0.3378750207,normal_replay,GapCritical-Strict
RUN_228,TRIAD_076,C_A02_GapCritical-Strict_B3000,R2,440790218,789825436,15,Det/images/normal_train/01287931.png,0,06,learnable_hard,0.6628261914,0.305,0.3776536531,normal_replay,GapCritical-Strict
