run_slot,triad_id,phase,condition_slot,condition_id,method,budget,guard_ratio,arm,training_seed,selection_seed,discovery_or_confirmation
RUN_007,TRIAD_003,A,A01,A01_GapCritical-Strict_B600,GapCritical-Strict,600,0.0,T,1343723075,1633096071,discovery
RUN_008,TRIAD_003,A,A01,A01_GapCritical-Strict_B600,GapCritical-Strict,600,0.0,R1,1343723075,1901889585,discovery
RUN_009,TRIAD_003,A,A01,A01_GapCritical-Strict_B600,GapCritical-Strict,600,0.0,R2,1343723075,1965280128,discovery
RUN_037,TRIAD_013,A,A05,A05_Confidence-Clean_B600,Confidence-Clean,600,0.0,T,1829910790,1661062879,discovery
RUN_038,TRIAD_013,A,A05,A05_Confidence-Clean_B600,Confidence-Clean,600,0.0,R1,1829910790,714304426,discovery
RUN_039,TRIAD_013,A,A05,A05_Confidence-Clean_B600,Confidence-Clean,600,0.0,R2,1829910790,917895674,discovery
RUN_067,TRIAD_023,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,T,1385197443,1003136148,discovery
RUN_068,TRIAD_023,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,R1,1385197443,2026980879,discovery
RUN_069,TRIAD_023,A,A08,A08_Boundary-0.5-Clean_B3000,Boundary-0.5-Clean,3000,0.0,R2,1385197443,831269310,discovery
RUN_097,TRIAD_033,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,T,1343723075,721504774,discovery
RUN_098,TRIAD_033,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,R1,1343723075,560734150,discovery
RUN_099,TRIAD_033,A,A11,A11_EndpointTrend_B600,EndpointTrend,600,0.0,R2,1343723075,939698449,discovery
RUN_127,TRIAD_043,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,T,1829910790,222411419,discovery
RUN_128,TRIAD_043,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,R1,1829910790,1129021633,discovery
RUN_129,TRIAD_043,A,A15,A15_GroupDiverse-Gap_B3000,GroupDiverse-Gap,3000,0.0,R2,1829910790,375233602,discovery
RUN_157,TRIAD_053,A,A18,A18_GapCritical-Global-B6000_B6000,GapCritical-Global-B6000,6000,0.0,T,1385197443,2073454726,discovery
RUN_158,TRIAD_053,A,A18,A18_GapCritical-Global-B6000_B6000,GapCritical-Global-B6000,6000,0.0,R1,1385197443,521596773,discovery
RUN_159,TRIAD_053,A,A18,A18_GapCritical-Global-B6000_B6000,GapCritical-Global-B6000,6000,0.0,R2,1385197443,1532344917,discovery
RUN_187,TRIAD_063,B,B02,B02_Persistent-FN_B3000,Persistent-FN,3000,0.1,T,1343723075,653909462,discovery
RUN_188,TRIAD_063,B,B02,B02_Persistent-FN_B3000,Persistent-FN,3000,0.1,R1,1343723075,1321715844,discovery
RUN_189,TRIAD_063,B,B02,B02_Persistent-FN_B3000,Persistent-FN,3000,0.1,R2,1343723075,696536427,discovery
RUN_217,TRIAD_073,B,B06,B06_GapGuard-ClassStrat_B3000,GapGuard-ClassStrat,3000,0.1,T,1829910790,1818338807,discovery
RUN_218,TRIAD_073,B,B06,B06_GapGuard-ClassStrat_B3000,GapGuard-ClassStrat,3000,0.1,R1,1829910790,1473476432,discovery
RUN_219,TRIAD_073,B,B06,B06_GapGuard-ClassStrat_B3000,GapGuard-ClassStrat,3000,0.1,R2,1829910790,1316690650,discovery
