run_slot,triad_id,phase,condition_slot,condition_id,method,budget,guard_ratio,arm,training_seed,selection_seed,discovery_or_confirmation
RUN_025,TRIAD_009,A,A03,A03_GapCritical-Strict_B6000,GapCritical-Strict,6000,0.0,T,1343723075,1424869338,discovery
RUN_026,TRIAD_009,A,A03,A03_GapCritical-Strict_B6000,GapCritical-Strict,6000,0.0,R1,1343723075,369244063,discovery
RUN_027,TRIAD_009,A,A03,A03_GapCritical-Strict_B6000,GapCritical-Strict,6000,0.0,R2,1343723075,1689982801,discovery
RUN_055,TRIAD_019,A,A07,A07_Boundary-0.5-Clean_B600,Boundary-0.5-Clean,600,0.0,T,1829910790,1225039970,discovery
RUN_056,TRIAD_019,A,A07,A07_Boundary-0.5-Clean_B600,Boundary-0.5-Clean,600,0.0,R1,1829910790,1315427010,discovery
RUN_057,TRIAD_019,A,A07,A07_Boundary-0.5-Clean_B600,Boundary-0.5-Clean,600,0.0,R2,1829910790,1701643377,discovery
RUN_085,TRIAD_029,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,T,1385197443,683156951,discovery
RUN_086,TRIAD_029,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,R1,1385197443,414599903,discovery
RUN_087,TRIAD_029,A,A10,A10_Persistent-0.5-Clean_B3000,Persistent-0.5-Clean,3000,0.0,R2,1385197443,1803727194,discovery
RUN_115,TRIAD_039,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,T,1343723075,490970316,discovery
RUN_116,TRIAD_039,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,R1,1343723075,1425622282,discovery
RUN_117,TRIAD_039,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,R2,1343723075,461671455,discovery
RUN_145,TRIAD_049,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,T,1829910790,1421036678,discovery
RUN_146,TRIAD_049,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,R1,1829910790,440860793,discovery
RUN_147,TRIAD_049,A,A17,A17_WindowEarlyLate40_B3000,WindowEarlyLate40,3000,0.0,R2,1829910790,1291760106,discovery
RUN_175,TRIAD_059,B,B01,B01_LowConfidence-Defect_B3000,LowConfidence-Defect,3000,0.1,T,1385197443,48145774,discovery
RUN_176,TRIAD_059,B,B01,B01_LowConfidence-Defect_B3000,LowConfidence-Defect,3000,0.1,R1,1385197443,1429571732,discovery
RUN_177,TRIAD_059,B,B01,B01_LowConfidence-Defect_B3000,LowConfidence-Defect,3000,0.1,R2,1385197443,948451231,discovery
RUN_205,TRIAD_069,B,B04,B04_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.1,T,1343723075,1879155201,discovery
RUN_206,TRIAD_069,B,B04,B04_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.1,R1,1343723075,809504981,discovery
RUN_207,TRIAD_069,B,B04,B04_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.1,R2,1343723075,2131224182,discovery
RUN_235,TRIAD_079,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,T,216172108,650544823,confirmation
RUN_236,TRIAD_079,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,R1,216172108,232984,confirmation
RUN_237,TRIAD_079,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,R2,216172108,1138057388,confirmation
