run_slot,triad_id,phase,condition_slot,condition_id,method,budget,guard_ratio,arm,training_seed,selection_seed,discovery_or_confirmation
RUN_019,TRIAD_007,A,A03,A03_GapCritical-Strict_B6000,GapCritical-Strict,6000,0.0,T,1829910790,2002562898,discovery
RUN_020,TRIAD_007,A,A03,A03_GapCritical-Strict_B6000,GapCritical-Strict,6000,0.0,R1,1829910790,590395092,discovery
RUN_021,TRIAD_007,A,A03,A03_GapCritical-Strict_B6000,GapCritical-Strict,6000,0.0,R2,1829910790,1003637770,discovery
RUN_049,TRIAD_017,A,A06,A06_Confidence-Clean_B3000,Confidence-Clean,3000,0.0,T,1385197443,854885447,discovery
RUN_050,TRIAD_017,A,A06,A06_Confidence-Clean_B3000,Confidence-Clean,3000,0.0,R1,1385197443,928637557,discovery
RUN_051,TRIAD_017,A,A06,A06_Confidence-Clean_B3000,Confidence-Clean,3000,0.0,R2,1385197443,813857248,discovery
RUN_079,TRIAD_027,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,T,1343723075,1987760147,discovery
RUN_080,TRIAD_027,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,R1,1343723075,1090244038,discovery
RUN_081,TRIAD_027,A,A09,A09_Persistent-0.5-Clean_B600,Persistent-0.5-Clean,600,0.0,R2,1343723075,1321921470,discovery
RUN_109,TRIAD_037,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,T,1829910790,152062577,discovery
RUN_110,TRIAD_037,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,R1,1829910790,487107764,discovery
RUN_111,TRIAD_037,A,A13,A13_BottomGap-3000-stress-control_B3000,BottomGap-3000-stress-control,3000,0.0,R2,1829910790,1923161937,discovery
RUN_139,TRIAD_047,A,A16,A16_GapResidual-Strict_B3000,GapResidual-Strict,3000,0.0,T,1385197443,1518223763,discovery
RUN_140,TRIAD_047,A,A16,A16_GapResidual-Strict_B3000,GapResidual-Strict,3000,0.0,R1,1385197443,487100401,discovery
RUN_141,TRIAD_047,A,A16,A16_GapResidual-Strict_B3000,GapResidual-Strict,3000,0.0,R2,1385197443,2058155519,discovery
RUN_169,TRIAD_057,A,A19,A19_GapCritical-Strict-TimeMatched_B3000,GapCritical-Strict-TimeMatched,3000,0.0,T,1343723075,1898932779,discovery
RUN_170,TRIAD_057,A,A19,A19_GapCritical-Strict-TimeMatched_B3000,GapCritical-Strict-TimeMatched,3000,0.0,R1,1343723075,1300285374,discovery
RUN_171,TRIAD_057,A,A19,A19_GapCritical-Strict-TimeMatched_B3000,GapCritical-Strict-TimeMatched,3000,0.0,R2,1343723075,40865316,discovery
RUN_199,TRIAD_067,B,B04,B04_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.1,T,1829910790,1900271024,discovery
RUN_200,TRIAD_067,B,B04,B04_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.1,R1,1829910790,1931781229,discovery
RUN_201,TRIAD_067,B,B04,B04_GapGuard-Raw_B3000,GapGuard-Raw,3000,0.1,R2,1829910790,162801954,discovery
RUN_229,TRIAD_077,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,T,1625332720,257527915,confirmation
RUN_230,TRIAD_077,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,R1,1625332720,2140206268,confirmation
RUN_231,TRIAD_077,C,A02,C_A02_GapCritical-Strict_B3000,GapCritical-Strict,3000,0.0,R2,1625332720,490870612,confirmation
