setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
D-Q2,d_q2_bucket_uniform151,D,Q2,1,Normal_00395151,train/Normal/00395151.png,221,0.423041,0.023097,0.842495,0.919048,0.919048,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,2,Normal_00278336,train/Normal/00278336.png,120,0.671534,6e-06,0.917277,0.918947,0.918947,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,3,Normal_00449921,train/Normal/00449921.png,36,0.5414,0.000447,3.6e-05,0.918655,0.918655,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,4,Normal_00421255,train/Normal/00421255.png,104,0.566035,0.000197,0.2083,0.917138,0.917138,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,5,Normal_00399106,train/Normal/00399106.png,99,0.318039,0.764945,0.63238,0.916535,0.916535,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,6,Normal_00013447,train/Normal/00013447.png,72,0.446633,0.010521,0.466727,0.915857,0.915857,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,7,Normal_00027237,train/Normal/00027237.png,149,0.649473,1.2e-05,0.804764,0.915655,0.915655,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,8,Normal_00162245,train/Normal/00162245.png,172,0.328028,0.548296,0.780402,0.915103,0.915103,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,9,Normal_00383285,train/Normal/00383285.png,95,0.561655,0.000227,0.760408,0.914727,0.914727,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,10,Normal_00306773,train/Normal/00306773.png,78,0.526631,0.000731,0.189052,0.914474,0.914474,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,11,Normal_00431704,train/Normal/00431704.png,233,0.387403,0.075767,0.004579,0.91397,0.91397,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,12,Normal_00159087,train/Normal/00159087.png,173,0.326622,0.574612,0.429715,0.91297,0.91297,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,13,Normal_00342738,train/Normal/00342738.png,124,0.343756,0.324583,0.062156,0.909785,0.909785,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,14,Normal_00497776,train/Normal/00497776.png,163,0.396833,0.05533,0.0,0.909109,0.909109,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,15,Normal_00312330,train/Normal/00312330.png,106,0.323076,0.646698,0.90797,0.907548,0.907548,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,16,Normal_00488120,train/Normal/00488120.png,242,0.304268,0.82608,0.740085,0.906757,0.906757,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,17,Normal_00137177,train/Normal/00137177.png,103,0.410088,0.03557,0.421048,0.906193,0.906193,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,18,Normal_00446817,train/Normal/00446817.png,146,0.337355,0.401787,0.167346,0.903363,0.903363,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,19,Normal_00296371,train/Normal/00296371.png,222,0.76956,0.0,0.179038,0.902817,0.902817,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,20,Normal_00414024,train/Normal/00414024.png,30,0.494738,0.002117,0.373604,0.902689,0.902689,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,21,Normal_00462155,train/Normal/00462155.png,130,0.408663,0.0373,0.849282,0.902439,0.902439,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,22,Normal_00451302,train/Normal/00451302.png,234,0.446903,0.010426,0.914068,0.899872,0.899872,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,23,Normal_00300113,train/Normal/00300113.png,27,0.87663,0.0,0.0,0.898056,0.898056,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,24,Normal_00444328,train/Normal/00444328.png,89,0.39273,0.063439,0.053484,0.893106,0.893106,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,25,Normal_00321463,train/Normal/00321463.png,67,0.596642,7.1e-05,0.255379,0.890612,0.890612,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,26,Normal_00322339,train/Normal/00322339.png,197,0.521472,0.000868,0.573544,0.890541,0.890541,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,27,Normal_00035450,train/Normal/00035450.png,81,0.569888,0.000173,0.583005,0.890289,0.890289,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,28,Normal_00020509,train/Normal/00020509.png,151,0.374413,0.116824,0.696612,0.889974,0.889974,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,29,Normal_00306064,train/Normal/00306064.png,112,0.408663,0.0373,0.137468,0.889345,0.889345,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,30,Normal_00279179,train/Normal/00279179.png,113,0.232371,0.204411,0.967177,0.889037,0.889037,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,31,Normal_00344240,train/Normal/00344240.png,147,0.755562,0.0,0.004612,0.888295,0.888295,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,32,Normal_00462787,train/Normal/00462787.png,58,0.747693,0.0,0.015785,0.88561,0.88561,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,33,Normal_00488176,train/Normal/00488176.png,152,0.247157,0.334618,0.148898,0.885004,0.885004,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,34,Normal_00025314,train/Normal/00025314.png,46,0.269473,0.704044,0.552542,0.881581,0.881581,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,35,Normal_00308456,train/Normal/00308456.png,118,0.26046,0.521354,0.048829,0.881113,0.881113,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,36,Normal_00380312,train/Normal/00380312.png,101,0.771987,0.0,0.000311,0.881019,0.881019,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,37,Normal_00341239,train/Normal/00341239.png,108,0.355236,0.221382,0.396482,0.879735,0.879735,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,38,Normal_00365492,train/Normal/00365492.png,33,0.663497,8e-06,0.000398,0.879715,0.879715,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,39,Normal_00159576,train/Normal/00159576.png,115,0.406088,0.040642,0.785036,0.879226,0.879226,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,40,Normal_00429058,train/Normal/00429058.png,139,0.805893,0.0,0.075566,0.879116,0.879116,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,41,Normal_00350801,train/Normal/00350801.png,26,0.773486,0.0,0.680176,0.878667,0.878667,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,42,Normal_00436092,train/Normal/00436092.png,105,0.907414,0.0,0.09519,0.87857,0.87857,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,43,Normal_00410243,train/Normal/00410243.png,250,0.150261,0.013239,0.002043,0.876968,0.876968,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,44,Normal_00399031,train/Normal/00399031.png,71,0.341077,0.354913,0.084026,0.876955,0.876955,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,45,Normal_00339405,train/Normal/00339405.png,40,0.539395,0.000478,0.234451,0.876243,0.876243,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,46,Normal_00338697,train/Normal/00338697.png,193,0.446633,0.010521,0.243865,0.875281,0.875281,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,47,Normal_00486860,train/Normal/00486860.png,225,0.434651,0.015685,0.095887,0.874993,0.874993,0.02,4,1
D-Q2,d_q2_bucket_uniform151,D,Q2,48,Normal_00369033,train/Normal/00369033.png,75,0.730086,1e-06,0.005396,0.872795,0.872795,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,49,Normal_00276363,train/Normal/00276363.png,116,0.422762,0.023313,0.579213,0.870698,0.870698,0.02,3,1
D-Q2,d_q2_bucket_uniform151,D,Q2,50,Normal_00143693,train/Normal/00143693.png,47,0.469922,0.00484,0.790596,0.869112,0.869112,0.02,3,1
