setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
R-Q4,r_q4_bucket_uniform151,R,Q4,1,Normal_00132693,train/Normal/00132693.png,93,0.511712,0.001202,0.795271,0.842531,0.001202,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,2,Normal_00373194,train/Normal/00373194.png,214,0.512765,0.001161,0.077336,0.983971,0.001161,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,3,Normal_00271057,train/Normal/00271057.png,206,0.074712,0.001067,0.068291,0.548652,0.001067,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,4,Normal_00354695,train/Normal/00354695.png,69,0.519491,0.000927,0.008236,0.974461,0.000927,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,5,Normal_00322339,train/Normal/00322339.png,197,0.521472,0.000868,0.573544,0.890541,0.000868,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,6,Normal_00503763,train/Normal/00503763.png,117,0.522001,0.000853,0.940259,0.926747,0.000853,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,7,Normal_00306773,train/Normal/00306773.png,78,0.526631,0.000731,0.189052,0.914474,0.000731,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,8,Normal_00019908,train/Normal/00019908.png,14,0.527028,0.000721,0.941191,0.797051,0.000721,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,9,Normal_00022239,train/Normal/00022239.png,43,0.528619,0.000684,0.560838,0.610846,0.000684,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,10,Normal_00490366,train/Normal/00490366.png,241,0.533133,0.000589,0.123503,0.923516,0.000589,0.02,4,1
R-Q4,r_q4_bucket_uniform151,R,Q4,11,Normal_00339405,train/Normal/00339405.png,40,0.539395,0.000478,0.234451,0.876243,0.000478,0.02,3,1
R-Q4,r_q4_bucket_uniform151,R,Q4,12,Normal_00449921,train/Normal/00449921.png,36,0.5414,0.000447,3.6e-05,0.918655,0.000447,0.02,3,1
