setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
C-Q3,c_q3_bucket_uniform151,C,Q3,1,Normal_00015255,train/Normal/00015255.png,224,0.288924,0.742708,0.460657,0.790946,0.460657,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,2,Normal_00136785,train/Normal/00136785.png,164,0.473369,0.004315,0.46042,0.977592,0.46042,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,3,Normal_00015075,train/Normal/00015075.png,178,0.692035,3e-06,0.454264,0.967102,0.454264,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,4,Normal_00437560,train/Normal/00437560.png,37,0.759712,0.0,0.45377,0.636401,0.45377,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,5,Normal_00147703,train/Normal/00147703.png,165,0.604043,5.5e-05,0.430785,0.940958,0.430785,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,6,Normal_00159087,train/Normal/00159087.png,173,0.326622,0.574612,0.429715,0.91297,0.429715,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,7,Normal_00137177,train/Normal/00137177.png,103,0.410088,0.03557,0.421048,0.906193,0.421048,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,8,Normal_00463730,train/Normal/00463730.png,66,0.382615,0.088878,0.410172,0.922481,0.410172,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,9,Normal_00518591,train/Normal/00518591.png,220,0.33939,0.375433,0.404828,0.833902,0.404828,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,10,Normal_00431168,train/Normal/00431168.png,133,0.701231,2e-06,0.403486,0.569517,0.403486,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,11,Normal_00130666,train/Normal/00130666.png,4,0.558113,0.000256,0.397803,0.825395,0.397803,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,12,Normal_00341239,train/Normal/00341239.png,108,0.355236,0.221382,0.396482,0.879735,0.396482,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,13,Normal_00298724,train/Normal/00298724.png,213,0.361314,0.180781,0.391029,0.600644,0.391029,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,14,Normal_00414024,train/Normal/00414024.png,30,0.494738,0.002117,0.373604,0.902689,0.373604,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,15,Normal_00022864,train/Normal/00022864.png,38,0.660103,9e-06,0.368271,0.823138,0.368271,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,16,Normal_00351117,train/Normal/00351117.png,182,0.364473,0.162711,0.361126,0.484849,0.361126,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,17,Normal_00039977,train/Normal/00039977.png,96,0.275998,0.875104,0.358411,0.952316,0.358411,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,18,Normal_00347413,train/Normal/00347413.png,34,0.546493,0.000377,0.356674,0.0,0.356674,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,19,Normal_00491918,train/Normal/00491918.png,184,0.274276,0.826299,0.35553,0.625892,0.35553,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,20,Normal_00477476,train/Normal/00477476.png,94,0.330821,0.49955,0.353772,0.845912,0.353772,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,21,Normal_00018926,train/Normal/00018926.png,64,0.490527,0.002436,0.347544,0.254574,0.347544,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,22,Normal_00005623,train/Normal/00005623.png,161,0.309186,0.973244,0.341813,0.546892,0.341813,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,23,Normal_00467510,train/Normal/00467510.png,1,0.772191,0.0,0.340816,0.733924,0.340816,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,24,Normal_00168417,train/Normal/00168417.png,186,0.655327,1e-05,0.338959,0.928851,0.338959,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,25,Normal_00261378,train/Normal/00261378.png,51,0.740462,1e-06,0.333701,0.852346,0.333701,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,26,Normal_00016807,train/Normal/00016807.png,53,0.393612,0.061601,0.293059,0.806051,0.293059,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,27,Normal_00399982,train/Normal/00399982.png,153,0.669439,6e-06,0.291491,0.787914,0.291491,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,28,Normal_00317503,train/Normal/00317503.png,63,0.418566,0.026813,0.289211,0.961504,0.289211,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,29,Normal_00313509,train/Normal/00313509.png,179,0.386807,0.077286,0.288011,0.980712,0.288011,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,30,Normal_00397824,train/Normal/00397824.png,18,0.964969,0.0,0.286422,0.433681,0.286422,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,31,Normal_00414877,train/Normal/00414877.png,135,0.545151,0.000394,0.275232,0.809976,0.275232,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,32,Normal_00141992,train/Normal/00141992.png,39,0.546359,0.000379,0.269291,0.663358,0.269291,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,33,Normal_00496516,train/Normal/00496516.png,244,0.281923,0.937899,0.264684,0.867034,0.264684,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,34,Normal_00018652,train/Normal/00018652.png,123,0.386211,0.078839,0.264084,0.646283,0.264084,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,35,Normal_00291282,train/Normal/00291282.png,232,0.358767,0.196798,0.257687,0.739694,0.257687,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,36,Normal_00321463,train/Normal/00321463.png,67,0.596642,7.1e-05,0.255379,0.890612,0.255379,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,37,Normal_00348831,train/Normal/00348831.png,25,0.674703,5e-06,0.255286,0.866117,0.255286,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,38,Normal_00331791,train/Normal/00331791.png,45,0.691189,3e-06,0.245171,0.713354,0.245171,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,39,Normal_00341441,train/Normal/00341441.png,44,0.594772,7.5e-05,0.244632,0.957978,0.244632,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,40,Normal_00338697,train/Normal/00338697.png,193,0.446633,0.010521,0.243865,0.875281,0.243865,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,41,Normal_00165618,train/Normal/00165618.png,198,0.259999,0.513408,0.242179,0.79485,0.242179,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,42,Normal_00339405,train/Normal/00339405.png,40,0.539395,0.000478,0.234451,0.876243,0.234451,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,43,Normal_00005039,train/Normal/00005039.png,230,0.174207,0.02941,0.230574,0.86315,0.230574,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,44,Normal_00027337,train/Normal/00027337.png,154,0.352646,0.241347,0.230135,0.820362,0.230135,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,45,Normal_00315400,train/Normal/00315400.png,77,0.320928,0.694704,0.220493,0.762706,0.220493,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,46,Normal_00149587,train/Normal/00149587.png,3,0.765848,0.0,0.20889,0.832478,0.20889,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,47,Normal_00415827,train/Normal/00415827.png,128,0.426655,0.020476,0.208493,0.868206,0.208493,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,48,Normal_00421255,train/Normal/00421255.png,104,0.566035,0.000197,0.2083,0.917138,0.2083,0.02,4,1
C-Q3,c_q3_bucket_uniform151,C,Q3,49,Normal_00022206,train/Normal/00022206.png,183,0.431353,0.017508,0.205853,0.698275,0.205853,0.02,3,1
C-Q3,c_q3_bucket_uniform151,C,Q3,50,Normal_00423666,train/Normal/00423666.png,137,0.598953,6.6e-05,0.20342,0.939804,0.20342,0.02,3,1
