setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
D-Q3,d_q3_bucket_uniform151,D,Q3,1,Normal_00415827,train/Normal/00415827.png,128,0.426655,0.020476,0.208493,0.868206,0.868206,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,2,Normal_00496516,train/Normal/00496516.png,244,0.281923,0.937899,0.264684,0.867034,0.867034,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,3,Normal_00348831,train/Normal/00348831.png,25,0.674703,5e-06,0.255286,0.866117,0.866117,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,4,Normal_00314789,train/Normal/00314789.png,32,0.415471,0.029727,0.01218,0.866027,0.866027,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,5,Normal_00288653,train/Normal/00288653.png,22,0.642994,1.5e-05,0.838879,0.865552,0.865552,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,6,Normal_00314643,train/Normal/00314643.png,16,0.661711,8e-06,0.475206,0.864666,0.864666,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,7,Normal_00005039,train/Normal/00005039.png,230,0.174207,0.02941,0.230574,0.86315,0.86315,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,8,Normal_00291401,train/Normal/00291401.png,237,0.187935,0.046475,0.076369,0.862082,0.862082,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,9,Normal_00442574,train/Normal/00442574.png,228,0.218612,0.129218,0.000949,0.862032,0.862032,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,10,Normal_00359446,train/Normal/00359446.png,35,0.660694,8e-06,0.894835,0.861164,0.861164,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,11,Normal_00002051,train/Normal/00002051.png,212,0.232371,0.204411,0.948933,0.860384,0.860384,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,12,Normal_00335362,train/Normal/00335362.png,211,0.272976,0.791261,0.000469,0.859695,0.859695,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,13,Normal_00161664,train/Normal/00161664.png,20,0.664608,7e-06,0.846618,0.858609,0.858609,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,14,Normal_00038559,train/Normal/00038559.png,175,0.369164,0.139161,0.954384,0.855198,0.855198,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,15,Normal_00345686,train/Normal/00345686.png,65,0.382012,0.09068,0.036399,0.853944,0.853944,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,16,Normal_00261378,train/Normal/00261378.png,51,0.740462,1e-06,0.333701,0.852346,0.852346,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,17,Normal_00422423,train/Normal/00422423.png,169,0.263204,0.571279,0.0,0.850181,0.850181,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,18,Normal_00006200,train/Normal/00006200.png,85,0.568234,0.000183,0.941988,0.848779,0.848779,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,19,Normal_00153734,train/Normal/00153734.png,90,0.600112,6.3e-05,0.005752,0.847728,0.847728,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,20,Normal_00012805,train/Normal/00012805.png,188,0.207995,0.090703,0.782555,0.847306,0.847306,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,21,Normal_00441098,train/Normal/00441098.png,204,0.223131,0.150221,4.7e-05,0.846307,0.846307,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,22,Normal_00477476,train/Normal/00477476.png,94,0.330821,0.49955,0.353772,0.845912,0.845912,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,23,Normal_00132693,train/Normal/00132693.png,93,0.511712,0.001202,0.795271,0.842531,0.842531,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,24,Normal_00029682,train/Normal/00029682.png,110,0.713012,1e-06,0.016549,0.838944,0.838944,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,25,Normal_00457555,train/Normal/00457555.png,136,0.705063,2e-06,0.948956,0.838255,0.838255,0.02,3,1
D-Q3,d_q3_bucket_uniform151,D,Q3,26,Normal_00479528,train/Normal/00479528.png,74,0.817243,0.0,0.519453,0.837139,0.837139,0.02,3,1
