setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
C-Q1,c_q1_bucket_uniform151,C,Q1,1,Normal_00337016,train/Normal/00337016.png,185,0.300421,0.726661,0.999928,0.154767,0.999928,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,2,Normal_00279179,train/Normal/00279179.png,113,0.232371,0.204411,0.967177,0.889037,0.967177,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,3,Normal_00335278,train/Normal/00335278.png,168,0.505788,0.001464,0.962398,0.594393,0.962398,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,4,Normal_00038559,train/Normal/00038559.png,175,0.369164,0.139161,0.954384,0.855198,0.954384,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,5,Normal_00457555,train/Normal/00457555.png,136,0.705063,2e-06,0.948956,0.838255,0.948956,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,6,Normal_00002051,train/Normal/00002051.png,212,0.232371,0.204411,0.948933,0.860384,0.948933,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,7,Normal_00000367,train/Normal/00000367.png,210,0.455788,0.007754,0.948085,0.810037,0.948085,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,8,Normal_00160245,train/Normal/00160245.png,41,0.565898,0.000197,0.94614,0.540779,0.94614,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,9,Normal_00006200,train/Normal/00006200.png,85,0.568234,0.000183,0.941988,0.848779,0.941988,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,10,Normal_00019908,train/Normal/00019908.png,14,0.527028,0.000721,0.941191,0.797051,0.941191,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,11,Normal_00503763,train/Normal/00503763.png,117,0.522001,0.000853,0.940259,0.926747,0.940259,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,12,Normal_00515962,train/Normal/00515962.png,247,0.37686,0.107673,0.931979,0.611754,0.931979,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,13,Normal_00320863,train/Normal/00320863.png,170,0.702502,2e-06,0.923929,0.836474,0.923929,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,14,Normal_00351805,train/Normal/00351805.png,42,0.43025,0.018163,0.921498,0.67792,0.921498,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,15,Normal_00278336,train/Normal/00278336.png,120,0.671534,6e-06,0.917277,0.918947,0.917277,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,16,Normal_00344448,train/Normal/00344448.png,68,0.78654,0.0,0.914665,0.984704,0.914665,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,17,Normal_00451302,train/Normal/00451302.png,234,0.446903,0.010426,0.914068,0.899872,0.914068,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,18,Normal_00412822,train/Normal/00412822.png,223,0.214561,0.112895,0.91398,0.690493,0.91398,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,19,Normal_00312330,train/Normal/00312330.png,106,0.323076,0.646698,0.90797,0.907548,0.90797,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,20,Normal_00369013,train/Normal/00369013.png,229,0.418566,0.026813,0.906829,0.953911,0.906829,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,21,Normal_00002449,train/Normal/00002449.png,144,0.335649,0.425299,0.902501,0.794403,0.902501,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,22,Normal_00464987,train/Normal/00464987.png,125,0.426378,0.020666,0.902479,0.654965,0.902479,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,23,Normal_00359446,train/Normal/00359446.png,35,0.660694,8e-06,0.894835,0.861164,0.894835,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,24,Normal_00281638,train/Normal/00281638.png,23,0.591337,8.5e-05,0.872035,0.786179,0.872035,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,25,Normal_00382971,train/Normal/00382971.png,56,0.432729,0.016723,0.867516,0.342908,0.867516,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,26,Normal_00400764,train/Normal/00400764.png,80,0.452835,0.008556,0.859606,0.988064,0.859606,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,27,Normal_00361813,train/Normal/00361813.png,248,0.348395,0.278087,0.858257,0.52863,0.858257,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,28,Normal_00314328,train/Normal/00314328.png,217,0.249111,0.357143,0.850453,0.803615,0.850453,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,29,Normal_00462155,train/Normal/00462155.png,130,0.408663,0.0373,0.849282,0.902439,0.849282,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,30,Normal_00161664,train/Normal/00161664.png,20,0.664608,7e-06,0.846618,0.858609,0.846618,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,31,Normal_00395151,train/Normal/00395151.png,221,0.423041,0.023097,0.842495,0.919048,0.842495,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,32,Normal_00288653,train/Normal/00288653.png,22,0.642994,1.5e-05,0.838879,0.865552,0.838879,0.02,3,1
C-Q1,c_q1_bucket_uniform151,C,Q1,33,Normal_00375346,train/Normal/00375346.png,218,0.367294,0.148108,0.838534,0.718241,0.838534,0.02,3,1
