setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
C-Q5,c_q5_bucket_uniform151,C,Q5,1,Normal_00345686,train/Normal/00345686.png,65,0.382012,0.09068,0.036399,0.853944,0.036399,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,2,Normal_00314262,train/Normal/00314262.png,52,0.266808,0.644207,0.035435,0.942989,0.035435,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,3,Normal_00491113,train/Normal/00491113.png,100,0.639321,1.7e-05,0.030704,0.743217,0.030704,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,4,Normal_00275398,train/Normal/00275398.png,207,0.220886,0.139391,0.029109,0.782761,0.029109,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,5,Normal_00374379,train/Normal/00374379.png,88,0.43025,0.018163,0.026983,0.934116,0.026983,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,6,Normal_00387104,train/Normal/00387104.png,114,0.406088,0.040642,0.01747,0.780224,0.01747,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,7,Normal_00518078,train/Normal/00518078.png,238,0.564389,0.000208,0.016934,0.784933,0.016934,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,8,Normal_00029682,train/Normal/00029682.png,110,0.713012,1e-06,0.016549,0.838944,0.016549,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,9,Normal_00462787,train/Normal/00462787.png,58,0.747693,0.0,0.015785,0.88561,0.015785,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,10,Normal_00368992,train/Normal/00368992.png,73,0.707851,2e-06,0.015187,0.760014,0.015187,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,11,Normal_00405652,train/Normal/00405652.png,17,0.703977,2e-06,0.015052,0.686108,0.015052,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,12,Normal_00452559,train/Normal/00452559.png,226,0.479189,0.003554,0.013581,0.948472,0.013581,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,13,Normal_00388181,train/Normal/00388181.png,29,0.839097,0.0,0.01346,0.733532,0.01346,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,14,Normal_00140153,train/Normal/00140153.png,171,0.329428,0.523299,0.01246,0.466009,0.01246,0.02,4,1
C-Q5,c_q5_bucket_uniform151,C,Q5,15,Normal_00314789,train/Normal/00314789.png,32,0.415471,0.029727,0.01218,0.866027,0.01218,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,16,Normal_00444256,train/Normal/00444256.png,140,0.680152,4e-06,0.010848,0.958561,0.010848,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,17,Normal_00354695,train/Normal/00354695.png,69,0.519491,0.000927,0.008236,0.974461,0.008236,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,18,Normal_00004306,train/Normal/00004306.png,195,0.377164,0.106585,0.007643,0.813938,0.007643,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,19,Normal_00473308,train/Normal/00473308.png,70,0.397999,0.053221,0.007608,0.813007,0.007608,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,20,Normal_00415416,train/Normal/00415416.png,176,0.414907,0.030291,0.007331,0.950103,0.007331,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,21,Normal_00473181,train/Normal/00473181.png,245,0.143754,0.010657,0.007165,0.744501,0.007165,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,22,Normal_00153734,train/Normal/00153734.png,90,0.600112,6.3e-05,0.005752,0.847728,0.005752,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,23,Normal_00369033,train/Normal/00369033.png,75,0.730086,1e-06,0.005396,0.872795,0.005396,0.02,3,1
C-Q5,c_q5_bucket_uniform151,C,Q5,24,Normal_00134593,train/Normal/00134593.png,194,0.371024,0.130793,0.005097,0.232506,0.005097,0.02,3,1
