setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
D-Q4,d_q4_bucket_uniform151,D,Q4,1,Normal_00133710,train/Normal/00133710.png,159,0.318401,0.75575,0.152127,0.805383,0.805383,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,2,Normal_00032145,train/Normal/00032145.png,132,0.425823,0.021052,0.136691,0.804355,0.804355,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,3,Normal_00314328,train/Normal/00314328.png,217,0.249111,0.357143,0.850453,0.803615,0.803615,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,4,Normal_00019908,train/Normal/00019908.png,14,0.527028,0.000721,0.941191,0.797051,0.797051,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,5,Normal_00034962,train/Normal/00034962.png,189,0.249111,0.357143,0.554562,0.796851,0.796851,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,6,Normal_00271718,train/Normal/00271718.png,235,0.508947,0.001318,0.606487,0.796838,0.796838,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,7,Normal_00278211,train/Normal/00278211.png,131,0.381711,0.091596,0.472629,0.796107,0.796107,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,8,Normal_00431431,train/Normal/00431431.png,15,0.824379,0.0,0.809856,0.795857,0.795857,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,9,Normal_00165618,train/Normal/00165618.png,198,0.259999,0.513408,0.242179,0.79485,0.79485,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,10,Normal_00002449,train/Normal/00002449.png,144,0.335649,0.425299,0.902501,0.794403,0.794403,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,11,Normal_00405592,train/Normal/00405592.png,107,0.395957,0.05697,0.739495,0.793964,0.793964,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,12,Normal_00015255,train/Normal/00015255.png,224,0.288924,0.742708,0.460657,0.790946,0.790946,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,13,Normal_00314982,train/Normal/00314982.png,91,0.397417,0.054264,0.506071,0.790306,0.790306,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,14,Normal_00399982,train/Normal/00399982.png,153,0.669439,6e-06,0.291491,0.787914,0.787914,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,15,Normal_00281638,train/Normal/00281638.png,23,0.591337,8.5e-05,0.872035,0.786179,0.786179,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,16,Normal_00518078,train/Normal/00518078.png,238,0.564389,0.000208,0.016934,0.784933,0.784933,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,17,Normal_00021408,train/Normal/00021408.png,192,0.168802,0.024561,0.763981,0.784723,0.784723,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,18,Normal_00313867,train/Normal/00313867.png,60,0.548107,0.000357,0.09408,0.783267,0.783267,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,19,Normal_00275398,train/Normal/00275398.png,207,0.220886,0.139391,0.029109,0.782761,0.782761,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,20,Normal_00324327,train/Normal/00324327.png,142,0.51079,0.00124,0.606663,0.781807,0.781807,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,21,Normal_00387104,train/Normal/00387104.png,114,0.406088,0.040642,0.01747,0.780224,0.780224,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,22,Normal_00331052,train/Normal/00331052.png,205,0.344756,0.313949,0.0,0.778552,0.778552,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,23,Normal_00505638,train/Normal/00505638.png,8,0.823072,0.0,0.623714,0.777725,0.777725,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,24,Normal_00401374,train/Normal/00401374.png,177,0.387403,0.075767,0.067072,0.77189,0.77189,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,25,Normal_00315400,train/Normal/00315400.png,77,0.320928,0.694704,0.220493,0.762706,0.762706,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,26,Normal_00500159,train/Normal/00500159.png,13,0.976645,0.0,0.530388,0.762644,0.762644,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,27,Normal_00329365,train/Normal/00329365.png,2,0.803752,0.0,0.500537,0.762608,0.762608,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,28,Normal_00368992,train/Normal/00368992.png,73,0.707851,2e-06,0.015187,0.760014,0.760014,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,29,Normal_00360211,train/Normal/00360211.png,126,0.355236,0.221382,0.782253,0.7524,0.7524,0.02,3,1
D-Q4,d_q4_bucket_uniform151,D,Q4,30,Normal_00477572,train/Normal/00477572.png,239,0.374413,0.116824,0.060763,0.749946,0.749946,0.02,3,1
