setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
C-Q4,c_q4_bucket_uniform151,C,Q4,1,Normal_00350271,train/Normal/00350271.png,84,0.444195,0.011411,0.201638,0.811056,0.201638,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,2,Normal_00320225,train/Normal/00320225.png,246,0.273844,0.814473,0.196009,0.638883,0.196009,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,3,Normal_00481075,train/Normal/00481075.png,83,0.422205,0.023751,0.19555,0.821447,0.19555,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,4,Normal_00306773,train/Normal/00306773.png,78,0.526631,0.000731,0.189052,0.914474,0.189052,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,5,Normal_00296371,train/Normal/00296371.png,222,0.76956,0.0,0.179038,0.902817,0.179038,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,6,Normal_00486171,train/Normal/00486171.png,200,0.593052,8e-05,0.173732,0.924759,0.173732,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,7,Normal_00446817,train/Normal/00446817.png,146,0.337355,0.401787,0.167346,0.903363,0.167346,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,8,Normal_00421443,train/Normal/00421443.png,19,0.622227,3e-05,0.159364,0.661695,0.159364,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,9,Normal_00397769,train/Normal/00397769.png,54,0.73977,1e-06,0.158022,0.932227,0.158022,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,10,Normal_00491599,train/Normal/00491599.png,158,0.740867,1e-06,0.154626,0.981739,0.154626,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,11,Normal_00133710,train/Normal/00133710.png,159,0.318401,0.75575,0.152127,0.805383,0.152127,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,12,Normal_00480646,train/Normal/00480646.png,134,0.317312,0.783708,0.151611,0.740538,0.151611,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,13,Normal_00488176,train/Normal/00488176.png,152,0.247157,0.334618,0.148898,0.885004,0.148898,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,14,Normal_00375408,train/Normal/00375408.png,174,0.369474,0.137727,0.142681,0.324073,0.142681,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,15,Normal_00022588,train/Normal/00022588.png,24,0.553232,0.000301,0.138094,0.079027,0.138094,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,16,Normal_00306064,train/Normal/00306064.png,112,0.408663,0.0373,0.137468,0.889345,0.137468,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,17,Normal_00032145,train/Normal/00032145.png,132,0.425823,0.021052,0.136691,0.804355,0.136691,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,18,Normal_00317919,train/Normal/00317919.png,21,0.737935,1e-06,0.134465,0.819927,0.134465,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,19,Normal_00471047,train/Normal/00471047.png,199,0.24369,0.298097,0.131106,0.981957,0.131106,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,20,Normal_00490366,train/Normal/00490366.png,241,0.533133,0.000589,0.123503,0.923516,0.123503,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,21,Normal_00453020,train/Normal/00453020.png,31,0.466202,0.005479,0.123434,0.983968,0.123434,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,22,Normal_00416011,train/Normal/00416011.png,143,0.741737,1e-06,0.110466,0.955301,0.110466,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,23,Normal_00288624,train/Normal/00288624.png,111,0.661371,8e-06,0.096244,0.930267,0.096244,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,24,Normal_00486860,train/Normal/00486860.png,225,0.434651,0.015685,0.095887,0.874993,0.095887,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,25,Normal_00436092,train/Normal/00436092.png,105,0.907414,0.0,0.09519,0.87857,0.09519,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,26,Normal_00313867,train/Normal/00313867.png,60,0.548107,0.000357,0.09408,0.783267,0.09408,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,27,Normal_00384016,train/Normal/00384016.png,50,0.675412,5e-06,0.092279,0.919335,0.092279,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,28,Normal_00458420,train/Normal/00458420.png,28,0.814632,0.0,0.0861,0.822759,0.0861,0.02,3,1
C-Q4,c_q4_bucket_uniform151,C,Q4,29,Normal_00399031,train/Normal/00399031.png,71,0.341077,0.354913,0.084026,0.876955,0.084026,0.02,3,1
