setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
R-Q2,r_q2_bucket_uniform151,R,Q2,1,Normal_00279179,train/Normal/00279179.png,113,0.232371,0.204411,0.967177,0.889037,0.204411,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,2,Normal_00002051,train/Normal/00002051.png,212,0.232371,0.204411,0.948933,0.860384,0.204411,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,3,Normal_00291282,train/Normal/00291282.png,232,0.358767,0.196798,0.257687,0.739694,0.196798,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,4,Normal_00298724,train/Normal/00298724.png,213,0.361314,0.180781,0.391029,0.600644,0.180781,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,5,Normal_00482040,train/Normal/00482040.png,150,0.362265,0.175142,0.058577,0.975231,0.175142,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,6,Normal_00411687,train/Normal/00411687.png,227,0.225897,0.164735,0.658646,0.619413,0.164735,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,7,Normal_00351117,train/Normal/00351117.png,182,0.364473,0.162711,0.361126,0.484849,0.162711,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,8,Normal_00315540,train/Normal/00315540.png,119,0.365102,0.159337,0.794177,0.684043,0.159337,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,9,Normal_00315086,train/Normal/00315086.png,129,0.365102,0.159337,0.789107,1.0,0.159337,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,10,Normal_00319692,train/Normal/00319692.png,216,0.224242,0.155893,0.52173,0.388052,0.155893,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,11,Normal_00163562,train/Normal/00163562.png,127,0.366669,0.151227,0.501619,0.651966,0.151227,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,12,Normal_00441098,train/Normal/00441098.png,204,0.223131,0.150221,4.7e-05,0.846307,0.150221,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,13,Normal_00375346,train/Normal/00375346.png,218,0.367294,0.148108,0.838534,0.718241,0.148108,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,14,Normal_00275398,train/Normal/00275398.png,207,0.220886,0.139391,0.029109,0.782761,0.139391,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,15,Normal_00038559,train/Normal/00038559.png,175,0.369164,0.139161,0.954384,0.855198,0.139161,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,16,Normal_00375408,train/Normal/00375408.png,174,0.369474,0.137727,0.142681,0.324073,0.137727,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,17,Normal_00134593,train/Normal/00134593.png,194,0.371024,0.130793,0.005097,0.232506,0.130793,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,18,Normal_00442574,train/Normal/00442574.png,228,0.218612,0.129218,0.000949,0.862032,0.129218,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,19,Normal_00146294,train/Normal/00146294.png,209,0.373491,0.120467,0.040133,0.588357,0.120467,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,20,Normal_00020509,train/Normal/00020509.png,151,0.374413,0.116824,0.696612,0.889974,0.116824,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,21,Normal_00477572,train/Normal/00477572.png,239,0.374413,0.116824,0.060763,0.749946,0.116824,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,22,Normal_00412822,train/Normal/00412822.png,223,0.214561,0.112895,0.91398,0.690493,0.112895,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,23,Normal_00417012,train/Normal/00417012.png,122,0.375944,0.111011,0.067699,0.927799,0.111011,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,24,Normal_00515962,train/Normal/00515962.png,247,0.37686,0.107673,0.931979,0.611754,0.107673,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,25,Normal_00004306,train/Normal/00004306.png,195,0.377164,0.106585,0.007643,0.813938,0.106585,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,26,Normal_00285297,train/Normal/00285297.png,97,0.209208,0.094446,0.074498,0.713791,0.094446,0.02,3,1
R-Q2,r_q2_bucket_uniform151,R,Q2,27,Normal_00278211,train/Normal/00278211.png,131,0.381711,0.091596,0.472629,0.796107,0.091596,0.02,3,1
