setting_id,setting_name,signal,bucket,bucket_rank,image_id,img_rel_path,pool_rank,calibrated_p,R,C,D,S,pi,duplication_count,selected_flag
R-Q3,r_q3_bucket_uniform151,R,Q3,1,Normal_00462155,train/Normal/00462155.png,130,0.408663,0.0373,0.849282,0.902439,0.0373,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,2,Normal_00137177,train/Normal/00137177.png,103,0.410088,0.03557,0.421048,0.906193,0.03557,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,3,Normal_00415416,train/Normal/00415416.png,176,0.414907,0.030291,0.007331,0.950103,0.030291,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,4,Normal_00314789,train/Normal/00314789.png,32,0.415471,0.029727,0.01218,0.866027,0.029727,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,5,Normal_00005039,train/Normal/00005039.png,230,0.174207,0.02941,0.230574,0.86315,0.02941,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,6,Normal_00317503,train/Normal/00317503.png,63,0.418566,0.026813,0.289211,0.961504,0.026813,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,7,Normal_00369013,train/Normal/00369013.png,229,0.418566,0.026813,0.906829,0.953911,0.026813,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,8,Normal_00391827,train/Normal/00391827.png,109,0.420248,0.025351,0.66469,0.827587,0.025351,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,9,Normal_00021408,train/Normal/00021408.png,192,0.168802,0.024561,0.763981,0.784723,0.024561,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,10,Normal_00481075,train/Normal/00481075.png,83,0.422205,0.023751,0.19555,0.821447,0.023751,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,11,Normal_00276363,train/Normal/00276363.png,116,0.422762,0.023313,0.579213,0.870698,0.023313,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,12,Normal_00395151,train/Normal/00395151.png,221,0.423041,0.023097,0.842495,0.919048,0.023097,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,13,Normal_00428317,train/Normal/00428317.png,59,0.423877,0.022463,1e-06,0.808896,0.022463,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,14,Normal_00032145,train/Normal/00032145.png,132,0.425823,0.021052,0.136691,0.804355,0.021052,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,15,Normal_00464987,train/Normal/00464987.png,125,0.426378,0.020666,0.902479,0.654965,0.020666,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,16,Normal_00415827,train/Normal/00415827.png,128,0.426655,0.020476,0.208493,0.868206,0.020476,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,17,Normal_00351805,train/Normal/00351805.png,42,0.43025,0.018163,0.921498,0.67792,0.018163,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,18,Normal_00374379,train/Normal/00374379.png,88,0.43025,0.018163,0.026983,0.934116,0.018163,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,19,Normal_00022206,train/Normal/00022206.png,183,0.431353,0.017508,0.205853,0.698275,0.017508,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,20,Normal_00382971,train/Normal/00382971.png,56,0.432729,0.016723,0.867516,0.342908,0.016723,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,21,Normal_00407075,train/Normal/00407075.png,243,0.432729,0.016723,0.723217,0.628271,0.016723,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,22,Normal_00486860,train/Normal/00486860.png,225,0.434651,0.015685,0.095887,0.874993,0.015685,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,23,Normal_00410243,train/Normal/00410243.png,250,0.150261,0.013239,0.002043,0.876968,0.013239,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,24,Normal_00444253,train/Normal/00444253.png,181,0.442295,0.012157,0.556921,0.983026,0.012157,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,25,Normal_00353710,train/Normal/00353710.png,201,0.443924,0.011515,0.704978,0.986502,0.011515,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,26,Normal_00350271,train/Normal/00350271.png,84,0.444195,0.011411,0.201638,0.811056,0.011411,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,27,Normal_00002861,train/Normal/00002861.png,121,0.444737,0.011207,0.811129,0.451568,0.011207,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,28,Normal_00001524,train/Normal/00001524.png,92,0.446092,0.010712,0.001805,0.732658,0.010712,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,29,Normal_00473181,train/Normal/00473181.png,245,0.143754,0.010657,0.007165,0.744501,0.010657,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,30,Normal_00013447,train/Normal/00013447.png,72,0.446633,0.010521,0.466727,0.915857,0.010521,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,31,Normal_00338697,train/Normal/00338697.png,193,0.446633,0.010521,0.243865,0.875281,0.010521,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,32,Normal_00451302,train/Normal/00451302.png,234,0.446903,0.010426,0.914068,0.899872,0.010426,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,33,Normal_00371952,train/Normal/00371952.png,202,0.450412,0.009275,0.05422,0.599802,0.009275,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,34,Normal_00400764,train/Normal/00400764.png,80,0.452835,0.008556,0.859606,0.988064,0.008556,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,35,Normal_00000367,train/Normal/00000367.png,210,0.455788,0.007754,0.948085,0.810037,0.007754,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,36,Normal_00298702,train/Normal/00298702.png,138,0.458466,0.007091,0.528086,0.738499,0.007091,0.02,4,1
R-Q3,r_q3_bucket_uniform151,R,Q3,37,Normal_00509588,train/Normal/00509588.png,102,0.464073,0.005883,0.037737,0.32195,0.005883,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,38,Normal_00453020,train/Normal/00453020.png,31,0.466202,0.005479,0.123434,0.983968,0.005479,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,39,Normal_00143693,train/Normal/00143693.png,47,0.469922,0.00484,0.790596,0.869112,0.00484,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,40,Normal_00136785,train/Normal/00136785.png,164,0.473369,0.004315,0.46042,0.977592,0.004315,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,41,Normal_00452559,train/Normal/00452559.png,226,0.479189,0.003554,0.013581,0.948472,0.003554,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,42,Normal_00277841,train/Normal/00277841.png,82,0.484731,0.002955,0.825087,0.807513,0.002955,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,43,Normal_00486991,train/Normal/00486991.png,145,0.486312,0.002803,0.54844,0.960022,0.002803,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,44,Normal_00340160,train/Normal/00340160.png,49,0.488947,0.002567,0.693705,0.555144,0.002567,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,45,Normal_00018926,train/Normal/00018926.png,64,0.490527,0.002436,0.347544,0.254574,0.002436,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,46,Normal_00414024,train/Normal/00414024.png,30,0.494738,0.002117,0.373604,0.902689,0.002117,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,47,Normal_00038009,train/Normal/00038009.png,79,0.500921,0.001722,0.712893,0.939765,0.001722,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,48,Normal_00335278,train/Normal/00335278.png,168,0.505788,0.001464,0.962398,0.594393,0.001464,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,49,Normal_00271718,train/Normal/00271718.png,235,0.508947,0.001318,0.606487,0.796838,0.001318,0.02,3,1
R-Q3,r_q3_bucket_uniform151,R,Q3,50,Normal_00324327,train/Normal/00324327.png,142,0.51079,0.00124,0.606663,0.781807,0.00124,0.02,3,1
